date,gw_01,gw_02,gw_03,gw_04,gw_05
31.01.1929,3.97,10,-5.38,-6.62,-6.86
28.02.1929,5.86,16.49,3.13,23.86,16.62
31.03.1929,5.14,8.75,-3.67,2.12,6.65
30.04.1929,4.39,7.6,-4.65,-12.05,-6.39
31.05.1929,0.66,6.29,-4.05,-30.05,0
30.06.1929,0.71,7.97,-7.81,-39.83,-19.91
31.07.1929,-1.54,7.34,-9.52,-39.28,-10.07
31.08.1929,-2.19,7.68,-7.44,-28.75,-1.21
30.09.1929,-2.62,7.61,-6.35,-13.98,-0.88
31.10.1929,-1.63,8.48,-6.04,-1.62,-3.07
30.11.1929,-0.39,7.3,-4.38,1.19,-3.29
31.12.1929,7.59,23.76,36.14,136.83,127.43
31.01.1930,4.61,17.51,8.1,12.11,-34.83
28.02.1930,7.18,20.56,2.67,13.5,7.57
31.03.1930,7.65,20.03,5.05,26.8,38.01
30.04.1930,3.34,13,-9.4,-36.64,-16.06
31.05.1930,0.01,7.66,-8.26,-47.77,-33.77
30.06.1930,-2.29,6.94,-9.02,-69.87,-31.59
31.07.1930,-2.67,7.55,-8.82,-51.91,-16.07
31.08.1930,-3.13,7.53,-5.36,-37.88,-8.65
30.09.1930,-2.39,9.35,-5.03,-19.76,1.36
31.10.1930,-2.22,8.56,-8.16,-7.31,-8.27
30.11.1930,-0.95,8.8,-3.52,2.24,3.81
31.12.1930,-0.78,7.49,-4.61,-1.02,-4.89
31.01.1931,0.99,19.07,17.42,50.33,20.73
28.02.1931,0.61,10.98,-7.32,-6.54,-8.67
31.03.1931,1.65,11.25,-2.65,8.49,7.9
30.04.1931,-2.34,4.99,-9.14,-44.14,-13.63
31.05.1931,-3.07,7.39,1.24,-46.62,-10.9
30.06.1931,-2.96,8.29,-4.86,-45.19,-13.21
31.07.1931,-3.83,7.48,-6.21,-41.89,-3.22
31.08.1931,-4.35,6.95,-6.24,-33.07,0.96
30.09.1931,-4.72,7.87,-7.13,-11.24,6.23
31.10.1931,-2.83,8.93,-5.89,-0.28,8.33
30.11.1931,-1.79,8.53,-2.95,8.36,9.55
31.12.1931,2.74,22.89,43.42,114.87,73.63
31.01.1932,1.94,16.29,-6.19,-7.21,-12.95
29.02.1932,1.07,14.56,-6.98,-11.77,-8.19
31.03.1932,4.73,16.95,-0.69,23.75,29.94
30.04.1932,0.96,8.02,-7.28,-15.19,7.57
31.05.1932,-0.75,9.19,-1.17,-8.02,9.73
30.06.1932,-5.13,5.86,-16.04,-68.63,-42.63
31.07.1932,-5.69,6.65,-12.88,-49.16,-30.06
31.08.1932,-6.02,6.72,-9.82,-28.42,-17.81
30.09.1932,-6.13,8.04,-7.65,-18.39,-7.16
31.10.1932,-6.2,7.45,-6.7,-8,-7.93
30.11.1932,-3.09,8.18,-3.88,3.76,0.17
31.12.1932,-2.27,10.78,3.39,20.85,20.51
31.01.1933,-0.89,16.74,12.29,40.85,20.51
28.02.1933,-1.14,8.62,-8.99,-14.47,-12.67
31.03.1933,5.18,18.4,8.58,58.43,23.08
30.04.1933,-0.2,6.87,-5.15,-15.05,5.85
31.05.1933,-2.53,8.19,-4.58,-14.15,2.91
30.06.1933,-5.32,7.07,-13.97,-47.6,-14.37
31.07.1933,-6.18,6.79,-13.44,-48.27,-26.97
31.08.1933,-6.5,6.68,-8.89,-32.75,-12.67
30.09.1933,-6.36,7.59,-7.49,-15.43,-3.66
31.10.1933,-5.56,8.37,-4.88,2.45,10.29
30.11.1933,-4.02,7.93,-6.68,2.74,0.19
31.12.1933,0.07,22.63,38.45,102.74,48.42
31.01.1934,1.94,17.14,-6.74,14.38,6.67
28.02.1934,2.76,18.59,2.77,21.88,13.44
31.03.1934,1.65,15.71,-9.05,-8.29,-3.13
30.04.1934,-0.91,6.98,-9.94,-34.53,-17.11
31.05.1934,-3.87,6.83,-9.48,-41.56,-17.12
30.06.1934,-4.44,8.34,-11.63,-46.24,-14.04
31.07.1934,-5.08,8.39,-9.77,-37.47,-6.5
31.08.1934,-5.42,8.48,-7.51,-29.34,-0.76
30.09.1934,-5.46,9.1,-7.12,-15.03,5.11
31.10.1934,-3.83,9.61,-4.04,4.93,2.02
30.11.1934,-0.07,20.45,13.81,64.04,26.93
31.12.1934,0.04,12.59,-3.09,9.75,2.22
31.01.1935,5.61,24.62,36.8,83.46,53.79
28.02.1935,6.94,25.96,-0.72,6.71,-7.9
31.03.1935,7.34,26.17,8.61,31.08,39.08
30.04.1935,11.64,28.53,10.98,88.79,152.45
31.05.1935,2.11,14.15,-17.88,-63.46,-68.03
30.06.1935,-3.12,8.27,-20.85,-86.01,-77.81
31.07.1935,-3.64,8.91,-16.14,-71.34,-45.23
31.08.1935,-3.67,9.89,-10.08,-48.11,-14.59
30.09.1935,-3.66,10.11,-7.9,-26.35,-8.69
31.10.1935,-2.27,10.95,-5.84,-3.28,-3.83
30.11.1935,-0.93,10.89,-5.01,0.48,-1.95
31.12.1935,1,15.55,3.85,32.45,11.13
31.01.1936,9.64,25.99,21.77,121.67,122.72
29.02.1936,13.34,34.65,43.37,118.79,130.18
31.03.1936,8.3,19.89,-25.53,-56.04,-69.51
30.04.1936,5.64,19.41,-8.86,-26.47,-3.79
31.05.1936,1.63,9.83,-9.34,-55.81,-43.72
30.06.1936,0.54,11.89,-11.05,-59.49,-40.53
31.07.1936,-1.13,9.8,-13.75,-64.78,-30.22
31.08.1936,-1.76,10.29,-8.67,-46.9,-12.52
30.09.1936,-2.11,10.57,-7.68,-21.73,-7.65
31.10.1936,-2.18,11.38,-7.21,-9.32,-8.86
30.11.1936,0.29,10.67,-5.33,-2,-5.01
31.12.1936,1.77,13.08,-0.09,18.9,2.62
31.01.1937,2.38,14.34,2.99,23.41,7
28.02.1937,4.81,23.69,31.03,74.48,58.32
31.03.1937,11.96,29.72,21.64,91.96,86.11
30.04.1937,10.34,20.53,-9.59,2.26,19.24
31.05.1937,4.01,13.56,-11.06,-37.99,-20.59
30.06.1937,0.76,11.55,-15.94,-68.47,-63.78
31.07.1937,-1.42,9.93,-15.39,-69.25,-34.53
31.08.1937,-1.99,10.17,-8.42,-51.49,-25.6
30.09.1937,-2.3,10.95,-6.75,-44.38,-3.48
31.10.1937,1,14.36,-0.34,-3.41,7.76
30.11.1937,9.31,26.91,25.15,116.83,76.09
31.12.1937,14.13,31.66,30.56,118.98,139.85
31.01.1938,12.32,32.74,-1.45,-10.44,-70.45
28.02.1938,24.03,72.43,83.62,197.9,236.26
31.03.1938,29.76,69.91,10.16,107.43,146.13
30.04.1938,21.85,33.94,-21.59,-63.24,-3.17
31.05.1938,16.47,25.81,-10.98,-70.05,-23.24
30.06.1938,7.77,20.27,-16.06,-117.58,-132.87
31.07.1938,4.14,14.81,-16.33,-113.55,-106.76
31.08.1938,2.83,13.8,-11.58,-84.4,-44.87
30.09.1938,2.77,15,-5.9,-49.75,-26.63
31.10.1938,3.63,15.04,-4.26,-18.52,-15.28
30.11.1938,3.76,14.11,-5.82,-15.85,-8.92
31.12.1938,4.93,17.18,-0.91,3.32,-5.81
31.01.1939,4.28,16.3,-2.58,-1.36,-9.02
28.02.1939,3.58,14.78,-6.21,-13.58,-11.22
31.03.1939,6.95,18.45,3.27,24.35,20.56
30.04.1939,0.38,7.27,-7.42,-38.86,-13.66
31.05.1939,-0.43,12.06,-3.77,-44.31,-27.98
30.06.1939,-1.97,10.91,-9.51,-54.66,-21.98
31.07.1939,-2.11,11.29,-8.71,-41.82,-12.1
31.08.1939,-2.78,10.72,-8.07,-35.47,-3.03
30.09.1939,-2.45,11.7,-5.51,-14.94,3.47
31.10.1939,-2.03,12.13,-3.91,-0.38,-2.7
30.11.1939,0.39,12.52,-3.85,8.4,-4.91
31.12.1939,4.63,18.76,7.49,47.96,5.61
31.01.1940,12.81,32.85,56.38,177.89,158.48
29.02.1940,20.97,58.65,68.44,170.54,145.42
31.03.1940,19.62,37.88,-5.44,11.08,93.59
30.04.1940,14.36,23.94,-29.68,-66.15,-37.09
31.05.1940,7.35,15.66,-17.4,-90.33,-115.63
30.06.1940,2.4,14.16,-18.3,-89.41,-73.47
31.07.1940,1.4,13.92,-13.56,-74.84,-41.08
31.08.1940,0.78,14.47,-9.17,-57.83,-22.57
30.09.1940,0.81,15.29,-5.55,-33.49,-10.41
31.10.1940,2.36,16.21,-0.19,-0.03,-7.67
30.11.1940,4.32,15.73,-1,7.93,-0.09
31.12.1940,16.42,40.22,75.02,226.84,186.43
31.01.1941,22.58,75.71,78.47,177.3,170.92
28.02.1941,26.87,100.73,72.43,119.94,150.5
31.03.1941,27.28,65.12,5.13,-7.46,1.46
30.04.1941,25.34,46.37,-10.56,-1.02,23.49
31.05.1941,17.6,27.4,-16.33,-107.03,-66.59
30.06.1941,10.61,21.92,-16.08,-116.35,-128.01
31.07.1941,5.95,19.32,-13.75,-108.73,-74.27
31.08.1941,4.02,18.72,-8.97,-90.91,-46.26
30.09.1941,3.1,18.54,-4.71,-65.18,-34.63
31.10.1941,3.72,19.59,-0.33,-23.87,-20.68
30.11.1941,5.37,19.93,0.73,-3.54,-4.26
31.12.1941,16.43,38.56,56.76,175.96,173.25
31.01.1942,17.79,48.24,34.42,77.59,89.64
28.02.1942,24.5,66.56,49.51,117.59,145.08
31.03.1942,14.5,30.87,-24.26,-121.87,-142.13
30.04.1942,16.39,35.42,11.01,28.72,48.53
31.05.1942,12.33,25.2,-7.75,-63.41,-51.18
30.06.1942,5.37,20.57,-9.74,-84.86,-73.55
31.07.1942,1.82,16.92,-11.88,-100.49,-74.71
31.08.1942,0.57,17.13,-6.9,-80.53,-38.43
30.09.1942,0.12,17.96,-3.01,-57.56,-22.1
31.10.1942,0.67,19.38,-2.96,-20.26,-17.74
30.11.1942,3.6,21.22,6.19,17.82,12.37
31.12.1942,6.76,26.69,20.07,37.43,33.85
31.01.1943,14.68,41.26,49.66,143.67,183.19
28.02.1943,13.24,26.05,-6.52,-36.2,-64.63
31.03.1943,15.35,27.48,2.56,38.29,84.39
30.04.1943,11.37,20.09,-3.83,-37.86,-56.28
31.05.1943,5.44,15.54,-9.66,-68.88,-81.22
30.06.1943,2.18,14.42,-10.15,-76.26,-48.95
31.07.1943,-0.39,13.47,-9.6,-77.28,-40.18
31.08.1943,-1.19,13.63,-5.58,-65.07,-26.89
30.09.1943,-1.56,14.98,-3.65,-43.19,-21.49
31.10.1943,-0.79,16.9,-3.31,-14.15,-5.63
30.11.1943,1.19,14.96,-2.71,-3.7,-5.59
31.12.1943,1.07,14.04,-1.51,-1.17,-1.59
31.01.1944,0.71,18.62,8.69,7.8,4.05
29.02.1944,1.54,23.65,23.43,42.27,38.84
31.03.1944,0.45,18.16,-13.26,-33.52,5.88
30.04.1944,0.72,12.83,-4.87,-33.22,-1.97
31.05.1944,-0.68,15.39,3.84,-18.05,-4.34
30.06.1944,-1.47,13.86,-5.55,-51.42,-43.52
31.07.1944,-2.21,13.81,-3.48,-47.86,-24.24
31.08.1944,-2.62,13.68,-2.02,-47.11,-18.05
30.09.1944,-3.92,13.31,-5.46,-36.45,-13.61
31.10.1944,-3.8,13.89,-5.79,-15.38,-0.17
30.11.1944,-0.67,22.14,11.47,37.85,29.85
31.12.1944,0.19,21.58,6.03,13.92,13.37
31.01.1945,1.83,17.94,-0.89,-4.67,-16.74
28.02.1945,2.67,24.54,11.33,46.92,94.28
31.03.1945,3.13,22.28,0.6,-8.64,-46.05
30.04.1945,1.19,16.04,-11.16,-46.74,-1.86
31.05.1945,1.54,15.01,3.89,-20.46,-3.25
30.06.1945,0.36,14.25,-5.27,-50.81,-43.07
31.07.1945,0.82,15.08,-0.32,-37.8,-25.32
31.08.1945,-0.2,14.23,-1.79,-45.94,-15.94
30.09.1945,-1.82,13.42,-6.74,-43.61,-8.5
31.10.1945,-0.59,17.66,3.91,5.79,3.18
30.11.1945,0.77,17.92,3.04,17.74,21.37
31.12.1945,6.65,34.77,48.12,136.78,162.09
31.01.1946,13.57,25.99,-4.94,5.74,-30.65
28.02.1946,6.28,17.18,-23.17,-72.41,-66
31.03.1946,4.61,18.71,-13.29,-32.14,-4.86
30.04.1946,3.76,14.96,-5.79,-25.72,12.78
31.05.1946,1.49,13.52,1.81,-35.38,-23.62
30.06.1946,0.47,13.92,-6.15,-55.93,-43.29
31.07.1946,1.46,15.2,-2.74,-43.14,-19.81
31.08.1946,0.01,13.76,-3.09,-48.21,-12.5
30.09.1946,-2.64,12.47,-10.49,-43.14,-11.7
31.10.1946,-2.04,14.7,-9.6,-20.02,-7.12
30.11.1946,0.28,16.53,1.84,12.94,15.36
31.12.1946,0.71,17.5,9.12,14.59,10.91
31.01.1947,0.17,11.25,-10.77,-25.11,-23.79
28.02.1947,-1.05,20.36,-2.84,1.83,24.21
31.03.1947,0.21,21.02,1.29,15.17,23.55
30.04.1947,-0.65,9.3,-10.57,-41.33,-17.19
31.05.1947,-0.88,12.3,0.74,-29.29,-34.58
30.06.1947,-0.75,14.13,-6.18,-37.97,-11.21
31.07.1947,-1.39,13.63,-6.22,-39.28,-11
31.08.1947,-2.49,12.85,-6.27,-43.79,-3.96
30.09.1947,-4.49,12.09,-10.93,-33.68,-6.46
31.10.1947,-1.12,18.4,4.38,20.9,16.74
30.11.1947,-2.32,11.12,-11.82,-20.84,-7.87
31.12.1947,-1.78,11.09,-9.17,-14.02,-6.77
31.01.1948,0.04,18.37,0.19,29.17,31.91
29.02.1948,-1.23,10.97,-12.84,-28.82,-31.69
31.03.1948,-0.57,20.71,4.97,32.31,23.7
30.04.1948,4.87,24,25.32,92.61,98.85
31.05.1948,3.24,16.19,-3.1,-12.53,-9.04
30.06.1948,-0.61,12.68,-11.89,-50.03,-52.58
31.07.1948,-3.27,12.24,-9.92,-66.29,-46.94
31.08.1948,-2.31,13.69,-3.04,-44.02,-20.76
30.09.1948,-4.38,11.36,-9.66,-49.47,-3.86
31.10.1948,-5.41,11.62,-10.66,-25.25,1.05
30.11.1948,-3.12,12.11,-8.47,-7,-3.63
31.12.1948,-1.44,18.02,8.62,24.38,12.76
31.01.1949,-2.32,9.76,-13.03,-22.76,-13.55
28.02.1949,-3.18,11.48,-9.15,-13.48,-0.66
31.03.1949,-0.03,30.18,37.23,104.91,81.84
30.04.1949,-3.07,13.68,-21.4,-62.92,-3.38
31.05.1949,-2.74,14.59,-4.06,-42,-30.28
30.06.1949,-2.55,13.03,-8.15,-50.42,-38.58
31.07.1949,-1.65,14.15,-3.97,-38.84,-12.26
31.08.1949,-2.54,13.16,-4.83,-45.95,-3.73
30.09.1949,-5.1,12.65,-13.74,-33.85,-0.65
31.10.1949,-6.18,15.34,-12.72,-23.62,-2.32
30.11.1949,-3.52,12.24,-9.1,-14.64,6.55
31.12.1949,-3.99,10.95,-9.16,-12.47,-2.49
31.01.1950,-0.98,24.05,19.81,64.4,58.96
28.02.1950,-0.05,21.81,6.22,21.46,42.65
31.03.1950,-0.38,19.54,-13.47,-15.65,-7
30.04.1950,-2.72,14.38,-16.63,-34.37,30.73
31.05.1950,-2.51,14.55,-1.71,-23.77,-19.08
30.06.1950,-2.18,14.52,-8.71,-39.8,-44.35
31.07.1950,-1.55,14.97,-5.41,-32.22,-22.58
31.08.1950,-2.77,14.32,-6.76,-38.84,-5.97
30.09.1950,-4.56,13.25,-11.77,-32.7,10.41
31.10.1950,-2.35,5.67,2.68,11.22,12.82
30.11.1950,-1.08,7.66,9.75,41.22,103.28
31.12.1950,8.34,18.91,39.79,106.86,109
31.01.1951,4.86,16.35,11.21,3.96,-18.51
28.02.1951,11.07,20.51,0.03,27.05,34.23
31.03.1951,3.28,10.52,-22.28,-72.06,-56.5
30.04.1951,-1.87,3.72,-24.99,-77.41,-23.24
31.05.1951,-0.28,6.02,-5.18,-46.29,-22.69
30.06.1951,-0.91,5.58,-6.91,-64.55,-45.08
31.07.1951,1.24,7.54,-0.49,-36.77,-17.97
31.08.1951,0.14,5.9,-4.46,-51.24,-7.28
30.09.1951,-4.1,2.85,-18.15,-56.46,6.2
31.10.1951,-2.78,4.06,-4.86,-21.63,4.58
30.11.1951,-1.19,12.17,3.43,15.31,16.54
31.12.1951,4.62,19.07,34.24,85.99,107.22
31.01.1952,12.43,38.3,68.92,104.31,88.54
29.02.1952,17.11,33.97,-3.66,25.38,69.26
31.03.1952,12.5,26.18,-10.15,-30.76,-23.52
30.04.1952,9.85,19.65,-19.99,-19.19,83.1
31.05.1952,8.88,12.4,-9.69,-41.75,-26.92
30.06.1952,4.72,10.19,-16.18,-85.9,-99.47
31.07.1952,3.18,8.51,-13.42,-73.63,-66.61
31.08.1952,2.4,7.68,-8.44,-59.28,-28.55
30.09.1952,-0.46,5.91,-14.2,-58.92,-15.38
31.10.1952,-0.54,6.09,-15.18,-41.38,-8.67
30.11.1952,0.13,6.28,-4.27,-19.09,-3.24
31.12.1952,8.55,30.77,73.62,141.77,79.47
31.01.1953,23.57,49.95,43.03,179.4,242.77
28.02.1953,5.97,15.16,-40.5,-148.68,-156.53
31.03.1953,4.2,14.8,-22.62,-61.74,-22.61
30.04.1953,3.56,13.88,-13.65,-36.03,16.43
31.05.1953,5.53,15.37,-4.97,-29.22,-17.15
30.06.1953,4.93,11.78,-8.62,-43.99,-26.72
31.07.1953,2.33,9.03,-10.41,-65.8,-49.02
31.08.1953,2.32,9.12,-5.81,-57.07,-17.94
30.09.1953,-0.43,6.24,-11.12,-50.12,-8.94
31.10.1953,-1.79,6.44,-12.68,-33.56,-5.26
30.11.1953,1.31,13.91,4.45,5.96,6.23
31.12.1953,0.22,6.92,-12.11,-26.35,-14.51
31.01.1954,9.32,20.72,24.94,93.49,53.41
28.02.1954,11.56,18.17,3.47,52.69,67.89
31.03.1954,6,12.87,-2.73,-25.58,12.78
30.04.1954,4.81,11.73,-11.37,-18.48,17.34
31.05.1954,1.56,2.08,-10.2,-73.73,-77.22
30.06.1954,1.99,4.66,-11.44,-76.71,-40.29
31.07.1954,2.37,7.1,-4.88,-53.33,-16.59
31.08.1954,2.33,6.88,-5.36,-57.21,-6.02
30.09.1954,-1.69,4.5,-15.18,-68.41,-8.62
31.10.1954,-3.01,5.13,-17.35,-42.22,-8.37
30.11.1954,0.52,15.78,10.51,18.21,17.01
31.12.1954,2.59,15.9,7.21,18.79,22.9
31.01.1955,2.68,14.38,-6.45,-13.61,-8.97
28.02.1955,1.11,8.94,-18.46,-46.07,-19.02
31.03.1955,0.65,5.15,-16.83,-37.83,-0.22
30.04.1955,0.79,11.72,-8.76,-0.63,12.1
31.05.1955,-0.71,5.91,-5.76,-21.2,13.92
30.06.1955,0.13,7.6,-9.21,-41.06,-28.7
31.07.1955,1.06,14.28,-4.77,-28.17,-13.24
31.08.1955,-0.62,12.29,-7.4,-47.79,0.67
30.09.1955,-3.51,11.17,-14.04,-41.72,6.58
31.10.1955,-4.87,6.58,-16.48,-31.02,0.65
30.11.1955,-0.34,11.54,1.44,11.12,9.44
31.12.1955,11.66,36.21,80.9,258.18,337.8
31.01.1956,23.75,58.75,72.65,196.3,144.07
29.02.1956,17.45,39.69,-12.34,-66.71,-69.23
31.03.1956,11.3,24.64,-40.26,-108.99,-55.74
30.04.1956,4.34,18.86,-26.14,-82.22,-29.77
31.05.1956,10.14,23.18,-3.86,-22.06,-6.5
30.06.1956,4.47,16.93,-17.37,-81.25,-69.21
31.07.1956,4.24,18.21,-12.24,-65.79,-42.04
31.08.1956,2.48,16.84,-11.41,-59.11,-11.45
30.09.1956,0.95,17.44,-9.25,-34.85,-8.34
31.10.1956,1.81,15.18,-6.06,-14.49,-6.87
30.11.1956,-1.25,8.53,-10.91,-22.38,-9.89
31.12.1956,-2.23,6.32,-9.97,-25.54,-15.27
31.01.1957,0.29,13.44,-1.63,-6.26,4.26
28.02.1957,1.37,16.96,10.87,39.14,69.62
31.03.1957,9.9,17.86,1.66,51.28,26.49
30.04.1957,-1.45,5.47,-20.12,-67.52,-51.16
31.05.1957,3.89,11.27,4.08,10.24,20.65
30.06.1957,-0.89,5.08,-14.86,-56.47,-43.09
31.07.1957,-1,6.45,-12.62,-48.93,-18.22
31.08.1957,-2.35,6.34,-10.82,-47.46,-4.27
30.09.1957,-2.34,9.79,-2.41,-20.73,10.33
31.10.1957,0.9,17.4,7.41,20.2,8.04
30.11.1957,0.79,11.68,-9.19,-10.78,-3.44
31.12.1957,1.09,15.53,2.3,17.36,35.68
31.01.1958,5.14,22.36,28.99,79.96,50.09
28.02.1958,24.89,72.06,109.1,384.97,387.66
31.03.1958,11.08,33.24,-25.71,-115.36,-80.2
30.04.1958,14.33,30.5,-19.15,-7.09,52.43
31.05.1958,5.5,19.44,-25.62,-116.91,-73.48
30.06.1958,3.49,14.74,-22.75,-102.83,-99.16
31.07.1958,2.24,14.52,-16.27,-91.84,-72.93
31.08.1958,1.6,13.96,-11.39,-64.7,-28.87
30.09.1958,-0.02,13.65,-12.01,-36.88,-16.8
31.10.1958,-1.26,13.23,-11.57,-36.27,-23.23
30.11.1958,-1.66,9.85,-10.81,-31.91,-11.09
31.12.1958,-0.4,8.99,-4.61,-25.71,-9.15
31.01.1959,5.02,23.42,29.96,76.85,51.55
28.02.1959,7.29,23.25,23.04,46.36,48.58
31.03.1959,0.45,14.31,-25.21,-72.15,-32.98
30.04.1959,-1.27,7.42,-20.76,-62.09,-22.86
31.05.1959,-0.91,8.03,-9.49,-40.3,-29.27
30.06.1959,-0.14,11.46,-11.07,-42.39,-22.05
31.07.1959,0.64,13.41,-7.01,-30.06,0.41
31.08.1959,-0.08,11.98,1.37,-45.66,-2.42
30.09.1959,-1.61,11.77,-9.94,-35.84,9.81
31.10.1959,-5.88,10.56,-12.61,-34.52,-5.37
30.11.1959,-5.52,7.65,-13.93,-36.59,-7.38
31.12.1959,-3.66,7.62,-1.95,-18.94,-5.35
31.01.1960,-2.8,18.37,16.03,42.43,28.97
29.02.1960,1.82,22.85,14.35,60.86,80.86
31.03.1960,0.97,17.61,-10.64,-12.79,7.54
30.04.1960,-1.08,9.33,-16.16,-57.56,-51.42
31.05.1960,0.44,7.06,-7.3,-37.93,-31.82
30.06.1960,0.07,9.8,-9.59,-47.59,-15.92
31.07.1960,0.24,10.05,-8.88,-42.93,-8.44
31.08.1960,-0.93,9.44,-10.2,-51.58,2.58
30.09.1960,-4.45,8.14,-17.05,-38.35,0.89
31.10.1960,-4.81,10.01,-15.01,-29.16,-7.73
30.11.1960,-1.68,18.68,13.13,25.79,34.39
31.12.1960,-0.6,18.36,0.32,2.27,7.51
31.01.1961,-1.27,17.99,3.84,-1.7,-0.1
28.02.1961,6.6,24.51,4.03,37.35,34.78
31.03.1961,7.47,21.46,-3.59,4.41,-2.75
30.04.1961,0.23,14.38,-20.96,-62.02,-14.63
31.05.1961,0.74,8.46,-9.03,-46.02,-11.11
