date,gw_01,gw_02,gw_03,gw_04,gw_05
31.07.2001,6.12,21.93,1.37,14.03,27.92
31.08.2001,3.48,22.25,-2.88,-2.13,22.82
30.09.2001,0.84,24.08,1.01,-7.91,11.13
31.10.2001,-1.51,17.98,-4.71,-12.8,3.23
30.11.2001,-0.96,25.29,34.17,49.85,36.71
31.12.2001,-0.37,29.53,54.94,94.9,75.18
31.01.2002,-3.06,31.61,21.52,37.45,57.6
28.02.2002,0.6,19.81,-13.9,-46.6,-9.99
31.03.2002,2.43,21.25,-3.22,-6.41,12.07
30.04.2002,1.89,21.7,6.26,-22.5,20.53
31.05.2002,5.38,21.4,1.34,3.86,6.28
30.06.2002,6.57,24.72,0.21,1.44,31.05
31.07.2002,6.84,24.58,3.83,6.19,40.22
31.08.2002,4.12,24,3.09,-4.78,19.17
30.09.2002,0.45,25.16,0.49,-13.86,8.44
31.10.2002,0.74,22.63,1.5,-12.89,3.35
30.11.2002,-0.27,18.57,7.38,11.53,8.39
31.12.2002,2.91,38.26,79.38,174.37,120.62
31.01.2003,2.27,38.22,23.07,58.06,47.31
28.02.2003,4.32,27.77,-17.02,-56.92,0.8
31.03.2003,2.09,25.91,-8.35,-29.31,-9.86
30.04.2003,5.89,29.79,19.53,18.87,33.92
31.05.2003,10.1,31.65,-4.76,27.13,42.91
30.06.2003,6.2,23.4,-1.93,-18.54,9.45
31.07.2003,6.36,25.2,1.19,4.65,46.58
31.08.2003,4.5,27.22,0.97,-9.25,0.68
30.09.2003,1.23,26.96,1.21,-16.42,-3.35
