date,gw_16,gw_17,gw_18,gw_19,gw_20,gw_21
31.10.1921,77.7,20.04,15.17,171.53,32,165.45
30.11.1921,46.4,12.34,8.17,113.43,22.47,116.13
31.12.1921,34.73,12.91,64.93,101.53,19.8,86.89
31.01.1922,25.4,14.51,34.69,79.21,17.98,69.42
28.02.1922,23.66,18.96,43.74,73.8,17.03,58.68
31.03.1922,21.49,13.49,40.11,60.06,15.03,62.06
30.04.1922,18.11,12.78,16.71,51.46,16.76,52.24
31.05.1922,23.07,12.76,56.92,75.76,15.38,59.34
30.06.1922,24.47,18.16,50.94,62.82,10.19,58.25
31.07.1922,11.2,9,19.94,61.59,13.36,55.23
31.08.1922,4.46,4.48,11.72,56.68,11.56,52.98
30.09.1922,5.22,5.88,3.86,40.1,11.08,30.58
31.10.1922,3.56,3.04,1.2,39.59,9.24,31.78
30.11.1922,4.22,2.89,5.18,36.8,9.34,27.37
31.12.1922,4.54,6.57,38.75,40.83,9.98,25.47
31.01.1923,3.21,5.49,13.06,35.92,9.47,26.79
28.02.1923,3.09,4.8,-0.99,36.5,7.67,23.61
31.03.1923,4.65,1.75,6.16,39.76,6.83,34.13
30.04.1923,9.19,4.83,58.92,34.62,11.13,32.04
31.05.1923,10.47,11.17,43.89,44.57,8.82,38.99
30.06.1923,7.63,5.95,23.15,51.46,4.65,45.75
31.07.1923,4.02,4.59,16.96,49.82,8.18,45.83
31.08.1923,0.69,0.67,8.74,47.54,6.55,42.93
30.09.1923,2.87,4.13,0.94,32.64,7.22,19.95
31.10.1923,1.71,1.95,-0.38,33.58,5.66,21.85
30.11.1923,1.94,1.64,-2.41,30.76,6.25,19.58
31.12.1923,1.38,1.42,-3.09,29.19,6.36,18.63
31.01.1924,0.26,0.34,-3.23,31.9,4.56,23.7
29.02.1924,1.01,0.89,-1.18,29.94,5.32,18.28
31.03.1924,-0.78,-1.29,17.92,37,3.56,23.23
30.04.1924,2.46,2.31,7.57,30.32,6.32,25.38
31.05.1924,1.66,2.51,8.59,34.83,5.32,38.44
30.06.1924,-1.97,-3.21,6.29,48.72,2.23,44.88
31.07.1924,-2.39,-4,5.24,46.94,4.36,47.54
31.08.1924,-1.49,-2.9,6.31,45.34,4.17,41.61
30.09.1924,1.51,1.62,-3.32,29.43,4.01,19.82
31.10.1924,1.23,0.67,-6.2,29.57,2.76,19.34
30.11.1924,2.21,1.55,4.54,28.01,4.78,17.51
31.12.1924,1.8,2.34,23.82,28.14,5.51,16.34
31.01.1925,1.25,2.23,-0.53,28.85,4.43,18.16
28.02.1925,2.35,4.04,6.6,28.95,5.11,15.16
31.03.1925,3.25,1.92,21.1,38.61,4.29,25.33
30.04.1925,6.58,2.13,10.56,28.04,6.53,24.88
31.05.1925,11.47,9.24,5.99,34.4,5.23,31.19
30.06.1925,6.88,5.28,4.02,48.86,2.98,34.51
31.07.1925,2.45,1.46,8.55,44.77,5.12,34.33
31.08.1925,0.21,0.02,8.14,44.5,5.35,33.2
30.09.1925,1.62,2.94,-1.94,28.6,4.13,15.63
31.10.1925,0,1.34,-2.79,29.5,2.83,16.88
30.11.1925,2.18,1.3,-4.3,26.71,4.19,14.58
31.12.1925,1.34,1.29,-0.83,26.09,4.71,14.09
31.01.1926,0.4,0.74,-1.42,26.13,3.15,17.66
28.02.1926,1.72,1.99,15.96,28.26,4.74,13.9
31.03.1926,2.21,1.36,-3.17,32.03,0.75,20.16
30.04.1926,12.89,5.19,37.39,32.43,6.83,26.01
31.05.1926,7.41,7.31,6.58,42.53,4.87,30.07
30.06.1926,2.33,-1.49,8.02,48.64,1.66,31.97
31.07.1926,1.02,-1.78,14.11,45.27,3.94,39.77
31.08.1926,-0.12,-1.28,11.61,44.73,4.12,38.87
30.09.1926,2,2.72,-2.62,27.03,2.83,14.99
31.10.1926,1.22,1.38,-5.07,28.12,1.36,16.18
30.11.1926,5.91,5.15,62.76,44.16,4.77,13.31
31.12.1926,2.12,4.16,2.8,26.95,4.54,11.84
31.01.1927,2.08,3.86,6.25,26.12,4.5,11.72
28.02.1927,3.14,12.41,44.47,56.9,7.4,14.58
31.03.1927,4.7,7.62,17.74,29.12,5.34,21.03
30.04.1927,6.81,5.14,4.84,29.6,6.08,19.67
31.05.1927,10.69,10.08,10.79,54.65,8.34,28.33
30.06.1927,9.12,9.65,8.98,53.16,4.49,27.48
31.07.1927,3.55,5.6,12.49,45.64,3.58,26.08
31.08.1927,1.42,1.34,14.32,44.69,5.3,25.83
30.09.1927,3.2,4.03,-0.7,28.47,4.64,10.6
31.10.1927,2.25,1.81,5.96,28.28,4.4,11.53
30.11.1927,2.54,4.37,10.14,27.84,5.19,9.95
31.12.1927,1.47,2.2,4.06,26.36,5.19,10.17
31.01.1928,1.36,1.39,-2.28,28.46,3.67,11.1
29.02.1928,1.11,1.35,0.62,26.43,4.25,10.09
31.03.1928,2.26,1.8,16.23,30.45,2.47,15.68
30.04.1928,1.72,0.89,-0.63,27.36,3.77,19.62
31.05.1928,4.6,6.06,6.3,35.06,4.07,27.46
30.06.1928,1.42,-1.93,13.03,48.21,2.11,31.86
31.07.1928,0.11,-3.89,20.97,45.76,5.71,37.45
31.08.1928,0.58,-2.98,15.82,44.11,4.86,36.68
30.09.1928,2.98,1.43,-2.28,26.95,2.83,12.34
31.10.1928,1.66,0.36,-4.57,27.87,1.3,13.63
30.11.1928,1.45,0.2,6.42,24.69,4.04,11.38
31.12.1928,1.58,0.72,12.55,25.15,4.21,11.3
31.01.1929,0.22,1.17,2.15,24.86,3.41,11.73
28.02.1929,0.26,1.65,0.04,25.62,2.86,10.79
31.03.1929,2,-0.13,11.71,29.86,2.04,16.23
30.04.1929,5.01,2.86,5.29,26.33,3.6,20.11
31.05.1929,9.82,15.71,13.99,34.8,3.49,30.99
30.06.1929,4.86,4.94,12.62,47.18,1.44,33.96
31.07.1929,2.35,1.94,20.1,43.54,6.18,37.04
31.08.1929,1.92,0.47,15.32,42.87,4.72,35.64
30.09.1929,3.01,4.14,-2.51,25.57,2.5,12.92
31.10.1929,1.13,1.34,-7.27,25.49,-0.11,11.98
30.11.1929,2.59,1.66,-6.18,24.04,2.77,11.89
31.12.1929,1.38,1.29,-5.61,22.7,3.06,11.48
31.01.1930,1.18,1.64,21.5,28.91,3.13,12.49
28.02.1930,0.06,2.72,9.66,24.93,3.66,10.18
31.03.1930,3.11,0.67,11.71,29.54,1.18,19.32
30.04.1930,7.56,3.16,10.31,26.03,3.2,23.04
31.05.1930,6.78,5.85,15.09,31.49,2.93,26.46
30.06.1930,5.68,6.43,15.63,46.06,0.87,31.53
31.07.1930,2.87,0.17,18.07,42.47,4.26,34.13
31.08.1930,2.28,-0.8,14.55,42.02,3.47,34.56
30.09.1930,3.61,2.79,-4.32,24.69,1.97,12.83
31.10.1930,1.83,0.99,-7.62,24.94,-0.18,11.68
30.11.1930,2.24,1.35,0.01,23.29,3.07,11.35
31.12.1930,1.51,0.36,-6.21,22.27,2.79,11.06
31.01.1931,0.68,1.13,20.28,28.65,2.7,12.3
28.02.1931,0.74,1.3,0.37,23.17,3.1,10.38
31.03.1931,0.77,0.09,-3.33,29.8,-1.19,15.8
30.04.1931,3.34,-1.02,2.7,23.15,1.09,16.56
31.05.1931,5.72,3.96,9.54,35.57,0.65,32.98
30.06.1931,0.64,-0.47,14.41,42.35,0.73,33.6
31.07.1931,-0.27,-4.52,18.4,42.62,4.54,41.53
31.08.1931,-0.28,-3.04,15.1,40.4,3.52,36.69
30.09.1931,1.33,1.62,-3.56,24.65,1.66,12.8
31.10.1931,0.59,-0.4,-7.77,24.59,-0.76,11.37
30.11.1931,1.77,0.26,12.18,24.8,2.74,11.52
31.12.1931,4.99,3.77,72.58,47.81,5.25,20.44
31.01.1932,2.49,7.39,23.17,28.32,5.17,18.51
29.02.1932,3.88,11.15,37.78,46.84,6.51,20.55
31.03.1932,7.59,8.74,-0.44,48.52,4.76,24.34
30.04.1932,8.8,9.19,11.24,61.16,2.8,26.85
31.05.1932,14.16,22.17,29.9,115.7,1.7,36.1
30.06.1932,17.69,23.23,25.18,134.38,0.37,41.19
31.07.1932,7.92,37.18,13.63,75.73,0.03,36.9
31.08.1932,4.95,21.1,11.67,41.41,2.21,27.51
30.09.1932,6.51,15.67,0.35,25.74,3.37,9.99
31.10.1932,3.76,9.33,-3.7,25.2,1.78,11.77
30.11.1932,3.37,6.92,-3.72,23.85,3.92,11.24
31.12.1932,1.8,5.04,5.43,22.58,4.76,15.37
31.01.1933,4.75,7.25,103.98,77.3,7.76,21.11
28.02.1933,1.65,5.61,-3.64,24.43,4.88,9.4
31.03.1933,1.98,2.69,-3.26,28.94,4.37,17.15
30.04.1933,5.71,8.74,8.3,22.26,3.38,19.74
31.05.1933,5.31,4.13,11.7,37.87,4.62,22.78
30.06.1933,10.03,19.46,17.21,42.89,4.73,30.93
31.07.1933,2.2,11.53,5.79,38.82,3.9,29.12
31.08.1933,4.08,5.95,11.43,39.43,6,28.28
30.09.1933,5.05,7.06,-2.82,24.84,4.62,11.24
31.10.1933,1.87,3.6,-6.28,24.14,2.41,10.8
30.11.1933,3.08,3.39,-4.57,23.01,4.76,10.85
31.12.1933,2.64,3.94,9.89,22.19,4.7,10.59
31.01.1934,1.48,4.14,4.24,23.99,4.27,10.83
28.02.1934,0.07,3.49,6.92,23.49,4.85,9.75
31.03.1934,3.89,1.28,-4.15,28.72,1.64,20.44
30.04.1934,5.5,2.15,3.48,24.28,4.31,21.83
31.05.1934,0.9,1.61,1.41,34.79,4,25.44
30.06.1934,1.24,-2.1,11.78,43.96,3.42,27.89
31.07.1934,1.48,-2.87,17.47,41.01,7.28,34.87
31.08.1934,-0.14,-2.02,14.79,37.98,5.98,33.93
30.09.1934,1.62,1.76,-3.79,23.91,3.36,11.85
31.10.1934,1,0.06,-6.48,23.04,1.79,10.33
30.11.1934,2.2,0.98,16.46,26.07,4.64,11.28
31.12.1934,2.46,1.68,12.59,25.17,3.79,11.18
31.01.1935,4.13,5.85,28.14,37.02,5.24,11.23
28.02.1935,4.43,8.17,13.49,22.88,5.56,10.24
31.03.1935,8.47,7.61,27.44,25.39,5.15,18.92
30.04.1935,14.34,13.91,55.45,22.67,7.77,26.41
31.05.1935,15.24,18.91,13.3,32.19,5.37,26.58
30.06.1935,14.7,15.95,17.93,36.55,6.16,31.49
31.07.1935,4.28,32.49,10.18,36.7,0.41,27.91
31.08.1935,5.15,18.7,11.96,35.26,2.63,27.27
30.09.1935,6,14.71,1.04,23.1,4.48,11.57
31.10.1935,3.44,8.8,-0.5,22.91,2.32,10.52
30.11.1935,3.69,6.88,-1.02,22,4.54,11.14
31.12.1935,1.49,4.94,4.88,20.65,4.04,10.14
31.01.1936,1.1,4.35,2.76,23.98,3.25,12.2
29.02.1936,4.61,13.55,155.4,74.06,8.54,25.53
31.03.1936,6.79,8.46,11.53,23.41,6.5,18.2
30.04.1936,11.21,12.76,17.2,15.26,15.5,24.59
31.05.1936,16.63,21.78,17.7,28.05,23.36,30.64
30.06.1936,10.48,7.46,11.45,37.44,8.06,25.65
31.07.1936,3.49,32.14,13.6,37.26,1.38,25.59
31.08.1936,4.58,17.81,12.71,34.53,2.37,25.51
30.09.1936,5.97,12.56,2.59,24.29,5.27,10.24
31.10.1936,3.77,6.88,11.76,24.94,5.59,10.16
30.11.1936,3.57,4.78,-0.52,23.37,4.74,9.95
31.12.1936,4.97,6.02,63.27,51.25,5.46,14.77
31.01.1937,1.08,6.09,21.4,25.28,5.97,10.92
28.02.1937,12.62,14.27,74.1,47.79,24.2,35.4
31.03.1937,11.61,0.65,42.8,28.83,21.57,22.09
30.04.1937,10.38,5.51,12.48,-3.35,29.89,27.1
31.05.1937,19.35,17.56,46.66,23.18,53.84,43.51
30.06.1937,15.36,11.37,33.09,11.66,32.88,27.8
31.07.1937,5.01,32.76,19.25,36.33,5.76,23.26
31.08.1937,4.02,14.55,11.93,34.27,4.42,23.73
30.09.1937,5.74,9.52,5.13,23.53,7.83,10.17
31.10.1937,2.87,3.72,0.66,22.72,5.88,10.31
30.11.1937,3.43,2.13,1.37,21.58,6.28,10.26
31.12.1937,6.57,7.06,71.3,18.88,9.59,21.25
31.01.1938,1.05,4.68,21.65,24.49,7.85,8.84
28.02.1938,8.36,18.15,58.08,54.62,9.73,14.73
31.03.1938,16.72,27.93,155.53,95.35,31.47,39.21
30.04.1938,15.59,3.54,51.41,5.02,39.23,28.39
31.05.1938,17.6,13.09,71.15,2.05,50.04,37.52
30.06.1938,20.18,15.4,70.18,18.81,43.13,34.88
31.07.1938,11.74,4.41,29.47,25.65,16.12,25.61
31.08.1938,0.98,22.53,15.22,33.93,7.07,22.75
30.09.1938,4.83,11.04,5.43,23.06,10.46,11.19
31.10.1938,0.66,2.76,4.07,23.09,8.4,10.44
30.11.1938,3.78,0.14,5.38,22.39,9.67,10.38
31.12.1938,1.22,-0.43,11.87,21.89,8.85,11.48
31.01.1939,-0.15,-0.22,12.42,23.47,8.88,11.5
28.02.1939,-0.03,-0.41,10.25,16.36,10.69,14.42
31.03.1939,1.77,-2.52,26.53,25.68,10.88,22.33
30.04.1939,5.98,3.25,6.73,20.49,9.13,21.24
31.05.1939,4.6,1.42,5.39,24.94,6.82,22.29
30.06.1939,0.5,8.4,-0.78,37.7,3.02,23.5
31.07.1939,2.61,2.35,1.62,33.2,3.29,28.4
31.08.1939,1.21,0.05,1.57,32.68,4.51,26.3
30.09.1939,2.5,0.77,-0.8,21.93,8.82,12.39
31.10.1939,1.46,-1.28,1.39,23.32,7.91,13.6
30.11.1939,2.04,-1.75,-2.68,20.72,8.36,12.5
31.12.1939,0.26,-2.25,-2.61,19.18,7.53,12.09
31.01.1940,3.15,6.33,126.69,36.74,10.84,27.61
29.02.1940,8.58,20.76,85.19,44.59,15.31,19.99
31.03.1940,7.59,5.09,19.23,18.92,12.38,18.92
30.04.1940,9.65,4.24,12.25,13.56,15.33,21.75
31.05.1940,15.91,13.05,26.2,9.25,28.46,31.06
30.06.1940,10.84,4.48,11.04,28.1,16.28,27.65
31.07.1940,3.32,18.53,7.56,37.37,3.73,25.17
31.08.1940,1.92,5.58,4.17,33.8,4.54,27.23
30.09.1940,3.46,3.4,-0.5,22,8.53,12.36
31.10.1940,1.58,-1.55,11.38,22.42,8.32,11.84
30.11.1940,1.84,-1.11,2.91,21.12,8.55,11.73
31.12.1940,4.14,3.05,66.7,38.12,10.06,17.13
31.01.1941,4.92,4.02,22.15,21.43,11.52,17.59
28.02.1941,11.02,30.05,80.04,52.24,20.94,25.02
31.03.1941,11.73,12.62,18.87,36.27,21.5,29.01
30.04.1941,14.62,3.63,47.37,16.18,26.07,26.3
31.05.1941,16.94,12.47,49.49,28.92,60.02,51.29
30.06.1941,17.07,11.47,36.25,16.95,47.49,38.33
31.07.1941,9.35,4.73,18.2,24.57,21.58,32.12
31.08.1941,-0.35,12.77,8.73,37.34,6.69,26.22
30.09.1941,3.86,4.53,2.81,22.81,9.94,13.26
31.10.1941,2.33,-1.78,2.17,23.01,9,14.4
30.11.1941,1.4,-4.27,2.05,22.06,9.59,11.2
31.12.1941,4.48,2.11,57.74,60.49,9.65,20.12
31.01.1942,2.61,2.13,14.12,10.01,12.46,19.26
28.02.1942,-0.09,1.11,1.08,12.08,11.02,15.57
31.03.1942,1.55,-1.75,5.13,24.04,8.74,18.14
30.04.1942,7.65,2.69,18.64,10.72,15.94,26.51
31.05.1942,10.76,8.16,20.65,7.05,24.78,29.9
30.06.1942,13.45,9.36,30.43,25.56,23.65,36.7
31.07.1942,5.56,14.81,10.7,39.79,4.75,33.99
31.08.1942,-0.35,3.83,4.03,36.24,3.41,33.83
30.09.1942,2.08,0.48,-0.06,21.66,8.16,14.22
31.10.1942,1.18,-3.27,-1.42,22.66,6.55,15.14
30.11.1942,0.72,-4.09,3.16,20,8.31,13.24
31.12.1942,-0.56,-2.94,15.56,19.41,7.55,13.33
31.01.1943,2.91,2.73,72.72,81.06,19.03,38.04
28.02.1943,-1.1,1.89,14.18,9.68,14.94,16.21
31.03.1943,8.65,2.64,129.48,78.13,42.64,50.07
30.04.1943,7.88,3.43,34.09,-7.1,44.99,26.28
31.05.1943,13.45,11.81,41.68,-1.23,45.68,33.87
30.06.1943,7.89,2.32,14.21,23.32,23.09,29.88
31.07.1943,0.92,12.67,12.54,40.84,5.66,33.98
31.08.1943,-0.16,0.99,6.08,37.54,5.86,33.7
30.09.1943,1.73,-0.58,0.51,21,9.29,14.62
31.10.1943,0.61,-3.46,-1.33,22.42,7.57,16.45
30.11.1943,0.3,-4.42,-2.43,19.65,9.01,13.25
31.12.1943,-1.85,-4.76,6.82,20.26,8.56,13.77
31.01.1944,-1.78,-4.74,11.29,20.87,8.07,13.91
29.02.1944,0.62,-0.76,34.07,52.46,9.91,21.51
31.03.1944,0.33,-2.28,3.12,16.97,8.9,30.09
30.04.1944,1.77,0.49,11.42,16.62,10.05,24.94
31.05.1944,6.94,12.19,18.89,19.68,19.21,35.49
30.06.1944,6.3,2.21,10.82,36.88,8.39,36.71
31.07.1944,2.14,6.82,2.9,39.49,1.57,41.66
31.08.1944,1.32,-1.36,1.07,35.1,2.92,42.41
30.09.1944,2.54,-0.28,-3.75,20.57,7.59,17.31
31.10.1944,0.55,-2.98,-5.02,23.33,5.35,18.68
30.11.1944,0.75,-2.73,37.49,23.66,8.92,15.87
31.12.1944,-2.13,-1.33,3.05,18.49,7.27,15.96
31.01.1945,-1.7,-1.46,-2.22,19.89,5.81,15.43
28.02.1945,1.68,4.76,64.78,21.9,13.7,31.75
31.03.1945,6.75,1.82,30.29,26.93,11.17,27.18
30.04.1945,6.78,2.63,4.03,8.36,14.11,30.04
31.05.1945,12.37,14.09,31.74,9.63,27.12,35.74
30.06.1945,11.33,8.87,25.47,31.36,17.41,38.26
31.07.1945,5.49,16.89,11.77,41.3,1.57,40.99
31.08.1945,1.29,3.34,6.51,39.54,2.23,42.49
30.09.1945,2.63,1.09,0.09,21.65,7.25,16.89
31.10.1945,1.34,-2.81,4,20.92,6.11,22.46
30.11.1945,0.23,-5.25,5.95,20.76,6.47,14.85
31.12.1945,0.05,-3.17,25.82,13.6,7.96,22.07
31.01.1946,-1,-3.4,2.56,16.4,6.11,18.29
28.02.1946,-5.28,-2.91,7.39,19.89,6.17,14.13
31.03.1946,2.48,-3.35,26.87,28.34,7.12,26.35
30.04.1946,3.28,3.42,5.31,20.6,9.49,30.18
31.05.1946,10.99,9.55,15.75,20.93,10.9,35.96
30.06.1946,5.19,8.17,8.73,48.81,0.27,36.86
31.07.1946,0.08,3.56,11.83,43.71,-2.01,49.27
31.08.1946,-0.06,-3.41,14.56,39.06,1.98,44.68
30.09.1946,1.77,-1.47,-3.34,20.63,6.19,17.73
31.10.1946,0.37,-5.84,-1.24,23.97,4.1,18
30.11.1946,-0.66,-3.19,24.3,23.24,6.95,20.65
31.12.1946,0.79,0.07,32.38,22.64,4.96,15.69
31.01.1947,-0.34,-1.93,-2.02,19.09,4.15,16.23
28.02.1947,-4.33,-1.05,0.96,21.68,5.08,15.58
31.03.1947,-0.7,-6.16,-3.77,27.35,2.35,27.23
30.04.1947,1.1,2.85,4.61,22.89,4.9,28.82
31.05.1947,4.79,8.39,14.7,34.76,4.69,35.5
30.06.1947,0.11,1.4,14.15,54.9,-1.13,41.24
31.07.1947,-0.08,-4.45,32.95,47.07,3.91,51.37
31.08.1947,-0.52,-5.46,27.45,42.35,5.72,46.19
30.09.1947,0.74,-1.15,-2.16,21.25,3.82,18.47
31.10.1947,-0.56,-4.17,-2.65,25.42,1.52,19.05
30.11.1947,-1.11,-3.87,-4.44,20.39,4.34,16.3
31.12.1947,-2.37,-4.05,-3.59,18.69,3.26,14.83
31.01.1948,-1.34,-5.1,-5.09,24.49,1.61,17.04
29.02.1948,-2.55,-5.25,-2.01,19.16,3.73,15.72
31.03.1948,-2.61,-7.25,25.17,28.43,-0.81,19.94
30.04.1948,3.92,-3.68,32.88,23.3,3.69,33.54
31.05.1948,6.29,9.2,21.56,33.3,2.31,39.57
30.06.1948,5.66,1.86,21.24,56.4,-0.54,44.03
31.07.1948,0.83,-0.41,41.14,51.5,8.16,52.18
31.08.1948,0.4,-4.01,34.64,45.6,6.6,48.97
30.09.1948,2.98,0.03,-0.18,21.43,2.73,17.96
31.10.1948,0.47,-2.73,-2.79,25.94,-0.46,18.27
30.11.1948,-0.33,-3.34,-5.78,20.19,2.86,16.09
31.12.1948,-2.61,-3.79,0.04,20.11,3.51,15.77
31.01.1949,-2.82,-3.77,4.62,20.01,2.74,16.71
28.02.1949,-1.75,-3.84,3.8,20.39,2.27,14.39
31.03.1949,1.76,-4.78,18.23,30.84,-1.01,22.25
30.04.1949,2.38,-0.41,15.47,26.56,1.32,35.55
31.05.1949,6.57,9.54,23.49,37.41,0.68,39.83
30.06.1949,4.53,3.78,34.06,58.65,0.14,45.32
31.07.1949,0.79,-3,48.17,54.93,9.94,54.43
31.08.1949,-0.28,-4.44,39.58,47.97,8.26,46.97
30.09.1949,2.57,0.7,0.51,21.65,1.68,18.04
31.10.1949,0.67,-2.16,-1.84,25.53,-1.36,17.81
30.11.1949,-0.81,-2.46,1.53,20.32,1.9,15.12
31.12.1949,-1.95,-2.64,0.91,20,1.16,14.36
31.01.1950,-3.56,-0.32,20.39,21.65,1.98,15.91
28.02.1950,-4.43,2.05,10.58,21.17,1.76,15.53
31.03.1950,1.19,-4.13,2.56,30.97,0.07,32.29
30.04.1950,5.91,5.52,15.15,26.02,0.22,31.35
31.05.1950,7.03,9.22,25.05,44.93,-0.14,36.18
30.06.1950,7.55,8.44,18.21,61.58,-0.66,45.76
31.07.1950,1.79,0.69,32.45,57.74,11.72,48.55
31.08.1950,1.16,-3.19,30.98,49.04,8.22,46.13
30.09.1950,3.35,1.74,-0.88,21.8,2.34,15.65
31.10.1950,-0.02,-1.81,5.03,17.78,-1.09,7.93
30.11.1950,0.59,4.21,78.51,33.58,9.81,32.13
31.12.1950,1.63,7.18,52.11,4.45,9.49,13.77
31.01.1951,-0.23,5.36,21.71,15.43,1.67,6.64
28.02.1951,-2.18,2.95,5.5,10.63,2.03,6.72
31.03.1951,0.01,-3.85,-1.06,21.24,-2.47,18.06
30.04.1951,3.05,0.67,13.32,14.19,2.87,17.48
31.05.1951,3.81,5.46,18.01,32.4,0.12,26.96
30.06.1951,4.68,0.54,19.96,53.36,0.23,36.88
31.07.1951,0.63,-2.12,27.85,46.99,10.26,39.37
31.08.1951,0.34,-5.28,27.22,40.35,8.19,38.49
30.09.1951,2.33,0.31,3.1,11.52,1.41,9.73
31.10.1951,0.6,-2.84,2.45,15.51,-1.33,8.88
30.11.1951,-0.19,-2.41,7.99,10.19,2.31,7.38
31.12.1951,0.68,4.29,68.47,16.32,4.29,24.39
31.01.1952,2.98,17.06,92.11,58.02,8.47,19.83
29.02.1952,5.03,9.57,10.65,6.39,4.55,8.66
31.03.1952,13.18,9.99,84.49,43.31,11.11,26.7
30.04.1952,17.21,6.68,29.86,-12.02,32.35,31.3
31.05.1952,17.7,20.24,87.38,15.99,59.2,51.77
30.06.1952,17.8,18.45,55.39,33.22,32.38,38.91
31.07.1952,11.43,13.03,26.14,41.27,3.85,36.16
31.08.1952,3.09,15.44,14.44,38.87,0.72,32.25
30.09.1952,5.7,9.39,7.35,13.2,4.94,9.58
31.10.1952,1.66,2.23,-2.27,16.1,1.46,10.04
30.11.1952,-0.69,-0.14,17.94,11.39,5.54,7.73
31.12.1952,0.52,6.5,55.21,23.53,5.65,8.29
31.01.1953,1.43,3.64,25.46,2.59,6,20.49
28.02.1953,0.71,4.16,5.09,10.98,3.64,8.45
31.03.1953,2.9,-4.26,0.08,24.73,0.56,12.96
30.04.1953,1.18,5.4,12.93,14.06,6.68,22.76
31.05.1953,-0.68,0.6,6.29,39.66,0.36,26.68
30.06.1953,5.32,3.7,10.96,57.44,-2.28,38.05
31.07.1953,1.01,-0.36,6.79,45.75,-1.47,46.55
31.08.1953,0.15,-5.22,5.54,40.37,5.52,39.42
30.09.1953,4.91,0.13,-0.74,12.68,4.91,10.26
31.10.1953,1.36,-3.04,2.15,16.57,1.21,9.36
30.11.1953,-0.48,-3.39,5.46,10.13,4.84,7.85
31.12.1953,-1,-2.99,3.04,8.78,3.8,7.42
31.01.1954,-1.86,-2.05,30.42,27.74,3.72,10.05
28.02.1954,-1.94,-1.63,11.01,9.59,3.87,9.26
31.03.1954,1.85,-2.53,28.06,21.51,1.37,29.76
30.04.1954,0.99,-1.21,5.77,15.53,5.09,24.81
31.05.1954,5.09,2.3,9.75,37.87,-0.08,29.57
30.06.1954,4.98,0.8,11.01,55.63,-1.59,38.87
31.07.1954,2.72,7.5,15.78,51.23,4.21,46.34
31.08.1954,1.38,1.31,14.42,43.06,7.66,39.94
30.09.1954,2.8,2.8,1.67,12.98,5.13,11.06
31.10.1954,0.51,-1.68,3.6,17.05,1.69,9.63
30.11.1954,0.19,-3.01,6.45,10.71,5,7.99
31.12.1954,-0.95,-2.72,13.25,9.5,3.41,7.33
31.01.1955,-0.05,2.88,51.28,23.77,2.57,10.12
28.02.1955,0.66,4.32,17.04,9.81,3.92,7.9
31.03.1955,2.61,1.12,-6.33,24.99,-0.24,19.86
30.04.1955,-1.09,3.19,-2.45,16.08,-1.71,25.05
31.05.1955,0.64,0.2,14.11,35.93,2.11,30.74
30.06.1955,6.63,3.64,15.88,65.59,8.68,43.63
31.07.1955,1.91,2.95,21.72,57.8,12.2,45.76
31.08.1955,1.57,1.46,18.34,47.04,10.3,40.32
30.09.1955,4.22,4.9,1.86,13.11,5.13,10.59
31.10.1955,0.94,-1.29,2.89,17.25,1.48,9.6
30.11.1955,-0.54,-2.96,6.29,10.88,3.65,7.39
31.12.1955,5.19,13.76,230.69,34.37,3.82,15
31.01.1956,16.4,16.55,79.61,13.18,4.08,24.21
29.02.1956,13.17,17.99,1.86,-9.53,30.34,10.88
31.03.1956,10.52,4.12,-0.3,26.31,2.8,23.26
30.04.1956,10.24,-2,14.57,19.11,5.17,15.77
31.05.1956,11.58,1.24,20.11,30.76,1.07,28.1
30.06.1956,15.12,8.72,20.37,65.18,-3.24,43.77
31.07.1956,10.74,10.31,22.24,48.71,6.19,48.26
31.08.1956,5.95,19.4,20.96,47.57,4.82,44.7
30.09.1956,4.34,11.39,5.8,14.79,8.46,10.45
31.10.1956,2.81,0.78,2.29,16.9,4.97,10.17
30.11.1956,2.36,-0.79,0.96,10.85,5.39,7.81
31.12.1956,0.2,-2.23,-2.24,9.76,4.84,8.39
31.01.1957,-2.82,-3.17,13.92,14.42,2.55,10.9
28.02.1957,-2.47,-3.11,6.45,11.84,4.07,7.62
31.03.1957,-2.8,-5.95,-0.98,25.46,-2.52,21.05
30.04.1957,-2.76,-0.56,9.1,14.32,4.18,26.15
31.05.1957,-2.77,-4.6,22.07,27.15,1.23,29.93
30.06.1957,7.04,4.31,27.18,69.93,9.19,46.7
31.07.1957,9.06,5.21,27.88,62.71,9.61,45.97
31.08.1957,0.78,4.12,29.28,51.83,6.82,41.6
30.09.1957,4.99,4.65,3.75,13.88,3.81,11.4
31.10.1957,0.17,-1.89,0.21,15.71,1.22,8.6
30.11.1957,-0.85,-3.65,2.98,11.16,2.54,7.68
31.12.1957,-2.15,-2.63,15.77,11.77,2.02,7.71
31.01.1958,-1.37,-0.01,23.09,11.16,1.9,9.72
28.02.1958,0.83,7.83,44.73,25.83,4.54,18.41
31.03.1958,13.06,16.93,112.25,60.9,6.12,38.49
30.04.1958,24,17.14,74.98,31.79,10.12,20.89
31.05.1958,20.39,13.07,63.42,22.36,1.95,25.82
30.06.1958,18.58,15.26,26.61,70.84,-0.54,43.39
31.07.1958,13.51,8.16,22.79,39.49,4.49,52.46
