Units, ,TAF,TAF,TAF,TAF,TAF,TAF,TAF,TAF,TAF,TAF
Type, ,PER-AVER,PER-AVER,PER-AVER,PER-AVER,PER-AVER,PER-AVER,PER-AVER,PER-AVER,PER-AVER,PER-AVER
881,28 Feb 1994, 24:00, , , , , , , ,12.480, , 
882,31 Mar 1994, 24:00, , , , , , , ,14.950, , 
883,30 Apr 1994, 24:00, , , , , , , ,4.870, , 
884,31 May 1994, 24:00, , , , , , , ,2.710, , 
885,30 Jun 1994, 24:00, , , , , , , ,12.530, , 
886,31 Jul 1994, 24:00, , , , , , , ,11.660, , 
887,31 Aug 1994, 24:00, , , , , , , ,11.160, , 
888,30 Sep 1994, 24:00, , , , , , , ,6.620, , 
889,31 Oct 1994, 24:00, , , , , , , ,12.860, , 
890,30 Nov 1994, 24:00, , , , , , , ,9.210, , 
891,31 Dec 1994, 24:00, , , , , , , ,13.750, , 
892,31 Jan 1995, 24:00, , , , , , , ,15.360, , 
893,28 Feb 1995, 24:00, , , , , , , ,13.980, , 
894,31 Mar 1995, 24:00, , , , , , , ,14.840, , 
895,30 Apr 1995, 24:00, , , , , , , ,14.990, , 
896,31 May 1995, 24:00, , , , , , , ,15.400, , 
897,30 Jun 1995, 24:00, , , , , , , ,15.000, , 
898,31 Jul 1995, 24:00, , , , , , , ,15.300, , 
899,31 Aug 1995, 24:00, , , , , , , ,15.360, , 
900,30 Sep 1995, 24:00, , , , , , , ,7.530, , 
901,31 Oct 1995, 24:00, , , , , , , ,13.470, , 
902,30 Nov 1995, 24:00, , , , , , , ,14.500, , 
903,31 Dec 1995, 24:00, , , , , , , ,11.690, , 
904,31 Jan 1996, 24:00, , , , , , , ,15.260, , 
905,29 Feb 1996, 24:00, , , , , , , ,14.660, , 
906,31 Mar 1996, 24:00, , , , , , , ,15.650, , 
907,30 Apr 1996, 24:00, , , , , , , ,15.040, , 
908,31 May 1996, 24:00, , , , , , , ,15.180, , 
909,30 Jun 1996, 24:00, , , , , , , ,14.910, , 
910,31 Jul 1996, 24:00, , , , , , , ,15.460, , 
911,31 Aug 1996, 24:00, , , , , , , ,15.470, , 
912,30 Sep 1996, 24:00, , , , , , , ,9.650, , 
913,31 Oct 1996, 24:00, , , , , , , ,2.750, , 
914,30 Nov 1996, 24:00, , , , , , , ,4.640, , 
915,31 Dec 1996, 24:00, , , , , , , ,14.240, , 
916,31 Jan 1997, 24:00, , , , , , , ,14.480, , 
917,28 Feb 1997, 24:00, , , , , , , ,14.050, , 
918,31 Mar 1997, 24:00, , , , , , , ,15.590, , 
919,30 Apr 1997, 24:00, , , , , , , ,12.970, , 
920,31 May 1997, 24:00, , , , , , , ,10.700, , 
921,30 Jun 1997, 24:00, , , , , , , ,14.320, , 
922,31 Jul 1997, 24:00, , , , , , , ,15.340, , 
923,31 Aug 1997, 24:00, , , , , , , ,13.260, , 
924,30 Sep 1997, 24:00, , , , , , , ,5.840, , 
925,31 Oct 1997, 24:00, , , , , , , ,1.520, , 
926,30 Nov 1997, 24:00, , , , , , , ,2.690, , 
927,31 Dec 1997, 24:00, , , , , , , ,12.070, , 
928,31 Jan 1998, 24:00, , , , , , , ,15.680, , 
929,28 Feb 1998, 24:00, , , , , , , ,14.140, , 
930,31 Mar 1998, 24:00, , , , , , , ,15.560, , 
931,30 Apr 1998, 24:00, , , , , , , ,15.010, , 
932,31 May 1998, 24:00, , , , , , , ,15.730, , 
933,30 Jun 1998, 24:00, , , , , , , ,14.960, , 
934,31 Jul 1998, 24:00, , , , , , , ,15.290, , 
935,31 Aug 1998, 24:00, , , , , , , ,15.330, , 
936,30 Sep 1998, 24:00, , , , , , , ,13.410, , 
937,31 Oct 1998, 24:00, , , , , , , ,9.430, , 
938,30 Nov 1998, 24:00, , , , , , , ,15.140, , 
939,31 Dec 1998, 24:00, , , , , , , ,15.370, , 
940,31 Jan 1999, 24:00, , , , , , , ,15.620, , 
941,28 Feb 1999, 24:00, , , , , , , ,13.720, , 
942,31 Mar 1999, 24:00, , , , , , , ,15.610, , 
943,30 Apr 1999, 24:00, , , , , , , ,14.680, , 
944,31 May 1999, 24:00, , , , , , , ,15.630, , 
945,30 Jun 1999, 24:00, , , , , , , ,14.730, , 
946,31 Jul 1999, 24:00, , , , , , , ,15.110, , 
947,31 Aug 1999, 24:00, , , , , , , ,15.210, , 
948,30 Sep 1999, 24:00, , , , , , , ,9.410, , 
949,31 Oct 1999, 24:00, , , , , , , ,12.720, , 
950,30 Nov 1999, 24:00, , , , , , , ,11.470, , 
951,31 Dec 1999, 24:00, , , , , , , ,6.460, , 
952,31 Jan 2000, 24:00, , , , , , , , ,9.990, 
953,29 Feb 2000, 24:00, , , , , , , , ,14.630, 
954,31 Mar 2000, 24:00, , , , , , , , ,15.650, 
955,30 Apr 2000, 24:00, , , , , , , , ,15.130, 
956,31 May 2000, 24:00, , , , , , , , ,15.600, 
957,30 Jun 2000, 24:00, , , , , , , , ,14.930, 
958,31 Jul 2000, 24:00, , , , , , , , ,14.460, 
959,31 Aug 2000, 24:00, , , , , , , , ,15.180, 
960,30 Sep 2000, 24:00, , , , , , , , ,11.950, 
961,31 Oct 2000, 24:00, , , , , , , , ,12.160, 
962,30 Nov 2000, 24:00, , , , , , , , ,7.490, 
963,31 Dec 2000, 24:00, , , , , , , , ,2.980, 
964,31 Jan 2001, 24:00, , , , , , , , ,6.790, 
965,28 Feb 2001, 24:00, , , , , , , , ,8.060, 
966,31 Mar 2001, 24:00, , , , , , , , ,15.710, 
967,30 Apr 2001, 24:00, , , , , , , , ,9.730, 
968,31 May 2001, 24:00, , , , , , , , ,12.570, 
969,30 Jun 2001, 24:00, , , , , , , , ,13.510, 
970,31 Jul 2001, 24:00, , , , , , , , ,15.430, 
971,31 Aug 2001, 24:00, , , , , , , , ,14.990, 
972,30 Sep 2001, 24:00, , , , , , , , ,7.080, 
973,31 Oct 2001, 24:00, , , , , , , , ,0.000, 
974,30 Nov 2001, 24:00, , , , , , , , ,0.250, 
975,31 Dec 2001, 24:00, , , , , , , , ,12.670, 
976,31 Jan 2002, 24:00, , , , , , , , ,12.920, 
977,28 Feb 2002, 24:00, , , , , , , , ,14.260, 
978,31 Mar 2002, 24:00, , , , , , , , ,15.770, 
979,30 Apr 2002, 24:00, , , , , , , , ,14.790, 
980,31 May 2002, 24:00, , , , , , , , ,15.450, 
981,30 Jun 2002, 24:00, , , , , , , , ,14.910, 
982,31 Jul 2002, 24:00, , , , , , , , ,15.290, 
983,31 Aug 2002, 24:00, , , , , , , , ,11.840, 
984,30 Sep 2002, 24:00, , , , , , , , ,2.820, 
985,31 Oct 2002, 24:00, , , , , , , , ,9.600, 
986,30 Nov 2002, 24:00, , , , , , , , ,14.220, 
987,31 Dec 2002, 24:00, , , , , , , , ,15.740, 
988,31 Jan 2003, 24:00, , , , , , , , ,15.700, 
989,28 Feb 2003, 24:00, , , , , , , , ,14.360, 
990,31 Mar 2003, 24:00, , , , , , , , ,15.750, 
991,30 Apr 2003, 24:00, , , , , , , , ,15.090, 
992,31 May 2003, 24:00, , , , , , , , ,15.730, 
993,30 Jun 2003, 24:00, , , , , , , , ,14.860, 
994,31 Jul 2003, 24:00, , , , , , , , ,15.450, 
995,31 Aug 2003, 24:00, , , , , , , , ,15.440, 
996,30 Sep 2003, 24:00, , , , , , , , ,14.190, 
997,31 Oct 2003, 24:00, , , , , , , , ,5.470, 
998,30 Nov 2003, 24:00, , , , , , , , ,7.420, 
999,31 Dec 2003, 24:00, , , , , , , , ,12.490, 
1000,31 Jan 2004, 24:00, , , , , , , , ,15.510, 
1001,29 Feb 2004, 24:00, , , , , , , , ,14.690, 
1002,31 Mar 2004, 24:00, , , , , , , , ,15.450, 
1003,30 Apr 2004, 24:00, , , , , , , , ,14.790, 
1004,31 May 2004, 24:00, , , , , , , , ,15.650, 
1005,30 Jun 2004, 24:00, , , , , , , , ,14.620, 
1006,31 Jul 2004, 24:00, , , , , , , , ,15.220, 
1007,31 Aug 2004, 24:00, , , , , , , , ,15.100, 
1008,30 Sep 2004, 24:00, , , , , , , , ,9.400, 
1009,31 Oct 2004, 24:00, , , , , , , , ,11.100, 
1010,30 Nov 2004, 24:00, , , , , , , , ,14.880, 
1011,31 Dec 2004, 24:00, , , , , , , , ,6.430, 
1012,31 Jan 2005, 24:00, , , , , , , , ,14.960, 
1013,28 Feb 2005, 24:00, , , , , , , , ,11.870, 
1014,31 Mar 2005, 24:00, , , , , , , , ,13.800, 
1015,30 Apr 2005, 24:00, , , , , , , , ,13.710, 
1016,31 May 2005, 24:00, , , , , , , , ,14.110, 
1017,30 Jun 2005, 24:00, , , , , , , , ,14.820, 
1018,31 Jul 2005, 24:00, , , , , , , , ,15.210, 
1019,31 Aug 2005, 24:00, , , , , , , , ,15.290, 
1020,30 Sep 2005, 24:00, , , , , , , , ,9.340, 
1021,31 Oct 2005, 24:00, , , , , , , , ,6.660, 
1022,30 Nov 2005, 24:00, , , , , , , , ,10.650, 
1023,31 Dec 2005, 24:00, , , , , , , , ,15.530, 
1024,31 Jan 2006, 24:00, , , , , , , , ,15.460, 
1025,28 Feb 2006, 24:00, , , , , , , , ,14.190, 
1026,31 Mar 2006, 24:00, , , , , , , , ,15.450, 
1027,30 Apr 2006, 24:00, , , , , , , , ,15.170, 
1028,31 May 2006, 24:00, , , , , , , , ,15.250, 
1029,30 Jun 2006, 24:00, , , , , , , , ,14.410, 
1030,31 Jul 2006, 24:00, , , , , , , , ,14.740, 
1031,31 Aug 2006, 24:00, , , , , , , , ,14.520, 
1032,30 Sep 2006, 24:00, , , , , , , , ,5.690, 
1033,31 Oct 2006, 24:00, , , , , , , , ,13.420, 
1034,30 Nov 2006, 24:00, , , , , , , , ,4.890, 
1035,31 Dec 2006, 24:00, , , , , , , , ,8.260, 
1036,31 Jan 2007, 24:00, , , , , , , , ,10.720, 
1037,28 Feb 2007, 24:00, , , , , , , , ,10.540, 
1038,31 Mar 2007, 24:00, , , , , , , , ,14.060, 
1039,30 Apr 2007, 24:00, , , , , , , , ,5.960, 
1040,31 May 2007, 24:00, , , , , , , , ,14.220, 
1041,30 Jun 2007, 24:00, , , , , , , , ,13.580, 
1042,31 Jul 2007, 24:00, , , , , , , , ,14.140, 
1043,31 Aug 2007, 24:00, , , , , , , , ,13.950, 
1044,30 Sep 2007, 24:00, , , , , , , , ,13.410, 
1045,31 Oct 2007, 24:00, , , , , , , , ,3.580, 
1046,30 Nov 2007, 24:00, , , , , , , , ,5.210, 
1047,31 Dec 2007, 24:00, , , , , , , , ,12.780, 
1048,31 Jan 2008, 24:00, , , , , , , , ,6.610, 
1049,29 Feb 2008, 24:00, , , , , , , , ,10.010, 
1050,31 Mar 2008, 24:00, , , , , , , , ,13.960, 
1051,30 Apr 2008, 24:00, , , , , , , , ,13.870, 
1052,31 May 2008, 24:00, , , , , , , , ,14.270, 
1053,30 Jun 2008, 24:00, , , , , , , , ,10.630, 
1054,31 Jul 2008, 24:00, , , , , , , , ,13.950, 
1055,31 Aug 2008, 24:00, , , , , , , , ,14.130, 
1056,30 Sep 2008, 24:00, , , , , , , , ,7.360, 
1057,31 Oct 2008, 24:00, , , , , , , , ,9.320, 
1058,30 Nov 2008, 24:00, , , , , , , , ,14.230, 
1059,31 Dec 2008, 24:00, , , , , , , , ,11.800, 
1060,31 Jan 2009, 24:00, , , , , , , , ,9.980, 
1061,28 Feb 2009, 24:00, , , , , , , , ,10.470, 
1062,31 Mar 2009, 24:00, , , , , , , , ,12.600, 
1063,30 Apr 2009, 24:00, , , , , , , , ,13.940, 
1064,31 May 2009, 24:00, , , , , , , , ,14.640, 
1065,30 Jun 2009, 24:00, , , , , , , , ,13.510, 
1066,31 Jul 2009, 24:00, , , , , , , , ,13.400, 
1067,31 Aug 2009, 24:00, , , , , , , , ,13.610, 
1068,30 Sep 2009, 24:00, , , , , , , , ,13.140, 
1069,31 Oct 2009, 24:00, , , , , , , , ,6.940, 
1070,30 Nov 2009, 24:00, , , , , , , , ,12.160, 
1071,31 Dec 2009, 24:00, , , , , , , , ,14.430, 
1072,31 Jan 2010, 24:00, , , , , , , , , ,14.500
1073,28 Feb 2010, 24:00, , , , , , , , , ,14.320
1074,31 Mar 2010, 24:00, , , , , , , , , ,14.270
1075,30 Apr 2010, 24:00, , , , , , , , , ,13.780
1076,31 May 2010, 24:00, , , , , , , , , ,13.870
1077,30 Jun 2010, 24:00, , , , , , , , , ,13.430
1078,31 Jul 2010, 24:00, , , , , , , , , ,12.050
1079,31 Aug 2010, 24:00, , , , , , , , , ,11.580
1080,30 Sep 2010, 24:00, , , , , , , , , ,14.020
1081,31 Oct 2010, 24:00, , , , , , , , , ,2.620
1082,30 Nov 2010, 24:00, , , , , , , , , ,12.060
1083,31 Dec 2010, 24:00, , , , , , , , , ,4.680
1084,31 Jan 2011, 24:00, , , , , , , , , ,3.100
1085,28 Feb 2011, 24:00, , , , , , , , , ,1.940
1086,31 Mar 2011, 24:00, , , , , , , , , ,7.040
1087,30 Apr 2011, 24:00, , , , , , , , , ,12.330
1088,31 May 2011, 24:00, , , , , , , , , ,13.020
1089,30 Jun 2011, 24:00, , , , , , , , , ,12.690
1090,31 Jul 2011, 24:00, , , , , , , , , ,12.060
1091,31 Aug 2011, 24:00, , , , , , , , , ,12.310
1092,30 Sep 2011, 24:00, , , , , , , , , ,12.860
1093,31 Oct 2011, 24:00, , , , , , , , , ,9.259
1094,30 Nov 2011, 24:00, , , , , , , , , ,9.048
1095,31 Dec 2011, 24:00, , , , , , , , , ,1.596
1096,31 Jan 2012, 24:00, , , , , , , , , ,1.723
1097,29 Feb 2012, 24:00, , , , , , , , , ,8.551
1098,31 Mar 2012, 24:00, , , , , , , , , ,10.390
1099,30 Apr 2012, 24:00, , , , , , , , , ,9.111
1100,31 May 2012, 24:00, , , , , , , , , ,8.224
1101,30 Jun 2012, 24:00, , , , , , , , , ,7.959
1102,31 Jul 2012, 24:00, , , , , , , , , ,8.287
1103,31 Aug 2012, 24:00, , , , , , , , , ,9.270
1104,30 Sep 2012, 24:00, , , , , , , , , ,8.181
1105,31 Oct 2012, 24:00, , , , , , , , , ,9.353
1106,30 Nov 2012, 24:00, , , , , , , , , ,14.280
1107,31 Dec 2012, 24:00, , , , , , , , , ,11.841
1108,31 Jan 2013, 24:00, , , , , , , , , ,10.015
1109,28 Feb 2013, 24:00, , , , , , , , , ,10.507
1110,31 Mar 2013, 24:00, , , , , , , , , ,12.644
1111,30 Apr 2013, 24:00, , , , , , , , , ,13.989
1112,31 May 2013, 24:00, , , , , , , , , ,14.691
1113,30 Jun 2013, 24:00, , , , , , , , , ,13.557
1114,31 Jul 2013, 24:00, , , , , , , , , ,13.447
1115,31 Aug 2013, 24:00, , , , , , , , , ,13.658
1116,30 Sep 2013, 24:00, , , , , , , , , ,13.186
1117,31 Oct 2013, 24:00, , , , , , , , , ,13.964
1118,30 Nov 2013, 24:00, , , , , , , , , ,13.953
1119,31 Dec 2013, 24:00, , , , , , , , , ,13.545
1120,31 Jan 2014, 24:00, , , , , , , , , ,14.749
1121,28 Feb 2014, 24:00, , , , , , , , , ,6.880
1122,31 Mar 2014, 24:00, , , , , , , , , ,5.235
1123,30 Apr 2014, 24:00, , , , , , , , , ,0.484
1124,31 May 2014, 24:00, , , , , , , , , ,0.914
1125,30 Jun 2014, 24:00, , , , , , , , , ,1.634
1126,31 Jul 2014, 24:00, , , , , , , , , ,1.623
1127,31 Aug 2014, 24:00, , , , , , , , , ,0.204
1128,30 Sep 2014, 24:00, , , , , , , , , ,13.384
1129,31 Oct 2014, 24:00, , , , , , , , , ,12.311
1130,30 Nov 2014, 24:00, , , , , , , , , ,7.583
1131,31 Dec 2014, 24:00, , , , , , , , , ,3.017
1132,31 Jan 2015, 24:00, , , , , , , , , ,6.874
1133,28 Feb 2015, 24:00, , , , , , , , , ,8.160
1134,31 Mar 2015, 24:00, , , , , , , , , ,15.905
1135,30 Apr 2015, 24:00, , , , , , , , , ,9.851
1136,31 May 2015, 24:00, , , , , , , , , ,12.726
1137,30 Jun 2015, 24:00, , , , , , , , , ,13.678
1138,31 Jul 2015, 24:00, , , , , , , , , ,15.621
1139,31 Aug 2015, 24:00, , , , , , , , , ,15.176
1140,30 Sep 2015, 24:00, , , , , , , , , ,7.168
