region,Shortage_%,xwater,xwatersc,lambdawater,xwater_TAF,xwatersc_TAF,Ratio,penalty,hu,month,xwater_monthly_TAF,xwatersc_monthly_TAF,water_type,month_name
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,3.4756276121030667,hu207,5,0.03884287894557252,0.021363583433932257,GW,February
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,23.944661522781345,hu207,6,0.2676004718351638,0.14718025960487663,SW,March
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,109.0812358260039,hu207,6,1.2190688161379684,0.6704878493111046,GW,March
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,254.0599013042169,hu207,7,2.8393197121922165,1.5616258427193899,SW,April
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,1157.3839948303214,hu207,7,12.934678688875652,7.114073283499442,GW,April
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,745.0428383130128,hu207,8,8.326441151831872,4.579542636480168,SW,May
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,3394.084041203725,hu207,8,37.93156524723409,20.862360899520766,GW,May
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,920.4022712298529,hu207,9,10.286221077918809,5.657421596527648,SW,June
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,4192.943680047108,hu207,9,46.85945157718569,25.772698384181506,GW,June
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,1073.0494884375842,hu207,10,11.992174085867978,6.595695751508736,SW,July
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,4888.3365584378835,hu207,10,54.631015280065235,30.0470584235398,GW,July
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,870.0480565569449,hu207,11,9.723473026853684,5.3479101682409205,SW,August
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,3963.5522576483045,hu207,11,44.29582156677789,24.362701877541973,GW,August
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,436.5205696236463,hu207,12,4.878461542916539,2.6831538503457653,SW,September
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,1988.5937060632775,hu207,12,22.224102584397567,12.223256429352931,GW,September
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,144.1361031774837,hu207,1,1.8174532045471539,1.090471923377665,SW,October
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,656.6200255863147,hu207,1,8.279509042937034,4.967705428720474,GW,October
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,9.414880792177753,hu207,2,0.11871491520138394,0.07122894916324697,SW,November
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,42.890012497698656,hu207,2,0.5408123914729712,0.32448743507701394,GW,November
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,3.016923126775192,hu207,3,0.03804124354519486,0.022824746140708976,SW,December
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,13.743760910864761,hu207,3,0.17329899837255436,0.103979399085452,GW,December
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,0.8842705716410043,hu207,4,0.01115001965979849,0.006690011799862975,SW,January
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,4.028343715253464,hu207,4,0.05079453400574868,0.030476720421598,GW,January
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,0.676206907725474,hu207,5,0.008526485622198847,0.005115891376365805,SW,February
8.0,0.6,279486.538544374,167691.923226455,203.4498611195,279.4865385444,167.6919232265,0.6000000004,3.080498135193826,hu207,5,0.03884287894557252,0.023305727381221997,GW,February
