date,hsur101-r_srw,hsur201-r_gld,hsur202-r_sut,hsur301-r_sje,hsur302-r_sjw,hsur303-r_mdt,hsur401-r_ker,hsur402-r_pix,u102-ext_cvpm02,u102-int_cvpm02,u103-ext_cvpm03,u103-int_cvpm03,u104-ext_cvpm04,u104-int_cvpm04,u206-ext_cvpm09,u206-int_cvpm09,u202-ext_cvpm05,u202-int_cvpm05,hxi203-ext_cvpm06,u203-int_cvpm06,u404-ext_cvpm15,hxi402-ext_cvpm14,u402-int_cvpm14,u408-ext_cvpm19,u404-int_cvpm15,u408-int_cvpm19,u409-ext_cvpm21,u409-int_cvpm21,u303-ext_cvpm10,u303-int_cvpm10,hu500-ags_owens,d30-n203,d61-d61b,d43-c306,c7-c20,c73-d859,d66a-n203,d511-d513,d541-req_delta
31.08.1990,17.63628048,2.827728753,1.548651478,0.493765314,9.612603145,3.978781907,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,229.4495215,184.4617724
30.09.1990,17.23728125,7.407934507,2.347402061,0.40876951,32.48874082,2.206780047,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,241.9249746,178.5114035
31.10.1990,17.60723226,6.432941882,1.971500178,5.319467312,17.87308061,2.047495679,4,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,110.6031164,184.4617724
30.11.1990,12.92176443,4.082311428,0.38081837,1.561425352,11.71506372,1.545441812,3.35,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,198.0767653,208.2633041
31.12.1990,6.585971236,3.024819324,0.251813916,1.484342503,9.377659564,0.661029832,2.55,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,160.407229,215.2054012
31.01.1991,2.389885944,3.300461459,0.256999452,1.471013097,10.65372765,0.462942342,1,0.125,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,0,0,0,0,0,0,127.3810469,368.9235449
28.02.1991,1.939517596,0.026164614,0,1.34881864,9.905018958,0.371682682,0.7,0.1,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0,0,0,122.5498989,411.36962
31.03.1991,0.816153587,0.180342133,0.017677812,0.59372596,8.69941569,0.431316186,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,337.7612275,445.0883949
30.04.1991,11.51905395,1.891927452,0.254642775,1.655519374,18.13570474,2.224416341,0.4,0.38,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,138.7894843,238.0152047
31.05.1991,11.55472864,2.781243581,0.487219978,1.7910399,24.28738866,3.3163007,1.425,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,138.7080757,342.6426982
30.06.1991,13.44028122,2.437959014,1.016508542,1.864047535,19.20483712,1.676886113,1.2875,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,267.5799803,431.0058764
31.07.1991,13.37427345,2.658647813,2.240953895,2.069633034,8.350195993,1.7395603,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,255.3294485,245.9490299
31.08.1991,18.01467296,2.810024673,1.536247959,1.555167188,10.06469234,3.972931816,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,222.9969586,184.4617724
30.09.1991,18.37032956,7.659523203,2.364485987,1.471862233,36.30584607,2.307105524,3.2,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,241.1706746,178.5114035
31.10.1991,18.43293032,6.435353954,1.980739896,5.741169899,18.6731019,2.03520924,4,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,114.9018821,184.4617724
30.11.1991,12.82589275,3.818431146,0.373530623,1.921439461,12.67210166,1.664542298,3.35,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,157.0024169,208.2633041
31.12.1991,5.876933915,2.590857285,0.22065921,1.251574461,9.153493459,0.614513787,2.55,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,185.3218516,215.2054012
31.01.1992,1.923694115,2.548180493,0.206513261,1.123187081,9.483502821,0.425357737,1,0.125,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,0,0,0,0,0,0,145.3391244,368.9235449
29.02.1992,1.246171559,0.015043624,0,0.763078683,7.040758869,0.277339088,0.7,0.1,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0,0,0,280.6125113,435.4857553
31.03.1992,1.277172763,0.306863729,0.03174908,1.570446982,17.71151625,0.821103664,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,240.6402572,582.8893015
30.04.1992,11.95322381,1.928090963,0.264013907,1.748550718,25.70085139,2.941337672,0.4,0.38,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,6.49901E-14,0,0,0,0,0,136.9039538,546.2448947
31.05.1992,12.1208135,3.217224332,0.519145443,1.941514946,27.74822073,3.721900323,1.425,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,141.3839823,386.7498937
30.06.1992,13.61971354,2.482602242,1.043905422,1.751381757,19.3657499,1.606681311,1.2875,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,9.62376E-14,0,0,0,0,0,281.9666067,422.4769883
31.07.1992,13.49747845,2.576706406,2.250137459,1.643085635,7.775303969,1.699680388,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,269.0362711,245.9490299
31.08.1992,18.62957584,2.896951309,1.601346801,1.594129689,10.43776811,4.048476035,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,235.0803587,184.4617724
30.09.1992,18.65426279,7.338524639,2.37349309,1.326361187,35.04046448,2.295427994,3.2,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,257.5250714,178.5114035
31.10.1992,17.51312899,5.755707358,1.955018049,6.004474957,17.41536355,1.797738896,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,227.3580062,184.4617724
30.11.1992,13.82966852,3.991684261,0.403674472,2.026145308,12.7681254,1.571465532,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,106.2117803,208.2633041
31.12.1992,4.837367038,1.729512093,0.152762902,0.952026934,7.202828054,0.537196468,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,243.5985122,215.2054012
31.01.1993,0.875966752,0.950942429,0.093083685,0.472299018,4.831525043,0.289296904,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,392.4400108,220.5900867,261.2291784,2.220472021,0,0,511.9848497,368.9235449
28.02.1993,1.064502481,0.014985487,0,0.92533893,7.73664646,0.305689195,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,273.3842091,159.9530569,51.40507728,3.054586605,0,0,441.2535369,692.7234027
31.03.1993,1.397172199,0.382386736,0.039849095,1.514199784,16.67040191,0.782854326,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,197.1387325,92.37500774,58.05836438,1.473028268,0,0,431.891344,814.2103284
30.04.1993,3.156119492,2.048695509,0.273772811,1.639375867,23.71258914,3.126944311,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,5.34906E-14,0,0,0,0,0,315.0211201,659.7483954
31.05.1993,2.239442185,2.52161085,0.496360441,1.67406086,31.41306326,4.370021561,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,346.281422,684.0457395
30.06.1993,5.040507175,2.334455416,1.002981357,1.676464782,24.54997182,2.307194986,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,5.63883E-15,0,0,0,0,0,286.1543823,524.2036752
31.07.1993,13.93007939,2.54858573,2.266151632,1.932979903,10.64736752,2.299794375,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,488.0207936,491.8980598
31.08.1993,9.680412045,2.725584698,1.516371211,1.604972123,13.38304725,5.361342317,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,457.0915515,245.9490299
30.09.1993,19.57171701,7.349529291,2.247529937,1.410655011,46.67585329,2.92331595,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,2.81941E-15,0,0,0,0,0,450.8855727,715.9051078
31.10.1993,19.59862367,5.869119522,1.985835972,5.780439009,24.20664424,2.234346698,4,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,326.2676912,403.5101272
30.11.1993,14.44974978,3.657444508,0.375500761,1.603156784,15.77465036,2.321597773,3.35,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,299.4623946,613.6329495
31.12.1993,7.090017228,2.54849398,0.233929226,1.201367378,11.97207582,0.803458106,2.55,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,250.6079284,276.6926587
31.01.1994,2.863194856,2.651873541,0.221776284,1.091215567,12.48130821,0.611592787,1,0.125,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,5.59223E-14,0,0,0,0,0,165.6731598,368.9235449
28.02.1994,2.293273034,0.024268368,0,1.046877454,11.76648034,0.451382242,0.7,0.1,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,1.4416E-14,0,0,0,0,0,216.4706115,422.6257406
31.03.1994,1.694131165,0.502151823,0.051539878,2.493755376,21.50126134,0.924564757,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,5.59223E-14,0,0,0,0,0,170.5133812,474.2328753
30.04.1994,3.492818052,2.478920924,0.294016148,1.47549852,24.19128599,2.991126799,0.4,0.38,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,145.6833134,430.9314966
31.05.1994,2.289569834,2.717574258,0.501240422,1.477724449,22.65203877,3.158361647,1.425,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,165.3833179,245.9490299
30.06.1994,14.13007452,2.615520057,1.055973103,2.093779249,19.99944217,1.780600998,1.2875,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,327.6344204,238.0152047
31.07.1994,13.61293348,2.678353575,2.265110721,2.161303975,8.468280331,1.804210276,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,327.0096993,245.9490299
31.08.1994,18.60924456,2.882983954,1.562869043,1.781735445,10.50133942,4.195344303,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,267.2801604,184.4617724
30.09.1994,18.90381992,7.325626109,2.376212483,1.41140441,34.87167003,2.193792816,3.2,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,243.5666212,178.5114035
31.10.1994,18.26140669,5.904652962,1.973871431,6.171710707,17.76255466,1.966678093,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,116.531945,184.4617724
30.11.1994,10.6402359,2.675537174,0.293872495,1.341292326,10.39303184,1.363371048,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,190.1813393,208.2633041
31.12.1994,5.14693385,1.896567237,0.180477221,1.405536351,9.239407172,0.625236298,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,264.8897425,215.2054012
31.01.1995,0.088309255,0.108799975,0.027885384,0.293326344,3.745481217,0.277287263,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,1766.168969,939.0247532,2666.105804,139.495179,0,0,666.1287156,368.9235449
28.02.1995,2.762273664,0.033405191,0,1.599209324,11.06146415,0.393732679,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,277.28071,158.2270219,168.2870463,1.091791212,0,0,469.035394,744.2933955
31.03.1995,0.894036591,0.26500455,0.030266746,1.15373269,14.07791043,0.734184125,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,2298.474938,1166.058656,5387.875663,330.4073926,11,0,739.4065848,662.2276625
30.04.1995,3.175437142,2.118102965,0.275606074,1.384443687,23.22761243,2.923887657,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,61.49903194,0,0,0.300934873,4,0,505.5918401,238.0152047
31.05.1995,2.345365083,2.50111893,0.493324962,1.356330596,31.3813692,3.997277166,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,137.0489201,15.1969154,227.6586212,37.05799599,0,0,576.3439572,544.4597655
30.06.1995,4.921008063,2.316325526,0.982020428,1.670221081,24.97616898,2.151135146,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,2.17434E-14,0,0,0,2,0,416.6469419,843.8382803
31.07.1995,4.71324888,2.532173008,2.259665331,1.986605034,10.89158782,2.370347268,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,476.9591443,491.8980598
31.08.1995,9.971094734,2.841655295,1.54909399,1.709972172,14.01100326,5.588180074,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,459.7305624,245.9490299
30.09.1995,19.38138401,7.401589703,2.398840413,1.43195892,47.85336336,3.026455951,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,482.95807,836.7722039
31.10.1995,21.63402804,6.465625842,2.025191931,6.290272967,26.41581572,2.974444094,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,282.0072802,730.1611826
30.11.1995,17.24492924,4.433104261,0.451351316,2.194914499,18.39063102,2.08656651,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,285.7754158,715.1129932
31.12.1995,5.551063467,1.824038232,0.197987742,1.007204842,9.887338326,0.760170412,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,282.883769,276.6926587
31.01.1996,2.315319635,1.92577798,0.190509238,1.007872704,11.70413929,0.577384023,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,28.4737456,0,56.75875879,1.478850705,0,0,422.1998062,368.9235449
29.02.1996,1.684216788,0.018046915,0,0.807179254,9.929512112,0.389888434,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,1130.559431,649.8581158,2173.059567,62.40305453,0,0,614.7088119,789.2461133
31.03.1996,1.344053177,0.363682688,0.037749966,1.69659781,18.72262911,0.887644719,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,274.6006471,153.9211183,329.4283404,1.854548383,0,0,562.6616999,454.2123168
30.04.1996,2.99596265,1.952837553,0.267559409,1.587189707,24.24222694,2.940227829,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,335.7926572,238.0152047
31.05.1996,2.39501009,2.658315361,0.493842691,1.644092056,32.77569698,4.433906397,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,2.23689E-13,0,79.53636167,24.80576333,0,0,437.8396514,610.4097682
30.06.1996,5.788255899,2.602943668,1.084689427,1.982590421,27.0835404,2.321402977,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,342.2947816,356.2790095
31.07.1996,14.24174751,2.659731482,2.273652933,2.162365125,11.42553036,2.243853815,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,478.4129135,491.8980598
31.08.1996,19.45994206,2.910052409,1.583963804,1.731970374,14.28892493,5.485182409,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,352.2709674,245.9490299
30.09.1996,19.1904422,7.0972423,2.367447676,1.397141756,46.73465506,3.103067288,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,464.2546748,1273.753244
31.10.1996,19.46507974,5.76228758,1.962796255,5.620546091,22.78969148,2.433166877,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,316.8461569,470.7618151
30.11.1996,14.25458873,3.922919819,0.387872711,1.192048481,14.05983162,1.966910141,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,277.2047048,939.0443622
31.12.1996,5.047875605,1.822820078,0.163667096,0.640069609,8.908983868,0.786631151,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,832.4168252,476.5070704,1110.336416,56.71208631,0,0,587.0141923,276.6926587
31.01.1997,1.739188001,1.762397796,0.145946899,0.593163228,7.047303691,0.420913473,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,1690.45102,903.9073989,6565.635762,1514.965013,0,0,746.7100701,368.9235449
28.02.1997,3.355684963,0.032815737,0,1.611351072,16.02473901,0.570938389,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,79.0020162,1.634018641,0,0,457.5936954,222.1475244
31.03.1997,1.65752006,0.582683532,0.06285056,2.937525412,22.83592359,0.91012889,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,250.1093395,391.7333498
30.04.1997,12.30087684,2.848264432,0.321027115,1.861132535,25.88745276,3.076069141,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,160.2769672,329.3783228
