date,gw_01,gw_02,gw_03,gw_04,gw_05,gw_06,gw_07,gw_08,gw_09,gw_10,gw_11,gw_12,gw_13,gw_14,gw_15,gw_16,gw_17,gw_18,gw_19,gw_20,gw_21,gw_vc,gw_sd,gw_ew,gw_av,gw_ch,gw_im,gw_mj,gw_ow,gw_sc,gw_mwd,gw_sbv
31.08.1922,-48.73324871,32.79394885,51.24173873,51.24537566,34.98833097,55.73610976,16.10996278,41.27649151,22.55282109,30.90974643,18.33086983,8.330419042,221.4304167,35.6962887,158.8557638,-2.013216367,26.62112514,117.3230807,19.82677962,81.47842925,111.4977748,31.47,20.32,20.38,0,0,2.17,0,5.6,0,118.71,23.65
30.09.1922,-47.69516542,28.73707975,58.371888,60.05243223,-4.636070332,39.58957816,16.36735646,43.72295582,9.391287394,36.5471443,48.87776337,32.9867272,202.7940893,50.83790334,114.2636414,-2.55742128,15.78116609,97.51208258,24.07979015,69.44783161,93.69358004,26.1,19.29,19.13,0,0,0,0,4.96,1.08,110.57,20.17
31.10.1922,-43.6932707,0.723307497,39.50726495,36.85409615,35.34736558,29.61646911,22.93649125,35.51675272,10.18323721,32.13172167,44.12946218,58.16430724,150.3848218,27.95360652,73.274819,5.352213837,-1.63816932,56.57954388,18.89178036,51.39779365,74.92246364,22.19,17.89,17.7,0,0,0,3.76,5.85,5.22,100.29,16.42
30.11.1922,-44.02895851,25.55873212,61.23901677,44.7587156,33.02127625,41.69783638,40.0595289,91.86737535,22.85854981,27.05053973,31.80756879,42.68465129,122.6517065,31.05438292,93.5840108,23.74787906,14.32784201,61.68369854,13.79702349,47.43906044,71.45812849,15.43,11.77,10.53,0.14,0.43,5.75,3.51,4.9,13.59,65.81,12.92
31.12.1922,-20.87084865,139.7451642,117.8983742,171.321784,122.3220856,138.7114118,91.91714272,211.7009526,65.21473441,59.83974918,81.04327173,76.68618289,180.3631646,45.48376,125.7278401,29.26303851,24.40275858,87.33342055,18.41587285,48.74848869,68.41725926,11.73,9.59,9.56,0.14,0.57,7.46,2.11,5.06,20.21,60.46,11.2
31.01.1923,-44.3126135,62.725793,74.65760696,9.061949837,93.33587074,76.09171071,45.38317861,135.9322221,6.340651905,45.02554187,90.58970184,80.62281035,146.7656499,41.00325619,122.1063684,22.60316543,18.26642783,77.11011021,14.92573232,47.61129037,58.41674455,4.26,9.85,8.51,1.37,0.43,1.18,8.42,5.03,20.56,69.56,9.88
28.02.1923,-35.04756119,33.38954841,36.07879343,-114.749852,41.99795808,35.42339196,0.417899831,68.39561451,-12.83196328,57.42568634,64.19049826,62.75679356,123.5878016,37.92923452,117.3951477,14.6073373,12.70796989,73.54681707,10.81771436,53.24116414,61.21784166,0,3.33,3.36,3.83,4.87,0.26,3.06,5.4,22.87,57.98,10.08
31.03.1923,-35.20605707,29.93881718,37.17394215,-37.98417402,63.06010355,28.57362494,2.657740725,54.36597345,-37.99406463,41.76323328,68.34026047,53.51756792,142.162854,37.00045852,112.0733849,13.14924387,21.95021638,78.07288623,13.58165584,53.57775733,63.01122475,0,4.22,3.23,5.47,0.14,0,1.55,7.09,18.03,68.42,10.69
30.04.1923,-24.54541346,85.05878021,54.90988506,71.69697063,43.16510107,80.97911269,56.6411799,119.7620181,50.66640153,55.63749987,65.3676085,66.31651003,289.3757176,35.01758759,138.9523554,30.00419725,14.21775532,90.09717549,13.47196618,48.54318388,71.99858372,0,5.14,4.43,0.27,0.35,3.79,11.83,8.25,9.23,84.67,14.64
31.05.1923,-15.55204521,83.42167584,40.45455689,11.10946341,59.45850323,57.98414539,35.67739617,105.9799382,31.00163433,33.19916439,40.45834192,46.31570772,232.7488078,38.53492065,180.4402023,6.627378405,42.63576407,107.783482,12.95411844,49.51752868,83.66205632,4.88,8.14,6.76,0,0,2.62,0,9.13,2.31,95.62,17.69
30.06.1923,-27.97526467,41.75260061,43.41513092,27.89894816,47.7780517,46.68624843,19.75597534,72.03892354,12.72809053,15.31182658,10.75718232,18.30417099,203.8383145,28.52320477,159.1046997,4.996470219,61.47266056,86.29732867,9.153370068,52.33439157,94.4565919,18.62,13.49,12.8,0,0,0,0,8.42,0.5,104.64,22.83
31.07.1923,-23.28449787,62.31396571,52.45828533,64.13619565,101.314362,72.07581375,29.92556134,56.31450742,42.40631233,13.86547,37.55949837,38.48501444,240.0232637,41.46386585,215.4624394,-4.474555392,53.38014524,101.9384676,10.61113966,55.58461878,89.53048615,30.39,18.74,18.42,0.27,0.14,0.65,0,8.03,0.22,113.96,24.8
31.08.1923,-39.34532641,16.89067388,50.49038132,52.4893128,74.95370419,58.36180036,20.59857787,47.73655732,26.16513619,17.32829643,50.90158502,46.67710638,241.5461806,42.91799113,159.7178031,-0.386782379,34.69131148,109.7575769,12.16953982,57.85556665,84.63410194,31.47,21.06,20.87,0,3.01,1.44,0,7.41,1.66,115.89,23.65
30.09.1923,-43.01432487,12.72540616,54.07952576,49.82569433,22.53660554,34.77763587,23.55818323,44.87082204,13.89667411,20.3427721,47.17126612,49.19681548,195.8151265,34.44729246,111.7707623,-0.289551489,18.12788089,76.28088442,14.16409066,51.06180492,69.45014834,26.1,20,19.61,0,0.43,2.62,4.56,6.84,2.14,107.95,20.17
31.10.1923,-24.1865653,25.61805256,38.43591228,23.9622435,32.04884149,30.71205296,20.63597189,41.22725681,7.280088553,25.11742446,61.96595447,101.1018321,209.9992048,26.77258358,74.94477914,10.81550777,-2.8334738,52.09472348,15.02299505,37.55625933,63.24515915,22.19,18.54,18.13,0,0,0.04,2.71,3.69,7.86,97.91,16.42
30.11.1923,-24.10613368,14.06692071,42.01142535,42.26933337,14.17876622,18.83939078,25.07921507,53.0800054,10.79391845,10.13040095,41.11335279,60.57820065,121.423884,24.25846758,76.05480633,13.43265402,1.647847611,58.61729892,12.25592337,30.69515726,55.20440683,15.43,12.11,10.7,8.88,11.31,1.21,4.01,2.7,6.15,64.24,12.92
31.12.1923,-32.23509378,2.835937102,43.10273242,23.60884405,25.00938113,19.35542382,22.77283009,53.76802611,2.049924459,5.974131136,42.94607434,38.97797206,95.06717285,28.28906219,77.55405263,12.95118748,4.756342248,50.76179359,12.49513151,31.80682117,53.2946966,11.73,9.9,9.71,16.95,2.72,0.04,7.62,2.69,15.55,59.02,11.2
31.01.1924,-30.71007675,8.329757913,59.58546057,27.12891111,33.2680291,28.41891227,22.07765885,54.19381786,6.427753863,0.855313533,43.3730305,35.45605378,91.5422985,29.7323131,73.9271491,13.98211323,6.30881892,50.48577539,9.393241167,30.84788079,53.26291871,4.26,5.65,4.26,0,0,0,0.5,2.69,16.53,68.83,9.88
29.02.1924,-20.71433532,48.16800589,62.67049736,30.62834083,41.74588997,35.57176212,25.04846929,62.96477482,7.92336135,5.310606301,48.08237398,51.08362955,99.92183351,32.05822198,104.6044447,7.250992632,6.623708009,66.88360129,9.119928422,31.21985262,52.3523965,0,0,0,0,0,0.13,6.52,3.09,11.53,57.37,10.08
31.03.1924,2.66738689,67.64267014,47.51270288,25.31587295,63.34875104,32.05649993,21.05588348,61.58893015,2.79772573,5.674075432,41.55265083,52.15312171,151.610741,30.11776553,97.00585869,31.51652759,6.653656652,65.71757848,6.188959303,35.63203508,59.61985772,0,0.07,0,0.55,0.43,2.81,13.69,4.68,8.63,67.7,10.69
30.04.1924,-33.74717216,20.6241258,47.2130407,16.76075744,46.07356058,64.18509742,25.44742743,67.56331237,7.674705511,18.89276644,56.9772138,88.17016576,141.5880253,36.95038486,108.1672609,11.87721342,12.0143585,67.67122062,13.77721439,34.00408487,61.29301528,0,0.02,0,7.52,3.87,0.13,11.38,5.2,4.62,83.78,14.64
31.05.1924,-12.48019244,35.01691407,35.52919187,21.77463502,26.00740981,50.27079696,20.41615645,52.40586112,1.950532002,25.27780715,59.05576031,71.17440041,174.5673404,75.0032905,138.5174446,2.258963984,27.4214072,124.0098532,16.59682203,46.37508675,74.43400936,4.88,2.34,0.92,5.74,7.31,0,1.65,5.33,9.69,94.61,17.69
30.06.1924,-13.20749421,57.56240637,47.98960558,76.06198817,68.29947869,64.0197806,23.88619092,52.86664905,18.97805785,27.2338774,60.86707972,58.02566463,203.5249668,103.5009205,155.9707279,-4.201094876,27.9912377,145.7467701,20.92813048,58.85981771,85.56841041,18.62,7.16,6.4,0,0,0,0,5.06,0.8,103.54,22.83
31.07.1924,-17.13782979,59.78850202,48.14672266,89.86970413,65.38427678,65.36241014,26.80401332,61.60007273,20.68345671,26.20118498,71.57330056,61.06323569,222.6917828,104.3444118,148.5225619,5.17329258,60.6808225,148.4477879,26.86174373,64.88499455,102.94639,30.39,11.83,11.46,0,0,0,0,5.1,0.31,112.76,24.8
31.08.1924,-36.04783154,1.122283594,35.83511833,55.01859946,53.91065285,49.6345362,27.49906321,56.63162393,20.70665901,21.60500171,71.09946219,63.52196727,200.425657,78.90693213,120.4559657,10.80691571,51.1733835,131.6302469,26.66835553,63.78045687,98.90740504,31.47,14.04,13.78,0,0,0,0,5.08,0.95,114.68,23.65
30.09.1924,-37.48737937,-8.338908644,46.18570822,45.56684072,29.04671675,21.84541971,25.85252859,42.98135239,1.0102099,14.58546153,62.23600898,52.72580105,158.9002879,32.50922546,88.9574021,9.644654938,22.63997721,76.41879071,20.30780967,51.68902024,77.79580445,26.1,13.47,13.01,0,0.72,0,0,4.58,3.04,106.81,20.17
31.10.1924,-21.03003213,6.280063559,50.48899706,58.49299765,30.43325226,31.57399388,29.97261048,42.50290993,21.03295817,2.042632155,53.13748609,32.37912191,78.62080032,23.90837607,51.18446749,3.281311572,1.830293639,53.31747346,11.17107276,29.90425937,48.35958675,22.19,12.62,12.15,0,0,0.33,4.91,3.82,3.77,96.89,16.42
30.11.1924,-16.1147796,28.77797856,42.28767852,42.22242195,34.82840229,30.45920121,27.72251533,62.57847957,11.5113212,-1.711311115,48.42955863,34.56401495,67.73741772,22.91998139,63.70332323,4.461526831,4.871259763,68.08903485,8.293198284,27.411729,49.86955726,15.43,8.2,6.75,0,0,1.79,2.86,2.9,13.35,63.57,12.92
31.12.1924,-15.55971741,77.62389936,73.66924078,82.33918175,75.47395648,103.1416543,54.72188273,126.8664306,52.39310816,6.449546925,64.13170933,45.98635117,82.03649703,26.03209329,83.04093722,9.628868625,10.25195725,79.20178604,8.129383427,31.27924831,47.98958829,11.73,6.31,6.08,3.01,5.02,6.83,13.79,2.95,18.4,58.4,11.2
31.01.1925,-20.04166945,58.01059697,41.31698505,2.453267622,60.81240613,52.66896093,34.02255303,109.0171935,5.258059033,4.950622436,68.22682855,50.58389212,66.37388125,26.90232266,73.61850289,3.635293501,9.491273048,66.64375229,8.017046787,29.73310655,46.23740959,4.26,10.15,8.81,0,0.86,1.63,7.62,2.94,19.2,71.46,9.88
28.02.1925,25.6787684,305.8737434,129.3132439,292.872244,128.8832506,172.2346608,108.7090565,229.3193725,73.28367121,20.79835224,73.11171567,52.14954818,90.60272813,28.95584501,90.97077051,14.08967242,14.66014493,82.6184387,7.34716849,31.77735416,43.38246134,0,3.57,3.61,0,0,0.38,6.67,3.43,17.33,59.57,10.08
31.03.1925,-37.54688798,33.54151329,50.75594295,-60.90331232,74.99881689,63.03881111,44.23634665,110.0291496,0.396300753,18.21284406,77.11125057,50.29107633,159.2657194,27.86972474,86.67069277,50.78822969,23.52591245,88.99605485,8.565387942,35.71139676,52.2461752,0,4.51,3.52,1.37,1.58,0,16.65,5.06,16.69,70.29,10.69
30.04.1925,-14.33218401,42.80937936,33.88431253,-49.52733879,54.78393008,68.41433033,49.23620655,113.5378899,13.58594457,26.66822322,89.98671103,66.02379808,219.3061077,27.08733322,113.2970928,56.95342833,20.00061664,83.75482607,10.74327023,31.5147405,58.39672334,0,5.5,4.79,0,0.43,1.84,7.37,5.72,4.62,86.98,14.64
31.05.1925,-17.71822627,28.89286297,27.90103803,-49.34007011,46.95065609,70.93312832,37.52524457,94.66781964,20.5356123,25.38360626,96.68314015,75.17589498,146.8637159,23.71778997,132.2325862,9.911893269,15.98475046,98.6451589,8.228274325,32.9549468,66.6751734,4.88,8.54,7.17,0,0.43,0.11,1.4,6.21,2.83,98.23,17.69
30.06.1925,-7.525545139,40.76630679,25.0507619,-6.189412048,62.74598235,68.14846666,23.19680075,67.06005892,17.30628758,19.16047152,44.89700054,42.23744344,171.9502739,25.95208111,130.308691,5.02303775,35.28842775,126.443484,6.812134701,33.41574909,76.89065574,18.62,13.93,13.25,0,4.59,0.05,1.91,6.15,0.72,107.5,22.83
31.07.1925,-0.976665656,77.67373432,44.22568253,67.5099051,71.87965973,72.03629716,24.56340742,39.60396021,17.53420246,18.72568416,41.6644313,37.90969614,209.0748293,43.07476206,137.6577269,-9.152616832,29.01495677,133.8385884,9.0187168,42.05649988,88.3197211,30.39,19.22,18.9,0,1,2.33,0,5.84,0.11,117.07,24.8
31.08.1925,-30.82042584,7.893439235,39.48186591,41.14863999,24.74387814,48.01687495,17.5250146,38.98002337,-3.868221244,17.58952422,51.18528147,48.250364,201.5444437,37.72909753,112.8437589,-13.11581313,26.78165476,128.6763375,12.99891676,50.48220443,85.28426234,31.47,21.55,21.36,0,0.14,1.68,0,5.49,0.18,119.06,23.65
30.09.1925,-30.33109399,-2.364434812,48.89444245,44.7072931,30.41490525,35.81438578,23.97074813,40.4889639,25.94920144,18.02756438,46.72666702,49.32056627,153.4642126,26.10109744,89.81699389,-1.767842955,16.87548051,78.71483569,14.34243715,44.04236643,68.60973106,26.1,20.46,20.07,0,0,0,0,4.85,1.18,110.9,20.17
31.10.1925,-18.33786338,20.38565972,29.94442621,15.76203253,33.43550607,28.49919326,21.5972092,42.79821767,17.54634518,16.90695477,70.21825937,50.40350361,107.3920168,22.21940026,57.30347716,6.918760524,10.37647,57.27432569,9.631330354,29.62170135,57.14116299,22.19,18.95,18.55,26.24,39.29,1.33,2.26,3.86,3.77,100.59,16.42
30.11.1925,-9.115077545,34.01711692,32.23415814,47.68695278,27.25412909,25.1393543,25.29307261,52.09103091,18.74363457,8.800889835,38.89042634,57.16500306,104.4174509,20.90298685,70.1259507,18.07204219,14.14403112,61.23040675,7.932442193,28.69946433,42.63643946,15.43,12.38,10.97,9.16,0.57,1.28,2.76,2.87,13.35,66,12.92
31.12.1925,-19.03322267,22.54772646,47.29246619,33.15733847,46.35411573,33.24727494,25.60782702,57.84698471,20.22638539,12.46108443,50.11070125,59.9101661,100.7806546,23.80792307,82.29230109,14.39764971,10.17563021,59.33132264,9.367603962,29.19715884,41.99928807,11.73,10.14,9.96,5.88,2.44,0.69,5.01,2.89,18.4,60.63,11.2
31.01.1926,-11.91815767,51.83247886,89.21099498,81.81123357,70.87015455,76.59743415,40.92067445,66.93337136,25.6061095,18.94535752,56.42421085,62.08644814,101.9503787,26.60797622,95.13520683,15.78959557,8.579330375,57.93866124,10.14409231,28.52940141,42.47781853,4.26,7.21,5.93,1.37,2.72,3.25,1.75,2.87,19.2,75.3,9.88
28.02.1926,7.361919955,170.8173589,120.4105625,210.4558132,107.474888,141.3826228,88.78728694,145.2761099,51.64835896,45.62126316,62.15514774,62.51959741,128.8049258,40.36998063,116.2949492,22.36757774,16.01477159,73.46367212,8.429269907,31.02751388,40.9945811,0,1.14,1.29,0,1.43,2.18,3.81,3.3,17.33,62.77,10.08
31.03.1926,-1.467986224,41.66004311,54.31280286,-57.93834013,78.98641363,39.98215907,38.45850261,77.67318056,-3.029390013,29.48202004,69.48065274,63.14044123,163.4027901,30.05930404,111.0703281,31.20525408,16.9278382,76.71657574,8.06391703,31.41460527,41.71310474,0,1.64,0.71,0,0.29,1.12,1.7,4.97,16.69,74.07,10.69
30.04.1926,-25.92269318,24.08962476,49.82645266,10.01265057,45.15005839,95.58352154,65.67681303,98.55866652,26.69115181,43.69249768,52.0217258,56.54460131,192.7578984,31.52849428,139.7524665,28.72834056,10.76066798,85.42612824,15.31536986,31.02343102,69.32458612,0,1.94,1.33,27.2,31.11,0.96,21.26,5.8,4.62,91.65,14.64
31.05.1926,-1.29343941,24.16651046,22.35615438,-73.37199277,67.72604884,43.78782467,41.12491561,74.11205984,12.90992215,28.91063149,75.72548104,61.39036267,150.9974517,24.95691407,159.602923,0.859697342,28.17589768,105.3623386,7.365042627,28.86443459,66.25986778,4.88,4.54,3.25,0,0,0,2.51,6.15,2.83,103.51,17.69
30.06.1926,-12.75258713,23.01198015,20.40519084,-14.01115461,40.42119549,52.84004994,30.45732501,54.79507743,12.35102847,22.67601819,48.197953,44.26177264,198.4892356,21.26974876,144.5300032,-2.62263421,37.91697884,118.7662548,5.848049082,32.06636757,66.78079728,18.62,9.56,8.98,0,0.29,2.45,0,5.63,0.72,113.28,22.83
31.07.1926,-4.238398398,64.87485586,40.98172823,60.65272099,95.11815755,76.54566459,30.4744983,63.96579708,34.45337382,24.09293826,55.36772037,46.97421628,228.0056709,30.05965046,150.7254082,-10.96536442,48.18501106,121.7761985,10.74694132,41.7698766,69.47933495,30.39,14.45,14.22,0,0,0.05,0,5.4,0.11,123.36,24.8
31.08.1926,-25.5447229,7.27900272,37.54796044,41.211851,17.14485305,47.48361774,21.72277754,52.98364202,12.02566587,23.23672999,60.76642762,49.15710346,216.5774965,35.67338115,117.86715,4.152488833,35.22540189,122.1652241,14.68944381,50.54076605,73.85175185,31.47,16.69,16.61,0,2.87,0.16,0,5.3,0.18,125.46,23.65
30.09.1926,-31.33726101,-0.569992859,48.48578383,38.08782495,-2.306446048,13.36086858,19.22121481,43.27243789,-9.267265453,23.32815911,52.81673368,49.44742003,172.7268717,26.99907915,97.57907965,9.146180206,25.35913509,72.8140483,13.52833786,43.74240693,60.39197555,26.1,15.91,15.62,0.55,1.43,0,0,4.78,1.18,116.86,20.17
31.10.1926,-16.08666467,3.450907007,20.78676451,18.94844143,18.5033291,17.36209168,19.46636322,55.74694925,26.1747055,18.80945089,67.33715044,47.70547718,126.3829968,22.05030338,66.13288334,2.8199448,-1.097265928,55.64775787,10.45344842,29.25867833,59.58363134,22.19,14.83,14.52,0,0,5.87,0,4.49,8.96,105.99,16.42
30.11.1926,13.04074929,162.7596529,92.96433982,175.6832367,76.75636106,112.1004317,66.76954855,151.4021918,71.66355579,31.70275229,57.32847233,58.33138374,165.0971362,30.97889838,116.6551481,33.56532511,20.3205543,97.53090471,11.69490147,32.03346033,64.48305809,15.43,9.74,8.4,0,0.14,26.72,6.92,3.78,19.52,69.54,12.92
31.12.1926,16.45780517,136.1504802,86.11016224,110.8602222,56.48038189,69.2060836,51.99117591,107.8846268,27.96564665,20.06591593,64.31450662,62.80113075,127.7373072,26.17032307,105.2166008,19.78859705,26.14585449,85.69657646,9.394480797,30.86309425,48.40531485,11.73,7.72,7.61,56.03,48.46,1.25,8.92,3.77,31.49,63.89,11.2
31.01.1927,-2.601422913,88.09790818,53.74075164,-55.05187421,100.3033708,31.13377838,26.2875107,100.312822,-53.62437912,15.43029987,67.33657643,61.2020794,121.7855401,29.78931408,113.4138323,19.35381339,19.99409254,81.77514688,10.55694646,30.19924861,39.2457151,4.26,10.06,8.84,4.1,1,0,7.42,3.67,33.75,69.56,9.88
28.02.1927,86.63760489,220.0352819,154.6799559,392.6432139,232.7701756,256.5948718,169.903242,212.3134718,194.0602412,82.73894348,77.2761825,68.83804544,199.1652465,58.33962382,147.3449661,39.22718022,28.2087621,126.4357674,20.50195628,40.5009622,62.29126173,0,3.51,3.72,10.11,45.16,9.23,13.24,4.8,24.26,57.98,10.08
31.03.1927,-97.68263062,-64.40331097,13.33937693,-266.5168129,97.71312185,43.20660188,35.38545727,94.34662696,-26.53175921,57.48415023,81.03293448,62.54027742,189.3875771,42.18867304,147.7003601,38.39540944,29.47424571,145.1622172,12.36903266,41.5657971,48.24258451,0,4.44,3.58,1.37,4.01,1.6,7.17,6.35,28.32,68.42,10.69
30.04.1927,17.2101032,63.7467378,53.65022762,77.75252362,36.89669154,80.64237279,92.7813098,122.8687216,14.30302175,53.47831636,102.1881873,80.66672098,306.9521413,31.2876366,168.4609478,40.06012631,28.58261894,118.1551333,8.710445271,31.94941348,48.13948351,0,5.41,4.87,0,0,0.57,2.91,7.11,17.37,84.67,14.64
31.05.1927,-37.16923593,-19.54993483,6.026124276,-80.2533593,8.556076582,37.851369,48.91576651,93.51641426,13.54788368,27.35473207,81.66831207,65.18237536,169.8770916,22.91326733,161.3832163,8.813426269,32.12397075,84.58435643,5.065021405,32.31515575,54.42025637,4.88,8.45,7.25,0,0,0,1.1,8.25,2.06,95.62,17.69
30.06.1927,-11.64542338,15.26812928,23.54313301,-14.70318965,-2.504061245,31.57092959,33.39372975,86.06924285,11.87261852,18.75278721,37.80073284,43.10136358,159.0278163,17.21934373,144.3645382,4.808129806,76.78666138,80.68029884,1.969778645,34.37344488,66.27628635,18.62,13.84,13.36,0,0,0,0,7.93,0.59,104.64,22.83
31.07.1927,7.061089022,75.82101334,41.46205725,72.54199973,61.43406772,67.02228013,31.64555902,38.59771137,30.60793793,15.60052735,44.10937937,47.51916556,190.8410032,21.7276807,168.4442558,-6.939158273,100.3448353,88.39149661,2.452462241,38.87347928,64.49073535,30.39,19.11,18.99,0.82,8.17,0.57,0,6.88,0.17,113.96,24.8
31.08.1927,-24.65322193,8.317086335,36.61511735,33.40846328,50.21939555,47.3695839,27.45768027,40.29414989,27.73108515,15.62667847,54.76221062,53.41532781,189.100384,25.27535065,135.4048563,-1.904912639,64.21668959,96.53803394,3.240483786,42.74260703,60.70929096,31.47,21.43,21.46,0.14,0.17,0,0,6.22,0.48,115.89,23.65
30.09.1927,-27.42166806,0.063647853,43.61657204,29.3697533,29.8551125,26.78160627,25.29860642,39.88079913,14.32188962,20.59641459,54.44545459,55.71928008,159.3692616,26.2279618,104.4160711,-1.947174179,33.73436043,69.37468518,5.888485908,40.36864667,54.11066581,26.1,20.33,20.14,0,0,2.28,0,5.57,1.81,107.95,20.17
31.10.1927,-20.11541199,-12.15130632,26.63618485,3.815806461,-8.190753506,12.84039789,19.34388917,40.34396648,4.144913042,20.03786909,66.05991726,93.36593237,147.0629783,23.25996432,78.57226083,7.276095632,1.770660715,56.28303246,4.400639384,25.70672608,42.85394256,22.19,18.84,18.62,8.06,10.04,1.36,8.27,3.82,9.87,97.91,16.42
30.11.1927,23.6553042,133.4141613,64.80221913,119.0073771,18.83812131,44.92119695,42.03232894,82.78178619,28.500447,20.38267287,48.87343593,73.23476768,151.4680982,24.30036515,90.73815014,16.95526928,5.614481113,70.78829791,5.258058843,25.35528943,43.38460282,15.43,12.35,11.09,0,7.17,2.68,7.27,2.97,16.89,64.24,12.92
31.12.1927,-15.45217655,51.53410352,68.47040601,40.66999839,43.44808412,55.03313276,47.46192797,91.67855206,21.50433334,17.72716414,53.5609279,49.94669233,109.584295,26.9890998,98.70896131,13.45720767,7.159837971,71.87601197,5.856620784,25.64318715,40.14664585,11.73,10.12,10.08,43.05,37.28,1.15,10.78,2.88,15.73,59.02,11.2
31.01.1928,-19.98427483,17.89443922,53.99867481,-5.006678716,40.15183806,50.26094953,33.5459869,74.59311622,11.36729528,9.095269519,55.20028722,44.10422864,94.00001082,27.78754407,94.19405446,12.96342363,8.086424913,69.90637899,6.263106994,25.26202135,39.48218822,4.26,10.12,8.8,0,0,0.05,2.01,2.88,36.36,71.46,9.88
29.02.1928,-0.585201411,55.0985635,62.31647112,4.106717579,44.52347624,60.21368713,38.72395052,80.63873259,17.4351606,15.43917541,53.83291429,51.70152272,109.5291555,30.42102049,110.7291851,11.4599333,7.303561335,64.53988917,7.483996641,27.39161476,36.64681413,0,3.55,3.6,2.32,8.46,0.31,5.01,3.26,36.76,59.57,10.08
31.03.1928,61.36778939,191.0446916,111.194367,272.976322,245.632761,161.556122,128.4461387,190.807818,85.03518611,38.6976056,129.4569034,132.4002503,157.8201787,31.38164942,102.7157611,35.00732989,15.6492567,77.41647308,7.339667511,32.67541864,38.29845959,0,4.48,3.52,0.82,0.57,1.78,4.26,4.99,22.68,70.29,10.69
