date,c148,c146,d94,sr_scagg,d77,d43a,d74,sr_ll_enr,sr_hth,sr_dnp,sr_cr3,c116,sr_gnt,sr_crw,sr_pnf,sr_trm,sr_isb,sr_scc,sr_par,sr_rll_cmb,sr_ber,sr_clk_inv,sr_buc,sr_hid,sr_mcr,sr_mil,sr_nml,c23,c37,sr_nhg,c77,c86,c87,sr_blb,sr_sha,sr_whi,sr_cle,c29,c28,sr_fol,d17,c27,sr_bul,d76b,d75,c38,c2,sr_lvq
30.06.1965,0,0,3,0,0,11.8,38.1,127,271.8,78.2,0,57.4,40,20.1,456,105.1,154.9,12.6,169.3,9.5,1.9,4.1,1.9,5.8,238.1,318.5,225.5,11.1,20.6,3.8,332.2,8.4,0.3,9.1,284.3,4.9,97.3,3,1,176.7,145,47.5,116.2,2.5,39.3,1.6,14.4,0
31.07.1965,0,0,1.1,0,0,6.4,24,53.6,144.6,29.5,0,66.2,33.3,19.7,224.7,41.8,91.9,3.3,48.1,8,2.2,15.3,0.4,2,91.3,263.7,83.7,14.2,5.3,2.4,226,2.4,0,1.9,258.5,0.3,35.5,1.6,0.1,84.6,44.9,10.2,39.7,1.8,23.9,0.6,4.1,0
31.08.1965,0,0,0.8,1.5,0,5.7,21,16.1,53.8,17.4,0,46.5,18.4,18.3,108.5,17.2,50.7,2,22.5,4.3,0.7,18.2,0,0.7,33.1,215.7,37.7,14.3,2.7,1.6,201.3,1.4,0,2.4,226.8,0.8,25.1,0.9,0.3,62.7,24.3,7.8,24.6,1.8,20.3,0.3,1.9,0
30.09.1965,0,0,0.4,0,0,4.9,18.6,3.9,9.6,9.4,0,17.5,5,10.5,27,5.8,22,1.3,10,3.3,0,4.3,0,0.4,6,122.1,13.7,8.9,1.5,0.3,179,0.8,0,1.1,214.3,0.1,14,2.6,0,33.9,10.6,4.7,18.1,1.5,15.9,0.2,1.2,0
31.10.1965,0,0,0.4,2.3,0,5.1,19.9,0.8,3,3.7,4400,12.9,2.9,10.2,15.5,4.3,15.6,0.9,8.6,0.5,0,7.5,0.1,0.6,4.7,76.9,9.1,9.3,1.8,1,221.1,0.8,0.1,0.7,228.6,2,12,0.4,0,16.1,7.6,3.4,16.5,1.6,15.8,0.2,3.3,0
30.11.1965,0,0,3.2,36,0,14.6,51.2,36.1,24.4,70.4,0,12.9,4.3,12.4,67.5,16.2,28.4,4.3,29.5,11.6,24.7,41.6,6.4,5.3,66.9,140.6,44.6,9.1,10.2,8.2,279.7,24.7,3.1,35.6,500.3,52.5,102.1,1.8,4.1,33.4,27.6,12.2,38,6.4,33.6,1.9,34,0
31.12.1965,0,0,1.7,28.9,0,10.4,45.9,15,17.9,57.6,0,12.6,3.6,10.5,57,16.5,28.3,6,22.8,14.4,37.5,48.7,8.1,5.8,28,101.7,35.4,1.6,20.9,15,233.4,10.1,2.7,20.6,344.6,19.7,55.8,13,5.8,42.6,28.4,10.1,29.4,4.6,26.9,5.7,17.6,0
31.01.1966,0,0,3,10.8,0,27.9,124.8,11,16.1,52.3,0,11.9,3.2,9.9,50.3,15.8,27,6.9,23.9,22.9,125.9,189.2,8.3,7,40.8,89,39.5,1.7,24.2,14.8,298.3,53.2,6.5,114.1,718.6,51.6,95.7,12.4,8.7,57.4,49.6,19.1,54.1,16.1,51.9,6.9,81.3,0
28.02.1966,0,0,2.6,8.9,0,21.2,83.4,9.7,12.4,54,0,9.8,2,9,41.9,13.1,21.4,6.5,22.6,16.5,60.4,103.1,5.9,6.8,31.7,77.3,37.4,8.6,26.4,16.1,200.7,25.2,10.6,64.1,604.5,49.3,82.3,5.4,5.6,54.9,45.3,16,47.3,10.5,39.1,7.8,61.2,0
31.03.1966,0,0,6.8,3.3,0,24.4,74.6,43.4,42.7,61.1,0,11.3,3.7,13.1,101.6,28.1,37.8,8.5,71.6,23.5,19,53,3.5,6.2,58.6,144.9,99.5,10.4,35.7,6.9,350.4,51.6,3.8,45.2,890.7,53.8,217.5,1.9,6.2,97.8,119.2,44.1,110.5,9.1,45.6,3.1,67.4,0
30.04.1966,0,0,10.4,3.3,0,33.8,74.5,85.1,132,81.8,0,17.7,12.3,8.2,274.1,58.8,66.7,8.1,139.7,19.9,10.3,30.1,2,5.9,163,224.4,197.2,9.1,39.4,3.9,546.8,55.6,0.9,40,712.8,27.5,334.4,2.2,5,189.3,193.3,74.8,193.7,5.5,64.2,1.6,47.3,0
31.05.1966,0,0,8.3,0.5,0,15.7,41.5,91.5,209.9,53.6,0,33.2,29.1,11.4,368.6,62.6,81.6,4.3,128.5,9.9,4.3,8.7,0.9,5.4,184.9,204.4,154.3,8.2,13.1,1.8,321.2,18.3,0.1,18,395.3,7.9,266.2,0.9,2.6,146.6,122.6,54,128.9,2.3,41.2,0.7,18.3,0
30.06.1966,0,0,2.5,0.2,0,6.5,21.5,18.4,52.5,15.4,0,34.4,16.9,12.7,141.2,22.7,46.9,1.3,15.8,4.3,1.6,4.8,0.2,1.4,49,115.6,37,8,3.6,0.8,169,4.2,0,4.8,263.5,2.3,80.4,0.4,0.2,33.9,23.3,7.9,35.1,1.7,20.5,0.2,7.7,0
31.07.1966,0,0,1.1,1.9,0,4.7,15.5,1.3,10.7,10.3,0,26.1,8.1,8.7,48.4,5.3,21.2,0.4,3.8,3.7,0,16,0,0.4,13.1,74.2,13,8.3,3.4,0.7,174.2,1.4,0,0.6,226.9,0.1,35.9,0.2,0,11.3,7.4,4.5,17.4,1.4,15.4,0,3,0
31.08.1966,0,0,0.6,0,0,3.8,13.2,1.6,6.2,1.5,0,20.1,6,8.6,22.3,2.5,16.1,0.2,1.6,4.4,0,12.9,0,0,6,99.6,7.7,9.3,3,1.1,138.1,0.4,0,0.2,207.7,0.2,19.5,0.4,0,4.6,4.5,3.6,11.7,1.2,13.1,0,1.7,0
30.09.1966,0,0,0.5,1.7,0,3.4,13.6,0.9,3.1,5.8,0,10.7,2.3,8.6,9.1,1.7,9.6,0.2,3.2,4.2,0.2,6.8,0,0,1.9,106.5,7.8,8.2,1,0.7,89.7,0.4,0,0.5,205.9,0,15.7,0.3,0,4.8,5.6,3.4,8.4,1.3,12.6,0,1.2,0
31.10.1966,0,0,0.4,0,0,4,15.3,0,1.8,5.3,4400,9.5,1.7,7.4,6.8,1.7,9.5,0.3,2.4,6,0,1.3,0,0.2,1.9,36.8,3.1,2.7,0.5,0,65.5,0.4,0.5,0.9,212.7,0.7,14,1,0.1,9.3,9.6,1.2,10.7,1.3,12.7,0,1.9,0
30.11.1966,0,0,3.8,27.6,0,19.8,68.1,28.8,14.7,23.9,0,9.1,2.5,9.1,26.9,9.6,13.7,2.1,18.1,17,39.6,41.1,0.4,1.4,13.3,46.5,23.8,12.6,5,2.9,223.9,22.6,3.3,23.7,540.5,27.6,123.6,5.3,7.3,29.8,43.6,18.2,56.4,8.4,49.2,0.4,22.3,0
31.12.1966,0,0,4.8,19.6,0,37.6,99.1,59.4,54,111.3,0,17.3,4.2,14.7,295.1,211.3,299.1,138.5,74.4,35.3,98.6,142.4,15.5,18.8,110.4,234.7,109,4.9,41.1,27.9,472.3,57.4,11.7,87.3,901.8,53.7,154.1,18.3,14,108.3,139.1,45.4,139,20.7,76.9,7.1,76.6,0
31.01.1967,0,0,4,44,0,70.2,198.1,20.9,27.6,88.9,0,11.6,3.6,11.7,94.8,35.7,59.7,16.9,55,59.8,252.8,264.7,11.9,10.3,57.7,103.3,76.1,3.2,84.8,58.4,738.4,79.2,20.6,179.4,738.2,51.7,128,22.6,27.4,177.2,188.3,56.5,169,40.1,111.1,27,157.4,2
28.02.1967,0,0,4.6,1.3,0,39.1,69.8,22.2,25.7,68.8,0,11.4,2.7,10.9,97.1,37.7,62.5,16.8,57.3,26.1,45.5,75.2,8.4,10.6,51.5,123.2,75.2,2,53.5,17.1,519,45.8,11.2,67.4,749.5,43.7,147.5,13.6,8.4,97.9,133.1,40,137.2,14.6,57.7,8.6,81,0
31.03.1967,0,0,5.4,46.4,0,53.9,107.3,62.6,55.9,192.9,0,13.4,4,18.5,202.4,67.3,83.3,24.9,123.7,48.9,92.9,136.5,24.7,22.7,160.7,186.3,188,7.4,103.6,47.8,777,33.1,15.1,51.9,1005.2,56.6,172.6,21.1,15.4,220.8,259.9,75.4,201.5,26.1,95.5,20,54.1,1
30.04.1967,0,0,4.2,35.2,0,57,146.9,25.8,42.5,234.2,0,12.1,4.3,14.8,207.1,94.5,95.5,50.7,110.2,53.3,102.1,147.1,62.9,74,212.2,247,158.4,12.9,128.2,107.3,560.9,35.8,9.3,69,999.2,81.9,134.2,20.1,16.3,205,178.1,46.5,128.9,27.2,94.6,44.2,91.4,1
31.05.1967,0,0,12.5,0.3,0,62.6,160.3,157.7,246.9,248.5,0,43.5,24,13.7,600.4,186.1,268.2,65.6,296.7,41,29.4,56.4,20.3,28,364.1,392.5,475.8,13.6,132,25.6,1035.5,68.4,6.6,62.5,932.5,41.8,400.8,9,9.2,405.5,412.3,131.3,324.4,15.8,129.3,9.7,71.9,0
30.06.1967,0,0,7.8,2.8,0,27,83.6,190.6,350.7,203.4,0,92.5,55.2,28.3,828.8,190.8,313,35.4,293,17.5,13.9,32.6,5.6,12.5,428.8,720.1,464.6,13.3,56.8,7.6,682.5,29.5,1.4,40,530.5,14,250.3,3,3.7,379.1,329.8,128.2,261.7,4.3,76,3.2,31.9,0
31.07.1967,0,0,2.1,0,0,9.2,33.6,109.2,268.3,95.2,0,125.9,68.1,42.6,638.9,138.8,230.5,14.2,124.8,9.8,1.8,12.7,1.1,5.7,238.1,595.6,190.9,12.6,14.5,2.1,320.3,4.9,0.1,5.7,299,3.9,66.6,1.3,0.4,148.4,90.9,36.3,82.1,2.2,32,0.7,6.2,0
31.08.1967,0,0,0.8,0,0,5.8,19.8,12.7,44.6,20.2,0,62.9,20.3,20.6,159,36.3,90.5,5.3,11.8,8.1,0,12.5,0.2,1.8,45.2,245.8,31.7,12.9,3.5,1.5,217.5,1.6,0.1,3.1,262.6,2.8,26.8,0.7,0,25.4,17.2,7.6,26.9,1.6,19.2,0.2,1.5,0
30.09.1967,0,0,0.3,0.2,0,4.9,17.9,0,12.2,8.1,0,34.9,8.2,17.4,67.7,14.9,53.5,4,2.6,6.1,0,3.3,0.1,0.5,15.9,141.1,18.3,13.5,2.7,0.1,185,0.9,0.1,1.9,233,9.6,8.9,2,0,14,9.9,6.4,16.9,1.4,16.3,0.1,1.1,0
31.10.1967,0,0,0.6,1.7,0,5.9,22.2,0,4.1,5.9,4400,20.4,3.9,12.8,23.7,6.4,34.9,2.7,4.7,7,0.1,5.4,0.2,0.7,0,83.3,10.8,7.2,3,1.2,185,1.9,0.6,2.8,265.7,5.8,19.2,0.1,1.2,11.4,9.7,6.4,17.7,1.7,18,0.3,3,0
30.11.1967,0,0,0.7,11.5,0,6.3,23.1,1.6,4.3,5.4,0,15.8,3.6,13.2,23.9,7.8,31.9,4.5,4.8,2.6,1.4,18.5,0.5,0.8,7.9,50.6,9.6,12.6,3.9,1.9,166.7,2.7,1.6,3.5,252.6,5.9,23.4,0.3,3.2,33.3,11.1,4.6,16.3,2.1,18.5,1.1,5.9,0
31.12.1967,0,0,1.1,19.4,0,10.2,45.2,9.8,9,13.2,0,15.3,3.3,13.3,36,12.7,33,6.9,9.8,9.9,14.4,14.6,1.6,1.9,14.8,60.8,12.2,15,8.8,3.5,204.1,10,4,15.5,318,13,36.6,3,3.8,30,27.2,8.8,33.3,4.5,26.3,2.8,17.4,0
31.01.1968,0,0,3.2,48.5,0,24.1,121.6,12.1,11.6,23.8,0,13.5,3,13.4,33.1,13.1,32.2,7.5,16,16.6,105.8,159.6,1.6,2.5,17,76.6,19.6,15,18.8,8.4,291.2,60.3,12,80.5,414.4,19.9,101.8,9.8,9.2,55.2,59.6,19.1,60.8,12.7,74.2,6,70.8,0
29.02.1968,0,0,9.1,7,0,51.9,184.7,40.7,34.9,59.6,0,12.4,3.4,14.2,52.6,19.3,37.6,10.3,68.6,47.3,72.3,165.5,3.6,5.2,48.3,109.1,92.6,14.8,55.2,1.2,717.6,89.1,15.8,139,1036.8,62.7,292,21.9,16.1,161,230.4,81.9,210,26.9,108.2,11.8,161.7,0
31.03.1968,0,0,5.1,23.7,0,35.4,98.2,30.8,33.9,58.8,0,13.2,3.9,11.6,69.3,24.8,47.2,12.5,60.5,27.9,50.2,86.5,3.3,5.5,49.2,137.2,85.8,14.8,45,16,489,32.7,5,47.1,745.6,28.4,163.9,13.8,8.6,117.4,136.9,44.5,125.6,13.6,66.1,8.9,54.5,0
30.04.1968,0,0,4.4,5.2,0,20.8,48.3,59.4,76.8,51.6,0,15.6,7.1,8.1,138.4,38.2,64.6,10.8,87.7,10.4,10.4,20.9,1.7,4.4,94.8,125.8,139.7,14.3,28,4.8,406,20.5,1.9,18.6,444.9,14.9,142.5,0.8,4.9,125.6,133.4,47,111.5,4.4,43.8,2.8,24.5,0
31.05.1968,0,0,4.5,1.6,0,13.9,37.6,80.6,164.3,42.9,0,26.9,20.5,8.4,244.8,58.6,86.7,7.6,114.9,6.5,4.3,9.5,0.7,3.9,122.7,117.4,152.5,14.4,14.6,2.3,349.1,10.9,0.8,9.8,365.1,17,144.3,0.9,3,126.6,110.5,45.2,94.3,2.5,35.6,1.3,16.3,0
30.06.1968,0,0,1.8,0,0,7.3,23.3,30,94.9,16.1,0,37,19.5,9.9,136.7,29,64.2,3,35.7,3.7,2,8.4,0.1,1.4,51.9,87,62.2,13.9,4.2,1.3,218.3,3.3,0.2,4.1,251.1,13.9,58.7,0.1,0,51.9,36.3,12.8,39,1.7,23,0.3,8.3,0
31.07.1968,0,0,0.3,0,0,4.8,15.8,1,13.6,4,0,32.9,9,9,39.3,6.1,27.5,0.9,4.3,4.3,0.9,14.5,0,0.1,12.4,73.6,13.2,12.5,3.5,0.6,191.7,1.1,0.1,1.9,216.7,20.2,9.9,0,0.7,12.2,9.1,5,13.8,1.4,16.1,0,2.4,0
31.08.1968,0,0,0.2,17.7,0,4.5,19,0,5.2,4.9,0,22.1,4.1,8.9,18,2.6,18.5,0.6,3.6,4.1,0.6,18.9,0,0,5.6,85.4,7.5,12,2.3,0.3,188.1,0.8,0,0.7,234.4,13.4,6.9,0,0,13.7,9.5,3.6,13,1.5,16.7,0,2.1,0
30.09.1968,0,0,0.3,0,0,4,16.7,0,3.4,1.2,0,12.6,2,8.4,6.4,1.7,11.3,0.2,2.3,5.1,0,10.1,0,0,5.1,94.1,8.8,14.5,0.9,0,159.6,0.5,0.1,0,226.8,1.7,9.2,0,0.6,6.3,7.4,2.4,7.9,1.3,13.1,0,1,0
31.10.1968,0,0,0.4,2.7,0,5.9,22.4,1.6,9.9,1.1,4400,11.3,2.1,7.9,14.8,4.1,12.6,1.6,5.5,6.4,0,4.6,0,0.2,0,38.2,10.2,1.5,0.9,0.1,138.3,0.8,0.7,1.3,253.4,3.3,13.1,0.1,1.8,9.9,8.6,5.6,14.4,1.9,16.7,0.1,1.6,0
30.11.1968,0,0,1.2,18.3,0,8,36.6,33.1,33.9,13.9,0,10.5,3.3,9.2,31.5,7.8,15.3,4.1,35.2,9.6,3.5,8.8,0.4,1.2,22.1,55,36.6,2.7,6.6,3,175.2,4.9,2.1,5.4,279,6.7,40.1,2.1,3.7,53,38.4,14.9,39.1,3.2,27.2,1,3.8,0
31.12.1968,0,0,2.8,16.7,0,27.7,159.3,18.5,20.3,43.4,0,11,3.2,8.7,41.8,11.1,17.1,5.5,23.6,21.1,71.9,114.7,4.5,4.5,37.2,67.3,44.2,12.3,16.9,15.6,353.6,23.6,11.7,59.1,529.8,29.5,89.1,14.7,9.8,53.5,58.3,22,51.3,17,86.1,5.2,73.2,0
31.01.1969,0,0,4.8,50.2,0,139,338.7,84.4,69.7,438.4,0,14.5,4.8,14,392.5,183.9,159.4,99.6,202.7,137.2,282.5,388.3,72.9,69.5,346.5,272.8,328.9,16,233.8,153.6,1489,138.4,43.5,256.1,1426.2,98.7,154.6,36,51.8,430.6,495,165.6,468.4,75.2,251.1,54.1,247.5,1
28.02.1969,0,0,4.2,59.9,0,90,235,21.4,28.5,251.6,0,12.3,3.5,11.5,200.8,120.2,93.4,86.5,95.8,72.6,217.2,325.1,75.5,77.9,216.8,261.9,163.8,14.4,126.1,107.2,669.1,73.9,17.6,208.2,1228.7,98.6,134.5,49.1,28.5,212,182.8,53.4,168.2,41.9,124.3,45.2,227.4,2
31.03.1969,0,0,5.4,9.7,0,39.3,109.3,32.8,42.2,198.3,0,15,3.7,9.9,184.4,97.5,133.9,71,90.8,46.3,71.5,130.9,48,48,164.2,246.6,145.8,15.8,85.6,51.1,587,86,6.9,128,870.7,58.9,174.3,17.3,13.5,145.6,162.7,53.3,116.2,17.3,65.2,20.9,142.1,1
30.04.1969,0,0,10.9,15.4,0,52.1,118.9,96.3,123.4,275.6,0,30.2,9,29.1,396.5,148.3,338,83.2,207.5,42.8,26.7,47.4,27.5,33.2,264.4,412.1,338.9,15.3,117.1,33.8,948.6,128.7,7.2,82.7,1091.6,55.2,349.6,7.2,13.4,270.8,321.3,106.9,208.5,15.7,100.7,13.2,117.5,0
31.05.1969,0,0,16.3,0.3,0,49.9,111.8,248,426.8,287,0,114.6,49.3,39.1,1114.6,282.8,597.7,73.8,385.8,22.3,10.5,26.7,7.9,16.1,565.3,836.5,567.9,16,82.3,9.8,1015.4,84.6,2.7,47.6,813.9,32.8,523.4,2.4,5.7,466.6,463.3,172.4,325.2,5.9,119.2,3.7,63.7,0
30.06.1969,0,0,6.2,0,0,16.6,57.4,170.7,380.1,166.2,0,167.7,64.9,54.4,1015,239,502,48.5,239.6,12.9,2,5.1,3,10.5,398.1,848.5,311.8,15.2,26.5,4.2,417.4,16.4,0.6,14.3,405.2,14.6,198.3,1.5,2,258.5,202.3,75.6,158.6,2.9,54.8,1.6,18.9,0
31.07.1969,0,0,1.5,0,0,7.5,29.2,69.8,199,47.5,0,144.4,49,44.1,586.5,129.7,228.4,19.4,64.4,8.1,2.5,17.2,0.9,5.3,144.9,465.7,100.9,15.6,6.5,2,222.8,3.4,0.1,2.9,278.7,10.8,47.5,0.1,1,79.7,43.8,11.6,42,2.1,27.7,0.5,3.9,0
31.08.1969,0,0,0.3,0,0,5.8,21.7,2.9,29.6,22.3,0,78.9,16.9,25.4,170.3,36.6,93.8,7.8,10,3.8,0,11,0.2,1.4,28.1,228.5,26.7,15.6,2.5,0.8,198.1,1.1,0.1,0.3,235.1,8.8,10.2,0,0.1,19.2,11.5,3.9,18.7,1.7,19.1,0.1,1.4,0
30.09.1969,0,0,0.1,1.3,0,4.9,20.3,0.4,5.2,7.6,0,33.9,6.1,15.3,49.3,10.6,44.3,4.1,4.8,3,0,6.1,0.1,0.8,8.9,104.4,12.7,13.7,1.6,0.9,216.8,0.7,0.1,0.1,255.8,10.4,4.8,0.3,0.5,19,7.3,3,13.5,1.5,16.4,0.1,1.4,0
31.10.1969,0,0,0.5,5.6,0,6,26.9,12,10.4,16.2,4400,23.5,4.6,15.1,33.6,8.3,33.4,4.6,12.3,7,0,6.3,0.6,1.8,18.5,85.7,15.3,2.7,3.3,1.4,221.1,1.1,0.8,2.7,271,3.8,14.6,0.1,0.3,18.8,14,6,19.8,1.9,19.4,0.4,2.9,0
30.11.1969,0,0,0.6,8.4,0,6.8,31.3,8.8,11.8,18.9,0,18.4,3.8,14,29.1,7.8,32.4,4.8,12.4,5.3,1.6,7.9,0.9,1.7,18.5,60.9,17.1,12.7,5.5,3.6,221.4,2.3,1.5,3,264.2,4.6,19,0.3,1.8,23.6,13,4.6,21.1,2.3,21.7,1.1,3,0
31.12.1969,0,0,7,14.2,0,49.3,217.6,45.5,23.8,43.3,0,17,3.3,13.4,34.9,12.8,30.9,7.5,65.1,36.5,116.7,129.1,1.6,2.9,33.1,73.3,69.6,4.9,30.8,14,666.9,65,20.5,79.3,938,55.4,223.8,22.3,13.3,118.9,187.8,64.7,184.2,23.9,125,6.4,87.9,0
31.01.1970,0,0,16.8,36.3,0,178.3,464.5,90.2,70.7,251.9,0,17.1,4.5,16.1,116.2,55.4,61.8,34.1,244.7,130.5,399.5,597.9,21.2,18.9,153.5,189,339.2,3.3,212.3,94.2,2127.3,232.9,56.8,402.4,2924.9,174.4,539,31.8,41.5,513.5,646.5,220,700.1,92.7,337.3,36.4,388.5,1
28.02.1970,0,0,5.1,13.1,0,44.9,111.2,22.1,26.6,87,0,14,3.1,13.8,60,22,39,13.3,82.9,34,97,139,7.2,7.2,67.6,119.8,114.2,2,65.5,24.4,548.1,40.3,5.1,88.4,863.7,50.4,163.1,16.5,11.2,149.2,138.4,43.7,133.7,16.9,78.7,11.5,100.8,0
31.03.1970,0,0,5.1,20.4,0,46.5,114.7,35.8,41,118.6,0,15,3.5,12.6,100.7,42.4,57,24.1,85.4,33.3,61.4,76.9,18.5,19,109.6,178.7,135.8,7.4,77.9,42.9,618.4,42.2,3.8,65.1,813.2,42.7,162.4,17.5,13,158.5,139,46.4,144.9,20.1,99.8,19.4,98.9,0
30.04.1970,0,0,3.5,1.9,0,16.8,53.1,40.8,52.1,69.4,0,17.9,5.1,9.4,130.6,41.1,62.2,12.1,79.4,12.7,12.1,16.2,3.8,6.8,89.4,142.7,120.1,12.9,27.9,9,308,13.1,0.9,19,440.1,16.5,111.1,2.2,3.8,104.4,88.9,32.6,80.3,4.3,37.7,4.2,29.3,0
31.05.1970,0,0,6.1,0.2,0,12.9,47.6,111,214.6,85.4,0,35.1,24.9,11.6,396.8,96.3,109.8,12.9,193.6,10.3,8.1,17.8,1.8,6.2,219.3,165.9,243.8,13.7,26,5.1,306.1,11.3,0.7,11.1,375.5,12,196.4,1.9,2.1,203.5,158,62.8,118.1,3,42.8,2,16.3,0
30.06.1970,0,0,3,0.9,0,10.4,37.4,79.1,205,52.3,0,52.6,32.8,17.2,254.9,53.5,95.9,6.1,125.7,6.7,3.2,11.8,0.7,3.7,128.9,221.6,158.4,13.3,10.3,3.2,161.6,4.3,0.3,3.4,301.8,8.8,97.7,1.2,1.1,128.7,79.9,25.4,65.7,2,35.5,0.9,7,0
31.07.1970,0,0,0.8,0,0,3.3,26.7,10.9,53.6,30.7,0,48.8,18.6,14.2,98.8,14.5,47.6,1.9,20.9,4.9,0.2,17.7,0.1,0.9,34.1,138.8,27.9,12.7,3.9,1.9,148.5,1.1,0.1,0,246.8,9.7,26.6,0,0.8,33.2,18.2,5.1,27.8,1.8,21.7,0.3,1.7,0
31.08.1970,0,0,0.2,0,0,4.5,19.4,0,6.2,16.5,0,27.4,6.2,10,29.4,2.9,22.7,0.8,3.9,5.5,0,11,0,0.1,9.1,128.6,14.3,12.9,3.2,0.9,178.2,0.5,0.1,0,239.4,8.7,6.5,0,0.2,10.5,10.9,3.7,20,1.6,16.4,0.1,0.9,0
30.09.1970,0,0,0.1,0,0,4.3,19.4,0,1.5,10.1,0,15.9,2.8,9.5,13.4,2.5,13.4,0.4,2.3,5.1,0,1.7,0,0.1,4.3,106.3,6.8,13.5,2.3,0.7,168.8,0.4,0.1,0.1,222.6,5.9,3,0,0.4,6.7,6.4,3.9,15.6,1.4,15.1,0,1,0
31.10.1970,0,0,0.4,3.2,0,4.5,24.5,0,0.3,10.4,4400,12.6,2.2,8.3,9.8,2.5,12.7,0.8,4,6.7,0,0.7,0,0.3,2.7,52.2,5.7,13.1,1.6,0.6,146,0.9,0.6,0.9,265.1,5.6,12.4,0.4,0.9,10.3,8.3,3.7,17.3,1.7,17,0.2,2.6,0
30.11.1970,0,0,4.6,55.8,0,21.2,125.2,29.1,17.5,40.1,0,12,3.1,11.7,27.2,8.5,18.8,5.1,31.9,24.8,55.5,48.5,0.9,1.8,19.2,58.3,36.3,14.1,18.8,12.1,361.5,23.2,8.4,36.7,654.2,35,146.9,4.4,5.4,88.9,72,27.6,76.5,10.5,71.2,3.2,48.5,0
31.12.1970,0,0,4.5,35.5,0,38.8,197.8,25.8,27.9,71,0,12.9,3.4,12.2,58.6,14.6,26.8,7.9,55.2,58.5,166.8,237.1,7.4,7,54,96.8,64.1,11.3,71.6,50,490.5,58,17.9,121.2,987.8,63.2,143.3,32.6,20,157.1,136.9,42.4,125.8,28.8,103.4,16.9,134.9,1
31.01.1971,0,0,7.5,8.2,0,31.9,163.5,28.8,30.2,62.6,0,11.9,3.3,10.9,60.1,19.5,31.5,11.7,62.3,36.1,70,200.5,5.7,7.2,48,92.5,70.5,14.8,45.5,23.2,474.1,102.7,15.7,136.5,1027,78.5,240.5,16.8,10.5,113.4,139.2,50.6,118.9,20.2,82.4,11,162.9,0
28.02.1971,0,0,4.7,4.9,0,20.1,56.4,23.6,25.5,45.6,0,10.4,2.8,8.4,56.1,18,29.4,9.5,53.1,21.5,13.8,22.3,2.6,4.4,38.5,88,65.8,14.2,32.4,7.5,363.4,39.5,7.6,37.9,558.4,32,151.8,4.6,6,75.1,117.3,38.5,94.3,5.8,38.3,5.9,50.6,0
31.03.1971,0,0,6.4,14.1,0,53.8,152.1,37,33,77,0,11.4,3.2,8.8,80.1,27.6,40.6,10.6,73.1,44.6,46.9,113.9,3.3,6.6,58.9,93,104.8,15.2,62.9,19.2,782.1,70.6,11.8,86.4,1046.7,55.1,207.3,19.6,15.7,158,211.8,66.3,200.5,24.1,100.4,10.8,98.6,0
30.04.1971,0,0,6.4,11.2,0,39.1,86.7,52.2,62.6,80,0,13.3,5.3,6.2,152.5,40.9,51.5,11.3,110.7,25.7,14.5,32.9,2.1,6.3,97.7,146.9,169.8,14.6,54.9,8.6,625.8,43.6,4.7,39.3,834.4,37.8,204.8,4.4,7,181.3,192.6,63.8,183.3,8.5,71.6,7.2,59.7,0
31.05.1971,0,0,10,0.7,0,32.7,82.8,97.5,165.9,85.9,0,22.3,16.9,12,272.2,67,64.5,15.1,172.3,17.4,7.9,18.9,2,7,182.7,144.5,228.7,14.7,43.6,4.5,741.4,31.3,2.3,25.6,712.1,29.6,322.5,5.5,3.4,249.7,268.2,103.6,238.2,4.2,76,2.6,32.5,0
30.06.1971,0,0,4.9,0,0,20.2,58.4,106.9,257.2,54.2,0,44.2,39.5,17.7,297.5,68.1,83.8,8.6,184.7,11.8,4.3,10.2,0.6,4.7,181.6,199.4,191.2,14.5,19.9,3.1,504.6,10.8,0.8,10.7,492.5,23.6,156.5,3.5,1.5,227.5,200.5,89.6,196.6,2.7,53.5,1,16.3,0
31.07.1971,0,0,1.5,0,0,8.3,31.6,22.8,69.9,18,0,42.4,22,14.4,96.8,18.7,40.3,2.7,32.5,9.2,3,15.9,0,0.7,44.7,158.4,57.9,15,5.3,2.1,257,2.8,0.2,2.7,293.6,16.4,49.8,1.7,0.4,66.8,47.1,20.6,67.8,2,30.5,0.3,5,0
31.08.1971,0,0,0.3,0.1,0,7.9,21.1,0,9.9,9.7,0,24.5,10,13,30.7,5.6,19,0.9,6.2,5.4,0,9.5,0,0,6.9,138.4,15.6,15,1.6,0.9,220.2,0.8,0,0.2,227.8,7.7,10.7,4.8,0.1,18.1,11.4,5.2,28.2,1.6,19.4,0,1.3,0
30.09.1971,0,0,0.2,1.1,0,5.6,20.6,0,3.5,6.4,0,15,3.8,9.3,14.7,2.1,11.1,0.5,3.4,4.5,0,4.8,0,0,3.1,114.6,6.6,9.4,1,0.7,173.4,0.5,0.1,0,227.9,6.3,5.3,0.6,0,8.7,9.7,4.6,18.6,1.5,16.8,0,1.4,0
31.10.1971,0,0,0.2,0,0,5.7,24.2,0,2.2,4,4400,10.9,2.3,8.1,12.7,3.2,11.3,1,6.2,5,0,0.4,0,0.1,1.5,65.4,6.2,9.1,1.8,0.1,225.8,0.8,0.6,0.6,280.1,8.5,7.2,8.7,0.3,8.9,9.8,7.1,17.5,1.7,17.6,0.2,3.5,0
