date,c148,c146,d94,sr_scagg,d77,d43a,d74,sr_ll_enr,sr_hth,sr_dnp,sr_cr3,c116,sr_gnt,sr_crw,sr_pnf,sr_trm,sr_isb,sr_scc,sr_par,sr_rll_cmb,sr_ber,sr_clk_inv,sr_buc,sr_hid,sr_mcr,sr_mil,sr_nml,c23,c37,sr_nhg,c77,c86,c87,sr_blb,sr_sha,sr_whi,sr_cle,c29,c28,sr_fol,d17,c27,sr_bul,d76b,d75,c38,c2,sr_lvq
30.04.1928,0,0,5.9,9.5,0,33.1,80.8,62,77.1,126.1,0,13.1,5.6,7.8,157.1,39.1,37.8,15.9,132.6,28.4,43.9,95.8,6.8,12,142.1,163.4,203.3,15.4,80.4,20.1,564.3,50.2,3.1,56.5,788.6,40.4,190.9,7.3,6.8,248,236.1,73.3,186.7,12.9,68.6,9.6,49.4,0
31.05.1928,0,0,6.2,2.9,0,16.6,47.6,108.7,266.8,72.5,0,30.7,18.8,13.9,323,52.5,76.9,0,172.2,15.3,5.9,19.4,1.1,4.6,205.7,206.4,222.9,15.9,22.1,3.2,352.7,16.7,0.8,19.4,393.7,14.1,198.4,2.7,4,213.8,181.4,58.3,171.8,6.9,42.3,1.3,31.7,0
30.06.1928,0,0,1.5,0.3,0,8.2,28.2,28.4,99.7,24.6,0,47.4,26.6,12.8,152,20.1,60.3,0.7,29,5.5,0.9,8.6,0.2,1.4,68.3,135.3,60.4,15.2,4.5,0.8,187.1,8,0.2,7,249.1,12.5,47.9,1.2,1,62.6,36.2,10.8,35.9,3.7,25.3,0.2,9.9,0
31.07.1928,0,0,0.5,1,0,5.1,17.5,3.9,17.3,6.4,0,41.7,17,7.1,38.9,4.3,18.7,0.4,4.8,4.3,0.2,17,0,0.2,15.3,80.8,14.4,14.7,1.3,0.1,165.2,1.3,0.1,2.1,220.9,9.9,16.7,1,0.7,16.5,14.7,5.3,19,2.5,16,0,3.1,0
31.08.1928,0,0,0.2,0,0,4.4,15.8,0.3,5.3,1.8,0,24.3,6.9,6,14.9,2,9.2,0.5,2.4,3.3,0,20.4,0,0,1.8,110.8,6.3,15.4,0.4,0,135,0,0,1.1,196.1,0.3,6.9,1,0.6,4.1,7,4.4,13.4,2.4,13.8,0,1.1,0
30.09.1928,0,0,0.2,1.1,0,4.3,15,0,2.5,0,0,13.8,3.2,6.2,7.3,0.9,6.6,0,0.2,2.8,0,8.8,0,0,0,100.2,3.1,12.2,0.3,0,110,0.1,0.1,0,189,0.4,5.2,0.7,0.7,2.6,2.5,2.2,11.6,2.1,12.3,0,0.8,0
31.10.1928,0,0,0.3,7.6,0,5.8,18.9,1.4,2.3,0,4400,9.1,2,8,7.7,1.3,8.7,0.4,1.4,2.1,0,1.1,0,0,2.8,31.4,3,13,0.6,0,105.6,0.2,0.3,0.6,199.7,0.5,8.9,0.6,1.3,6.9,4.2,3,14.3,1.8,13.1,0.1,1.5,0
30.11.1928,0,0,0.7,6,0,8.6,29.1,2.6,1.4,1.8,0,8,2,8.4,11.4,4.9,12,2.4,3.6,4.7,1.3,9.4,0.3,0.6,5.1,28.9,6.3,13,2.2,0.9,81.4,0.2,1.4,4.3,239.5,0.6,23.1,0.9,1.5,11,9.9,7.1,17.5,2.4,18,0.3,12.6,0
31.12.1928,0,0,0.8,15.1,0,9.8,33.3,5.4,4.5,8.3,0,8.1,2.2,8.7,15.2,7.3,13.7,3.6,5.9,6.2,14.8,20.6,0.7,1,7.4,34.2,9.7,12.6,4.5,2.7,95.6,11.5,2,11.5,260.1,14.2,25.3,1.6,2.3,13.9,15.8,9.9,26.4,2.9,20.8,0.7,6.8,0
31.01.1929,0,0,0.9,16,0,7.6,27.7,5.4,4.4,9.5,0,7.8,2,8.1,15.2,7.1,13.9,3.8,7.6,5.4,6.2,14.3,0.8,1.1,11.2,33.8,12.2,13.8,7.2,4.7,169.1,9,2,7.8,268.7,10.5,28.8,0.9,2.3,17.6,17.4,6,22.4,2.3,16.3,1.1,9.4,0
28.02.1929,0,0,1.4,11.2,0,16.7,43.5,9.4,7,24.4,0,7.2,1.8,7.8,21,8.2,14.7,6.6,14.6,10.4,36,40.5,1.4,2.1,21.9,38.4,21.2,6.4,18.7,10.8,193.8,11.8,3.1,24.4,370.4,14.5,44.8,1.9,3,40.4,41.6,16.8,30,4.6,29.8,3,18.3,0
31.03.1929,0,0,2.5,8.4,0,14,39.6,34.4,28.9,36.6,0,8.2,2.2,11.7,57.2,19.4,25.1,10,32.9,12.3,10.9,18.6,2.1,3.4,47.2,62.4,43.6,4.9,20.4,8.6,242.5,10,2.5,10.9,378.5,12.9,81.6,2.6,5.6,51.1,76.9,25.3,53.6,4.1,27.6,3.3,25.4,0
30.04.1929,0,0,2.4,4.5,0,13.3,40,43.5,48.4,56.8,0,11.3,4.9,7.9,98.5,30.7,39.1,7,67,13,4.4,11.8,2.9,5.7,77.6,79.4,98.3,0.5,29.5,7.6,265.3,9.2,1.6,9.2,407.3,10.8,77.2,3.8,5.6,82.6,125.8,36,73,3.9,28.3,4,14.7,0
31.05.1929,0,0,4.4,9.4,0,9.9,43.2,102,201.5,75,0,26.5,16.2,8,330,79.3,86,14.1,147.2,11.2,1.6,9.1,1.8,5.2,193.5,156.4,185,0.9,20.7,1.6,310.5,9.9,0.9,8.1,322.1,9.4,142.3,1.1,4,176.6,177.1,58.8,107.9,3.1,28.9,1.6,8,0
30.06.1929,0,0,1.8,0.8,0,6.2,22.3,57.6,132.2,34.9,0,41.1,23,9,199,49.2,63.5,6.3,62.6,4.7,0.3,18,0.3,2.1,97.3,118.9,91.4,1.5,9.8,1.4,201.7,2.7,0.2,2.9,231.2,6.2,57.3,0.7,0.9,96.6,69,25.6,43.1,2.1,18.7,0.4,4.2,0
31.07.1929,0,0,0.4,0.3,0,3.8,13.1,6.2,27.4,7.2,0,36.2,14.7,8.3,62.7,10.8,31,1.5,5.6,2.3,0,19.7,0,0.2,18.7,111.6,18.1,1.5,1.5,0,119.7,0.1,0.1,0.6,188,0.7,14,0.3,0.3,20.2,12.5,9.8,14.9,1.4,11.9,0.1,2,0
31.08.1929,0,0,0.2,0.9,0,2.9,12,1,6,0,0,21.1,5.9,6.5,18.9,2.9,12.8,0.6,1.4,1.9,0,8.5,0,0,1.8,84.9,5.1,0.2,0.1,0,97.4,0,0,0.2,176.2,0.1,5.3,0.3,0.3,15.3,7.4,2.6,10.4,1.3,10.1,0,1.8,0
30.09.1929,0,0,0.1,2.9,0,4,12.7,0.2,2.6,0,0,12,2.7,6.7,11.1,1.8,9.2,0.3,0.1,2.3,0,5.7,0,0,2,97.2,2.8,12.5,0.1,0,69.7,0,0,0.2,169.4,0,3.2,0.4,0.4,2,2.9,1.4,8.6,1.3,9.5,0,1,0
31.10.1929,0,0,0.2,3.7,0,4.4,14.5,0.1,3.4,0,4400,9.3,2,8,7.2,1.6,8.8,0.5,1.3,1.8,0,2.8,0,0,2.7,28,1.8,5.3,0.3,0,70.5,0,0.3,0.2,181.2,0,7,0.7,1.2,6.3,6.1,4.2,11.8,1.7,10.3,0,1.2,0
30.11.1929,0,0,0.2,12.9,0,4.3,15.4,0.4,1.3,0,0,8.2,2.1,8,6.7,1.6,9,0.9,1.4,2.3,0,0.5,0,0,2.2,22.1,2.8,7.1,0.5,0,66.6,0.2,0.5,0.5,176.7,0.6,6.9,0.9,1.1,5.1,6.2,2.6,11.8,1.7,9.9,0.1,3.1,0
31.12.1929,0,0,4.6,17.8,0,44.9,133.9,12.8,5.8,4.5,0,8.3,2.2,8.5,8.3,2.2,10,0.7,20.3,33.1,107,98.9,0,0.1,4.4,25.3,21,12,5.7,0.2,751.2,46.1,10.9,45.5,703.3,47.8,148.2,11.8,14.1,54.7,92.5,49.5,147.9,16.3,84.5,0.8,55.8,0
31.01.1930,0,0,1.2,18.6,0,28.8,101.6,10.9,10.1,18.3,0,8,2.1,9.1,15,5.4,12.2,2.8,20.1,19.4,71,97.6,1,1.9,12.6,33.8,27.9,14.9,20.2,11.7,336.1,21.4,10.5,40.1,394.2,20.6,39.2,5.6,6.7,45,69.3,29.3,63.1,10.5,56.6,3.6,37.8,0
28.02.1930,0,0,3.7,16.8,0,32.1,85.3,22.1,18.1,30.2,0,7.3,1.9,9,31.6,12.9,20.1,9.2,32.7,24.2,48.9,87.8,1.8,3.1,26.4,48.4,44.7,14.1,19,10.9,344.2,40.1,8.6,48.5,555.7,41.3,118.5,9,10.7,50.5,87.3,34.8,102.6,11.5,57,3.6,42.8,0
31.03.1930,0,0,4.6,16.2,0,43.2,101.6,36.6,37.3,73.3,0,8.4,2.3,10.9,69.7,23.2,34.6,11.1,68.7,33.8,58.1,108.6,3.3,6.8,73.3,68.7,99,14.9,57.1,34.4,514.4,39,6.6,75,687.5,39.5,148.5,15.5,10.4,120.5,164.8,52.5,130.6,16.2,78.9,10.4,52.4,0
30.04.1930,0,0,4.9,4.5,0,27.7,67.3,75.7,95.9,74.6,0,11.6,5,7.1,167.6,45,53.5,17.5,116.3,21.6,9.9,31.7,1.3,3.4,118,128.2,179.6,14.2,35.3,2.6,501.1,24.1,2.6,28.8,422.9,19.9,156.1,5.1,6.7,160,198.4,63.7,157.9,11,58.5,4.5,30.2,0
31.05.1930,0,0,3.1,2.7,0,17.4,46.5,78.3,138.7,58,0,27.1,16.6,7.4,230.7,64,67.8,15.1,116.4,9.7,3.7,14.8,0.5,2.6,137,80.6,159.3,15,20.1,2.1,370.2,8.7,0.8,18,320.6,8.6,99.5,3,2.7,148.9,137.4,50.4,111.6,7.4,43.4,1.1,17.8,0
30.06.1930,0,0,1.3,0.7,0,6.1,27.6,68.2,187.1,30.9,0,41.9,23.5,11.3,240.9,50.5,82.8,6.1,80.5,4.9,0.9,15.2,0.1,1.5,112,149.4,120.4,14.1,5.8,0.3,197.4,2.8,0.2,5.2,216,7.5,41.6,1.1,1.1,102.2,65.8,17.1,50.9,2.2,23.3,0.3,5.8,0
31.07.1930,0,0,0.4,0.1,0,4.3,15.5,8,30.1,10.8,0,37,15,7.6,55,7.8,28.4,0.9,6.6,2.9,0.1,18.5,0,0.1,18.3,93.9,24.6,14.6,0.9,0.2,114.7,0.5,0,1.1,190.2,3.4,12.3,0.7,0.6,20.6,12.9,8.3,19.5,1.6,14.5,0,1.9,0
31.08.1930,0,0,0.2,0.2,0,4,13.9,1.8,5.6,2.5,0,21.6,6.1,6.9,16.5,2.2,11.8,0.5,1.2,3,0,18,0,0,2.5,82.7,8.1,14.5,0.1,0.1,115.9,0,0,0.4,176.3,0,5.5,0.9,0.6,12.6,7.8,1.8,14,1.4,11.9,0,1.3,0
30.09.1930,0,0,0.2,1.2,0,4.4,15.5,1.2,2.5,0,0,12.2,2.8,7.3,7.6,1.3,7.7,0.2,1.3,2.2,0,10.7,0,0,3.6,97.6,8.4,9,0.2,0.1,103.1,0,0.1,0.2,177.8,0,4.8,0.6,0.7,7.4,5.8,4.2,12.6,1.4,12,0,0.8,0
31.10.1930,0,0,0.2,7.6,0,5.4,17.7,1.9,4.8,2.3,4400,6.5,1.4,8.4,8.6,1.5,9.3,0.4,2,2.6,0.4,0.4,0,0,3.2,33.6,6.1,16.6,0.5,0.2,52.8,0.2,0.2,1,184.2,0.6,7.2,0.3,1.1,8.8,6.5,1.8,12.2,1.6,11.9,0,1.5,0
30.11.1930,0,0,0.3,6,0,5.8,18.4,7.2,5.5,7.6,0,5.7,1.4,7.4,11.8,3.7,11.1,1.7,5.6,3.1,0.7,2.8,0,0,7.1,29.6,8.7,16.6,2.2,0.1,83,1.3,0.6,2.5,188.9,2.5,10,0.7,1.8,12.5,15.9,7.8,20.8,1.7,12.6,0,3.7,0
31.12.1930,0,0,0.5,15.1,0,5.6,18.6,3.5,3.6,3.6,0,5.8,1.5,7.1,9,3.1,10.6,1.2,3.6,3.8,1,6.3,0.1,0,5.2,27.5,8,16.1,1.6,0.2,88.2,1.4,0.7,2.4,192.2,2.1,14.6,0.3,1.4,9.3,10.5,6.5,15.5,1.6,12.6,0,3,0
31.01.1931,0,0,1,24.2,0,11.8,37.2,7.6,6,12.6,0,5.6,1.4,7,12.6,5.8,12.3,3.1,6.7,5.4,18.3,29.5,0.9,0,10.1,31.8,12.8,17.6,5.9,3.7,184.6,14.6,1.8,19.2,275,16.9,33.2,0.9,2.6,21.7,26.3,8.6,26.4,3.8,23.4,0,10,0
28.02.1931,0,0,1.3,14,0,9.4,27.1,12.8,10.3,21.7,0,5.1,1.3,7.3,17.5,7.3,13.8,6.6,14.9,5.9,5.4,12.1,1,0,18.9,37.1,20.5,8.2,11.2,4.3,157.4,11.8,1.3,10.4,265.3,14.4,40.3,1,2.8,30.8,34.7,10.1,27.4,3.1,19,0.1,11.2,0
31.03.1931,0,0,2.5,6.6,0,14.7,41.8,25.1,22,19.3,0,5.8,1.6,7.4,30.9,11.3,15.8,7.5,27.8,9.2,12,18.2,0.7,0,28.1,40.3,38.8,6.2,12.2,2.9,246.1,19.9,1.4,14.4,366,25,82,1.4,4.4,49.7,71.8,24,57.4,4.8,33.6,0.1,13.2,0
30.04.1931,0,0,2.6,4,0,8.3,26.7,54.9,74.1,25.1,0,8,3.5,5.9,98,23.6,23.4,6.9,72.9,5.1,2.8,13,0.2,0,71.3,76.7,91.1,0.6,7.2,0.8,194.8,7.6,0.5,6.9,238.3,7.6,84.9,0.5,2.1,87.5,91.7,21,53.2,1.8,19.9,0.1,9.8,0
31.05.1931,0,0,2,9.6,0,6.2,22.8,55.7,127.4,26.2,0,18.8,11.6,5.3,184.1,40.6,41.9,4.6,80.9,2.4,0.9,14.3,0.1,0,93.8,58.5,88.6,1.1,3.7,0.2,178.1,3.6,0.2,5.1,195.5,3.7,63.7,0.3,0.8,84.9,67.1,20.1,36.1,1.5,17.4,0,4.5,0
30.06.1931,0,0,1.2,0.5,0,4.8,11.7,12.8,32.7,3.5,0,29.4,16.4,4.7,58.7,12.6,24.3,0.6,14.4,1.2,0.5,2,0,0,20.6,17.5,24.9,1.9,1.2,0.1,157.1,1.5,0,1.7,172.4,3.6,39.1,0.2,0.3,31.4,20.9,7.2,14.6,1.3,11.1,0,3,0
31.07.1931,0,0,0.3,0,0,3.4,9.2,1.8,7.6,0.9,0,26.1,10.5,3.7,14.3,2.4,8.5,0.6,1.4,1,0.3,11.7,0,0,2.7,38.9,8.4,1.9,0.1,0.2,114.2,0.2,0,0.4,160.6,1.8,8.4,0.2,0.2,8,6.7,2.2,8,0.9,8.8,0,1.1,0
31.08.1931,0,0,0.1,0,0,2.9,9.5,0.3,2.2,0,0,15.2,4.2,4.1,10.1,1.3,6.3,0.3,0.5,0.7,0.1,10,0,0,2.1,46.4,2.2,0.2,0,0,110.5,0,0,0.2,155.4,0,3.3,0.1,0.2,6.1,3.8,0.9,5.8,0.9,8.3,0,0.5,0
30.09.1931,0,0,0.1,0,0,3,11.5,0.2,0.9,0.8,0,8.6,1.9,4.8,10.1,1.1,6.8,0,0.5,0.7,0.1,2.1,0,0,0.6,69.1,1.4,16,0,0,72.5,0,0,0.2,153.1,0,2.7,0.2,0.3,4,3.7,3.1,5.7,1,8.4,0,0.6,0
31.10.1931,0,0,0.2,0.9,0,4.9,17,0.3,1,0.3,4400,13,2.8,5.7,6.7,1,6.8,0.1,0.1,2.2,0.2,0.3,0,0,1.3,28.1,2.8,8.8,0.1,0,73.7,1.4,0.3,0.6,173.7,3.2,7.8,1.6,1.3,10.9,8.4,4.7,13.1,1.3,11.5,0,1.3,0
30.11.1931,0,0,0.3,21.7,0,6,19.7,1.8,1.8,2.4,0,11.4,2.9,6,8.5,1.7,8.2,0.7,3.9,3.8,0.6,1.2,0,0.1,3.9,15.3,4.3,13.5,1.5,0,77.1,2.5,0.9,2.4,176.1,3.3,10.4,1.8,1.4,12.4,13.5,6.2,14.9,2,12.1,0.2,4.7,0
31.12.1931,0,0,0.7,49,0,28.6,95.8,9.8,7.8,80.9,0,11.5,3.1,6.8,59.5,22.6,17.5,10.3,21.8,15.4,110.1,128,23.8,12.5,77.1,73,49.7,11.2,31.9,35.9,239.2,11.2,7.5,58,396.3,11.9,21.3,11.6,4.2,59.8,67.4,22.6,46.3,19.4,59.9,6.2,38.5,1
31.01.1932,0,0,1,24,0,20.1,53.4,14,16.5,52.2,0,11.1,2.9,8.5,54,15.2,22.3,8.2,24.6,14.9,40.5,84.6,16.2,10.5,50.9,81.2,38.8,9.4,28.2,19.8,290.9,19.7,5.2,50.1,346.2,19.2,30.7,6.4,4.7,64.1,68.4,22.3,52.2,9.1,30.7,6.2,23.5,0
29.02.1932,0,0,1.2,26,0,15.7,41.7,32.8,32.8,185.3,0,10.2,2.6,9.1,142.9,53.5,39.6,26.6,62.2,21.5,32.3,42.9,52.4,41.3,161.1,178.6,120.7,9.9,91.1,59.5,233,16.6,4,24.4,315.1,16.4,37.1,9,6.7,141.8,132.6,37.3,64.7,7.5,25.3,20.2,13.3,1
31.03.1932,0,0,5.2,2.4,0,29,71.8,45.5,41.7,86.4,0,11.7,3.2,12.1,119.1,44.1,68.6,22.5,68.6,33,7.2,20.8,9.4,11.6,78.9,130.3,116,11.9,46.7,7.8,433.5,43,6.3,32.2,656.2,46.3,166,13.2,14.9,108.4,165.6,50.5,139.1,6,44.8,9.3,29.7,0
30.04.1932,0,0,3.8,3.3,0,31.1,74.5,70.3,76,99.6,0,16.2,7,14.3,222.1,74.4,111,25.8,110,39.8,4.2,13.4,4.4,13.6,131.9,210.4,201.5,13.2,43.2,3.4,450.3,21.2,4.2,18.7,431.6,21.4,120.9,9.5,16.4,178.2,253.4,59.2,179.1,6.8,53.9,6.9,22.3,0
31.05.1932,0,0,6.3,0.8,0,27.9,71.9,144.4,231.5,148.9,0,38,23.2,9.4,510.6,130,155,28.6,231.4,38.1,3.2,19.3,2.8,12.8,280,244.8,369.6,13.9,51.1,3.6,435.7,20.7,2,22.3,463.5,17.3,201.8,5.5,11.5,291.6,319.1,105,268,5.5,61.2,4.3,20.4,0
30.06.1932,0,0,2.3,0,0,10.5,35.3,142.3,326.6,63.8,0,58.4,32.9,22.7,592.8,126,166,14.5,199.1,12.1,1.5,13.1,0.8,7.4,252.8,398.2,278.4,12.8,17.4,0.8,257.5,6.2,0.3,7.3,237.8,8.3,74,2.2,3.2,225.6,186.7,60.4,139.3,2.4,29,1,7.5,0
31.07.1932,0,0,0.5,0,0,5.1,15.6,36.5,107.5,31.9,0,51.3,21,23.8,249.8,41,94,4.4,31.5,4.9,0.4,11.2,0,2,66.3,258.6,75.1,12.7,2.5,0,103.1,0.9,0,1.2,180.8,5.4,16.7,0.8,1,59.7,33.2,8.2,33.1,1.3,14.3,0.1,2,0
31.08.1932,0,0,0.2,0,0,3.9,12.6,2.8,13.3,15.9,0,29.9,8.5,10.9,54.8,7.3,28.2,1.4,3.9,3.5,0.3,13.7,0,0.1,12.1,114.5,21.5,12.9,0.4,0,124.5,0,0,0.2,163.3,0.3,6.1,1.3,0.7,13.4,9.2,3.3,17,1.1,10.9,0,1.1,0
30.09.1932,0,0,0.1,0,0,3.5,12.7,1.5,3.6,6.9,0,17,3.9,8.2,17.2,2.8,13.6,0.7,1.9,2.6,0.2,8.5,0,0.1,3.2,97.1,9.6,12.4,0.1,0,88.1,0,0.1,0.3,154,0,3.5,0.6,0.7,10.3,5.3,2.6,11.9,1,10.1,0,1.3,0
31.10.1932,0,0,0.2,0,0,3.7,15.4,0.3,2.9,2.5,4400,10.9,2.3,8.4,15.7,2.6,14,0.9,0.5,2.6,0.3,0.2,0,0.1,2.1,73.4,5.5,12.4,0.3,0,75,0,0.2,0.5,161,0,5.3,0.5,1.2,6.6,3.7,2.4,12.7,1.1,10.6,0,1.5,0
30.11.1932,0,0,0.5,3.9,0,4.9,16.8,0.4,3.3,0,0,9.6,2.4,8.2,10,2.2,12.1,1.3,1.6,2.8,0.6,4.5,0,0.2,2.8,61.5,3.7,7.6,0.6,0,56.5,0.2,0.6,1.6,179.8,0.5,15.1,0.5,1.2,5.6,5.9,3.1,14.3,1.3,11.2,0.1,2.3,0
31.12.1932,0,0,0.5,18.1,0,6,21,1.5,3.2,6.3,0,9.6,2.6,8.2,11.3,3.3,13,1.5,3.6,4.2,2.2,10.5,0.2,0.7,5.3,41.5,7.6,3,1.9,0,89,1.1,1.3,4.9,190.7,2.3,16,0.7,1.5,9.8,9.8,4.5,16.8,1.6,13.8,0.2,2.3,0
31.01.1933,0,0,0.5,34.9,0,9.5,31.5,3.8,5.1,18.8,0,9.3,2.4,8.7,27.2,8.2,17.2,4.4,6,5,40.4,47.5,3.7,1.8,14.9,51.4,9.7,6.9,5.3,9.8,155.1,3,2,13.4,221.9,4.1,16.1,1.1,1.6,19.7,16.5,5.9,18.3,3.2,19.5,0.8,10,0
28.02.1933,0,0,0.6,2,0,8.5,27.3,6,6.9,19.4,0,8.6,2.2,8.4,29.8,9.6,21,6,9.6,5.5,12.9,23.6,3.7,2.3,15.1,54.5,13,8.2,6.5,6.3,147.4,4.2,2,10,221.3,4.5,18,1.4,1.8,18.9,20.6,7,18.6,3.9,17.6,1,18.2,0
31.03.1933,0,0,4.1,17.4,0,24.5,53.6,21.3,20.7,41.8,0,9.8,2.6,13.4,63.9,22.5,36.2,11.9,28.9,14.5,27.5,60.1,5.7,5.6,43.3,95.2,36.4,16,19,7.7,254.9,23.5,3.8,31,807.9,24,131.3,4.6,5.6,50.8,64.9,24.2,54.5,15.3,41.5,3,40.9,0
30.04.1933,0,0,5.7,1.4,0,19.3,52.5,58.9,62.7,49.8,0,13.5,5.8,8.9,155.1,43.4,57.2,15.6,64.2,21.9,9.2,20.1,2.2,7.3,88.5,123.8,103.3,9.9,23.8,2.8,306.3,35.1,2.8,20.6,487.2,38.6,182.7,5.4,10.4,98.9,152,34.2,108,5.2,36.9,3.7,24.2,0
31.05.1933,0,0,5.2,4.1,0,18.8,45.4,75.7,113.1,62.3,0,31.7,19.4,7.1,231.7,61.1,60,12.8,122.8,19.4,4.8,20.6,1.7,6.1,126,57.2,171.3,12.8,34,3.2,335.5,25.8,1.3,18.3,425.4,27.3,166.9,3.4,7,149.4,192.9,52,130,4.6,37.2,4.3,14.3,0
30.06.1933,0,0,5.6,0.1,0,10,36.4,101.1,267.2,57.9,0,48.9,27.5,18.1,457.2,104,125,12.4,169.8,7.8,1,4.5,0.5,4.8,188.6,258.9,191.6,13.8,19.5,0.5,253.8,14.5,0.3,11.5,277.1,13.1,179.5,1.2,2.4,186.5,162,50,101.4,1.6,27.4,0.9,7.3,0
31.07.1933,0,0,1,0,0,4.3,14.4,10,43.1,21.9,0,43,17.6,13.4,136,21.2,56.9,2.2,16.8,2.3,0.4,14.9,0,0.5,27.9,186,25.3,15.7,2,0,120.9,1.8,0.1,1.9,185.1,6,33.1,0.5,0.5,28.5,18.6,9.2,19.1,1.1,12.7,0.1,3.2,0
31.08.1933,0,0,0.3,0,0,3.5,11.1,1.8,5.9,8.4,0,25.1,7.1,7.5,27.4,3.7,18.7,0.8,4.4,2.1,0.1,5.8,0,0,1.3,123.5,8.3,15.3,0.2,0,109.1,0.1,0,0.1,163.3,1,8.5,0.4,0.4,6.4,5.7,4.6,11.3,1,10.1,0,0.9,0
30.09.1933,0,0,0.2,0,0,3.5,12.3,1.5,2.6,0.5,0,14.3,3.3,6.2,10.3,2,10.1,0.4,3.9,1.7,0.2,7.2,0,0,1.6,109.8,5.6,7.2,0,0,88,0,0,0.5,161.4,0,5.4,0.5,0.5,7.2,4.8,2.1,9.1,1,9.7,0,0.5,0
31.10.1933,0,0,0.2,8.7,0,4.6,15.8,1.7,2.8,0,4400,8.6,1.8,6.9,8.4,2.1,10.9,0.8,5.6,2.5,0.2,9.9,0,0,2,48.9,4,12.3,0.7,0,59.5,0.2,0.2,0.9,170.5,0.4,6.5,0.6,1.3,11.8,10.8,4.1,14.6,1.3,11.1,0.1,1.5,0
30.11.1933,0,0,0.3,0,0,4.5,16.8,1.6,3.2,3.1,0,7.5,1.9,7.3,10.8,2.6,10.8,1.3,5.9,3.2,0.6,0.3,0,0.1,3.1,32.3,6.5,7.6,1.6,0,57.5,0.8,0.7,2.6,170.8,1.8,9.4,0.5,1.4,17.1,13.6,5.4,15.6,1.3,11,0.2,3.7,0
31.12.1933,0,0,0.9,32.5,0,19,60.6,15.7,6.9,18.4,0,7.6,2,9,36.6,11.5,16.7,5.2,20.9,11,45.2,79.5,0.6,0.8,17.2,59.3,17.3,3,17.8,12.3,157.6,10.4,4,35.3,326.7,12.1,27.9,2.5,3.4,43.5,49.5,15.4,38.5,9.9,44.4,2.8,10.5,0
31.01.1934,0,0,2.4,7.1,0,22.3,55.6,15.6,13.4,36.4,0,7.3,1.9,9,39.5,12.7,20,6.9,26.3,13.7,35.3,59.8,1.8,1.3,32.2,66.1,25.4,6.9,31.3,13,290.9,19.8,4.5,42.6,480.4,21.1,77.4,2.6,5.4,66.6,72.3,19,53.2,8.5,37.7,5.2,28,0
28.02.1934,0,0,3.2,25.8,0,29.2,63.6,19.2,19.7,52.3,0,6.7,1.7,7.8,36.4,10.2,16.8,5.2,30.4,15.9,41.8,70.4,6.1,2.4,44.8,65.5,35.5,8.2,30.7,21.1,290,18.6,4.8,41.5,492.5,21.2,103.2,4.7,6.5,72.2,77.1,24.3,65.7,12,43,4.6,29.1,0
31.03.1934,0,0,5.4,0,0,22.4,59.9,52,49.9,48.8,0,7.7,2.1,12.4,92.1,20.6,27.4,2,73.8,17.3,17,37.9,2.1,2.9,66.4,121.3,97.5,15.9,22.6,5.8,328.7,22.5,2.8,29.2,457.5,25.7,172.8,3,7.1,106,139.6,42.4,110.6,5.2,39.9,2.3,17.4,0
30.04.1934,0,0,4.5,1.7,0,13.1,40.2,58.3,91,37.1,0,10.6,4.6,7.1,172.4,31.5,39.9,18.2,81.7,6,5,20.1,0.5,1.8,93.2,135.3,95,9.8,10.3,1,267.5,10.9,0.9,12.5,326,10,143.4,1.3,1.9,102.5,92.8,36.7,70.3,2.7,29.4,0.5,10.4,0
31.05.1934,0,0,2.4,9.3,0,8.3,23.2,40.5,89.5,19,0,24.8,15.2,8.6,143.4,21.8,43,0,41.5,3.2,1.9,9.1,0.1,0.6,58.4,43.9,62.5,12.7,4.5,0.3,172.8,5.3,0.2,6.4,253.1,5.3,77.1,0.9,0.8,62,47,16.6,34.7,1.9,19.1,0.2,5.7,0
30.06.1934,0,0,0.8,4,0,5.6,13.8,22.3,61.8,11,0,38.5,21.6,9.1,63.1,12.3,21.8,0,21.4,2,0.7,11.9,0,0.4,35.2,19.8,41.6,13.7,2.6,0.7,139.4,1.6,0.1,3.1,186.4,3.4,26.8,0.6,0.3,33.1,20.3,7,15.9,1.4,13,0.1,2.7,0
31.07.1934,0,0,0.3,0,0,3.9,10.1,1.7,11.2,0,0,34,13.8,6,25.1,3.2,11.3,0.5,0.8,1.9,0.3,13.8,0,0,4,50.8,10.4,15.6,0.3,0,104.7,0.3,0,0.3,163.1,3.1,8.6,0.4,0.3,8,5.9,3,9.4,1,9.8,0,1.3,0
31.08.1934,0,0,0.1,0,0,3.1,10.5,1.1,5.4,0,0,19.8,5.6,4.9,11.4,1.5,7,0.4,0.1,1.7,0.2,14.5,0,0,2.6,69,2.4,15.2,0,0,102.3,0,0,0.2,152.3,0,4.5,0.3,0.3,4.8,5.1,1.2,7.4,1.1,8.8,0,0.5,0
30.09.1934,0,0,0.1,3.9,0,3.1,11.6,0.5,3.8,0.3,0,11.3,2.6,5.3,7.4,0.8,7,0.1,0.1,1.3,0.2,5,0,0,0,69.8,3.5,7.2,0,0,74.6,0,0,0.4,147.9,0,3.3,0.4,0.4,5.5,4.7,2.4,7,1.2,8.6,0,0.9,0
