date,pmp_banks-d800,sr_oro,sr_fol,sr_cmn,sr_nhg,sr_hid,sr_buc,sr_dnp,sr_mcr
31.10.1921,411,3163,720,299,274,46,120,1690,676
30.11.1921,397,3163,575,312,191,25,105,1690,676
31.12.1921,453,2931,575,323,152,25,105,1690,676
31.01.1922,468,3105,575,328,160,30,108,1690,676
28.02.1922,445,2813,575,323,169,30,107,1690,676
31.03.1922,464,2922,680,344,178,46,117,1690,737
30.04.1922,397,3446,800,371,250,78,139,1713,851
31.05.1922,411,3538,975,341,312,90,150,2002,969
30.06.1922,397,3538,975,431,317,90,150,2030,1024
31.07.1922,411,3538,950,431,317,90,150,2030,1024
31.08.1922,411,3538,800,431,317,90,150,2030,1024
30.09.1922,397,3350,650,379,317,69,135,1773,851
31.10.1922,411,3163,720,288,274,46,120,1690,676
30.11.1922,397,3163,575,301,191,25,105,1690,676
31.12.1922,453,2922,575,315,152,27,106,1690,676
31.01.1923,509,2976,575,328,160,31,108,1690,676
28.02.1923,449,3137,575,323,177,42,115,1690,676
31.03.1923,455,3163,680,344,202,61,128,1690,737
30.04.1923,397,3459,800,386,269,75,137,1713,851
31.05.1923,411,3538,975,423,315,90,150,2002,969
30.06.1923,397,3538,975,431,317,90,150,2030,1024
31.07.1923,411,3538,950,431,317,90,150,2030,1024
31.08.1923,411,3538,800,431,317,90,150,2030,1024
30.09.1923,397,3350,650,382,317,69,135,1773,851
31.10.1923,411,3163,720,292,274,46,120,1690,676
30.11.1923,397,3163,575,303,191,25,105,1690,676
31.12.1923,428,3163,575,323,152,28,107,1690,676
31.01.1924,449,3150,575,328,165,37,112,1690,676
29.02.1924,403,3096,575,323,188,46,118,1690,676
31.03.1924,433,3163,680,344,211,56,124,1690,737
30.04.1924,397,3459,800,386,270,81,141,1713,851
31.05.1924,411,3538,975,438,315,90,150,2002,969
30.06.1924,397,3538,975,431,317,90,150,2030,1024
31.07.1924,411,3538,950,431,317,90,150,2030,1024
31.08.1924,411,3538,800,431,317,90,150,2030,1024
30.09.1924,397,3350,650,394,317,69,135,1773,851
31.10.1924,411,3158,720,326,274,46,120,1690,676
30.11.1924,397,3163,575,318,191,25,105,1690,676
31.12.1924,426,3094,575,323,152,28,107,1690,676
31.01.1925,444,3163,575,328,162,37,112,1690,676
28.02.1925,408,2896,575,323,181,38,112,1690,676
31.03.1925,433,3002,680,344,206,51,121,1690,737
30.04.1925,397,3363,800,363,268,80,140,1690,851
31.05.1925,411,3538,975,424,315,90,150,1780,969
30.06.1925,397,3538,975,431,317,90,150,1935,1024
31.07.1925,411,3538,950,431,317,90,150,2030,1024
31.08.1925,411,3538,800,431,317,90,150,2030,1024
30.09.1925,397,3350,650,383,317,69,135,1773,851
31.10.1925,411,3163,720,296,274,46,120,1690,676
30.11.1925,397,3163,575,306,191,25,105,1690,676
31.12.1925,426,3163,575,323,152,28,107,1690,676
31.01.1926,448,3012,575,328,165,35,112,1690,676
28.02.1926,414,2872,575,323,188,39,113,1690,676
31.03.1926,434,3145,680,344,211,61,128,1690,737
30.04.1926,397,3348,800,363,270,77,139,1713,851
31.05.1926,411,3538,975,438,315,90,150,2002,969
30.06.1926,397,3538,975,431,317,90,150,2030,1024
31.07.1926,411,3538,950,431,317,90,150,2030,1024
31.08.1926,411,3538,800,431,317,90,150,2030,1024
30.09.1926,397,3350,650,394,317,69,135,1773,851
31.10.1926,411,3163,720,326,274,46,120,1690,676
30.11.1926,397,2788,575,318,191,25,105,1690,676
31.12.1926,428,3046,575,323,152,28,107,1690,676
31.01.1927,449,2985,575,328,160,35,111,1690,676
28.02.1927,427,2788,575,323,177,35,110,1690,676
31.03.1927,439,2999,680,344,202,56,124,1690,737
30.04.1927,397,3396,800,363,269,79,140,1713,851
31.05.1927,411,3538,975,396,315,90,150,1870,969
30.06.1927,397,3538,975,431,317,90,150,2030,1024
31.07.1927,411,3538,950,431,317,90,150,2030,1024
31.08.1927,411,3538,800,431,317,90,150,2030,1024
30.09.1927,397,3350,650,381,317,69,135,1773,851
31.10.1927,411,3163,720,291,274,46,120,1690,676
30.11.1927,397,2966,575,284,191,25,105,1690,676
31.12.1927,432,3045,575,309,152,27,106,1690,676
31.01.1928,454,3072,575,328,162,37,112,1690,676
29.02.1928,414,3108,575,321,181,45,117,1690,676
31.03.1928,468,2797,679,290,206,48,119,1690,737
30.04.1928,397,3350,800,363,268,78,139,1713,851
31.05.1928,411,3538,975,438,315,90,150,1960,969
30.06.1928,397,3538,975,431,317,90,150,2015,1024
31.07.1928,411,3538,950,431,317,90,150,2030,1024
31.08.1928,411,3538,800,431,317,90,150,2030,1024
30.09.1928,397,3350,650,394,317,69,135,1773,851
31.10.1928,411,3163,720,326,274,46,120,1690,676
30.11.1928,397,3163,575,318,191,25,105,1690,676
31.12.1928,428,3133,575,323,152,28,107,1690,676
31.01.1929,447,3163,575,328,165,36,111,1690,676
28.02.1929,403,3163,575,323,188,45,117,1690,676
31.03.1929,432,3163,680,344,211,59,126,1690,737
30.04.1929,397,3459,800,386,270,79,140,1713,851
31.05.1929,411,3538,975,438,315,90,150,2002,969
30.06.1929,397,3538,975,431,317,90,150,2030,1024
31.07.1929,411,3538,950,431,317,90,150,2030,1024
31.08.1929,411,3538,800,431,317,90,150,2030,1024
30.09.1929,397,3350,650,394,317,69,135,1773,851
31.10.1929,411,3163,720,326,274,46,120,1690,676
30.11.1929,397,3163,575,318,191,25,105,1690,676
31.12.1929,424,2822,575,323,152,28,107,1690,676
31.01.1930,445,2927,575,328,165,37,112,1690,676
28.02.1930,402,2972,575,323,188,40,114,1690,676
31.03.1930,432,3105,680,344,211,57,125,1690,737
30.04.1930,397,3433,800,373,270,80,141,1713,851
31.05.1930,411,3538,975,438,315,90,150,1990,969
30.06.1930,397,3538,975,431,317,90,150,2030,1024
31.07.1930,411,3538,950,431,317,90,150,2030,1024
31.08.1930,411,3538,800,431,317,90,150,2030,1024
30.09.1930,397,3350,650,394,317,69,135,1773,851
31.10.1930,411,3163,720,320,274,46,120,1690,676
30.11.1930,397,3163,575,318,191,25,105,1690,676
31.12.1930,424,3163,575,323,152,28,107,1690,676
31.01.1931,447,3163,575,328,165,36,112,1690,676
28.02.1931,401,3163,575,323,188,44,116,1690,676
31.03.1931,430,3159,680,344,211,61,128,1690,737
30.04.1931,397,3459,800,386,270,81,142,1713,851
31.05.1931,411,3538,975,438,315,90,150,2002,969
30.06.1931,397,3538,975,431,317,90,150,2030,1024
31.07.1931,411,3538,950,431,317,90,150,2030,1024
31.08.1931,411,3538,800,431,317,90,150,2030,1024
30.09.1931,397,3350,650,394,317,69,135,1773,851
31.10.1931,411,3163,720,326,274,46,120,1690,676
30.11.1931,397,3163,575,318,191,25,105,1690,676
31.12.1931,443,2788,575,323,152,25,105,1690,676
31.01.1932,449,2931,575,328,160,29,107,1690,676
29.02.1932,419,3120,575,323,177,36,111,1690,676
31.03.1932,433,3163,680,344,202,58,125,1690,737
30.04.1932,397,3433,800,386,269,81,142,1713,851
31.05.1932,411,3538,975,393,315,90,150,1980,969
30.06.1932,397,3538,975,431,317,90,150,2030,1024
31.07.1932,411,3538,950,431,317,90,150,2030,1024
31.08.1932,411,3538,800,431,317,90,150,2030,1024
30.09.1932,397,3350,650,394,317,69,135,1773,851
31.10.1932,411,3163,720,303,274,46,120,1690,676
30.11.1932,397,3163,575,318,191,25,105,1690,676
31.12.1932,424,3163,575,323,152,28,107,1690,676
31.01.1933,453,2956,575,328,165,30,107,1690,676
28.02.1933,403,3135,575,323,188,42,115,1690,676
31.03.1933,431,3081,680,344,211,56,124,1690,737
30.04.1933,397,3459,800,386,270,81,142,1713,851
31.05.1933,411,3538,975,438,315,90,150,1990,969
30.06.1933,397,3538,975,431,317,90,150,2030,1024
31.07.1933,411,3538,950,431,317,90,150,2030,1024
31.08.1933,411,3538,800,431,317,90,150,2030,1024
30.09.1933,397,3350,650,394,317,69,135,1773,851
31.10.1933,411,3115,720,311,274,46,120,1690,676
30.11.1933,397,3163,575,318,191,25,105,1690,676
31.12.1933,425,2941,575,323,152,28,107,1690,676
31.01.1934,446,3108,575,328,165,37,112,1690,676
28.02.1934,405,3009,575,323,188,38,112,1690,676
31.03.1934,430,3095,680,344,211,61,127,1690,737
30.04.1934,397,3459,800,386,270,81,142,1713,851
31.05.1934,411,3538,975,438,315,90,150,2002,969
30.06.1934,397,3538,975,431,317,90,150,2030,1024
31.07.1934,411,3538,950,431,317,90,150,2030,1024
31.08.1934,411,3538,800,431,317,90,150,2030,1024
30.09.1934,397,3350,650,394,317,69,135,1773,851
31.10.1934,411,3163,720,326,274,46,120,1690,676
30.11.1934,397,3045,575,318,191,25,105,1690,676
31.12.1934,424,3055,575,323,152,27,106,1690,676
31.01.1935,452,2965,575,328,160,31,109,1690,676
28.02.1935,408,3002,575,323,177,40,113,1690,676
31.03.1935,437,3027,680,344,202,52,122,1690,737
30.04.1935,397,3234,800,386,269,68,133,1713,851
31.05.1935,411,3538,975,411,315,90,150,1895,969
30.06.1935,397,3538,975,431,317,90,150,2030,1024
31.07.1935,411,3538,950,431,317,90,150,2030,1024
31.08.1935,411,3538,800,431,317,90,150,2030,1024
30.09.1935,397,3350,650,386,317,69,135,1773,851
31.10.1935,411,3163,720,302,274,46,120,1690,676
30.11.1935,397,3163,575,316,191,25,105,1690,676
31.12.1935,427,3143,575,323,152,28,107,1690,676
31.01.1936,453,2950,575,328,160,35,111,1690,676
29.02.1936,510,2788,575,323,177,25,105,1690,676
31.03.1936,466,2954,680,344,202,45,117,1690,737
30.04.1936,397,3408,800,363,269,76,138,1713,851
31.05.1936,411,3538,975,416,315,90,150,1960,969
30.06.1936,397,3538,975,431,317,90,150,2030,1024
31.07.1936,411,3538,950,431,317,90,150,2030,1024
31.08.1936,411,3538,800,431,317,90,150,2030,1024
30.09.1936,397,3350,650,381,317,69,135,1773,851
31.10.1936,411,3163,720,295,274,46,120,1690,676
30.11.1936,397,3163,575,312,191,25,105,1690,676
31.12.1936,431,3143,575,323,152,26,106,1690,676
31.01.1937,458,3013,575,328,160,31,108,1690,676
28.02.1937,536,2900,575,323,169,29,106,1690,676
31.03.1937,497,2904,680,344,178,44,116,1690,737
30.04.1937,397,3385,800,386,250,76,138,1713,851
31.05.1937,411,3538,975,428,312,90,150,1990,969
30.06.1937,397,3538,975,431,317,90,150,2030,1024
31.07.1937,411,3538,950,431,317,90,150,2030,1024
31.08.1937,411,3538,800,431,317,90,150,2030,1024
30.09.1937,397,3350,650,388,317,69,135,1773,851
31.10.1937,411,3163,720,304,274,46,120,1690,676
30.11.1937,397,2865,575,317,191,25,105,1690,676
31.12.1937,468,2867,575,259,152,27,106,1690,676
31.01.1938,514,2924,575,280,160,32,109,1690,676
28.02.1938,572,2788,575,280,169,29,106,1690,676
31.03.1938,518,2788,680,301,178,37,113,1690,737
30.04.1938,397,3277,800,244,250,68,133,1690,851
31.05.1938,411,3538,975,342,312,90,150,1730,969
30.06.1938,397,3538,975,431,317,90,150,2025,1024
31.07.1938,411,3538,950,431,317,90,150,2030,1024
31.08.1938,411,3538,800,431,317,90,150,2030,1024
30.09.1938,397,3350,650,379,317,69,135,1773,851
31.10.1938,411,3163,720,286,274,46,120,1690,676
30.11.1938,397,3163,575,298,191,25,105,1690,676
31.12.1938,430,3163,575,323,152,28,107,1690,676
31.01.1939,452,3134,575,328,165,35,111,1690,676
28.02.1939,409,3163,575,323,188,42,115,1690,676
31.03.1939,437,3133,680,344,211,55,123,1690,737
30.04.1939,397,3459,800,363,270,81,141,1713,851
31.05.1939,411,3538,975,438,315,90,150,2002,969
30.06.1939,397,3538,975,431,317,90,150,2030,1024
31.07.1939,411,3538,950,431,317,90,150,2030,1024
31.08.1939,411,3538,800,431,317,90,150,2030,1024
30.09.1939,397,3350,650,394,317,69,135,1773,851
31.10.1939,411,3163,720,326,274,46,120,1690,676
30.11.1939,397,3163,575,318,191,25,105,1690,676
31.12.1939,424,3154,575,323,152,28,107,1690,676
31.01.1940,498,2870,575,328,160,28,106,1690,676
29.02.1940,427,2788,575,322,177,26,105,1690,676
31.03.1940,459,2788,680,314,202,46,118,1690,737
30.04.1940,397,3238,800,363,269,75,138,1713,851
31.05.1940,411,3538,975,438,315,90,150,1990,969
30.06.1940,397,3538,975,431,317,90,150,2030,1024
31.07.1940,411,3538,950,431,317,90,150,2030,1024
31.08.1940,411,3538,800,431,317,90,150,2030,1024
30.09.1940,397,3350,650,394,317,69,135,1773,851
31.10.1940,411,3163,720,312,274,46,120,1690,676
30.11.1940,397,3163,575,318,191,25,105,1690,676
31.12.1940,472,2788,575,323,152,25,105,1690,676
31.01.1941,487,2788,575,328,160,29,107,1690,676
28.02.1941,572,2788,575,323,169,28,106,1690,676
31.03.1941,518,2918,680,344,178,50,120,1690,737
30.04.1941,397,3334,800,386,250,71,135,1690,851
31.05.1941,411,3538,975,406,312,90,150,1830,969
30.06.1941,397,3538,975,431,317,90,150,2030,1024
31.07.1941,411,3538,950,431,317,90,150,2030,1024
31.08.1941,411,3538,800,431,317,90,150,2030,1024
30.09.1941,397,3350,650,379,317,69,135,1773,851
31.10.1941,411,3163,720,290,274,46,120,1690,676
30.11.1941,397,3163,575,300,191,25,105,1690,676
31.12.1941,445,2788,575,290,152,25,105,1690,676
31.01.1942,513,2788,575,284,160,30,108,1690,676
28.02.1942,479,2806,575,276,169,38,112,1690,676
31.03.1942,476,3058,680,312,178,56,124,1690,737
30.04.1942,397,3281,800,348,250,75,137,1713,851
31.05.1942,411,3538,975,356,312,90,150,1765,969
30.06.1942,397,3538,975,431,317,90,150,2027,1024
31.07.1942,411,3538,950,431,317,90,150,2030,1024
31.08.1942,411,3538,800,431,317,90,150,2030,1024
30.09.1942,397,3350,650,379,317,69,135,1773,851
31.10.1942,411,3163,720,289,274,46,120,1690,676
30.11.1942,397,3085,572,287,191,25,105,1690,676
31.12.1942,439,2966,564,292,152,28,107,1690,676
31.01.1943,575,2788,554,282,160,28,106,1690,676
28.02.1943,511,2890,553,272,169,36,111,1690,676
31.03.1943,518,2937,655,290,178,44,117,1690,737
30.04.1943,397,3350,800,363,250,74,137,1713,851
31.05.1943,411,3538,975,421,312,90,150,1970,969
30.06.1943,397,3538,975,431,317,90,150,2030,1024
31.07.1943,411,3538,950,431,317,90,150,2030,1024
31.08.1943,411,3538,800,431,317,90,150,2030,1024
30.09.1943,397,3350,650,381,317,69,135,1773,851
31.10.1943,411,3163,720,298,274,46,120,1690,676
30.11.1943,397,3163,575,315,191,25,105,1690,676
31.12.1943,429,3163,575,323,152,28,107,1690,676
31.01.1944,451,3100,575,328,162,35,111,1690,676
29.02.1944,423,2916,575,323,181,34,110,1690,676
31.03.1944,441,3069,680,344,206,57,125,1690,737
30.04.1944,397,3425,800,386,268,77,139,1713,851
31.05.1944,411,3538,975,438,315,90,150,1990,969
30.06.1944,397,3538,975,431,317,90,150,2030,1024
31.07.1944,411,3538,950,431,317,90,150,2030,1024
31.08.1944,411,3538,800,431,317,90,150,2030,1024
30.09.1944,397,3350,650,390,317,69,135,1773,851
31.10.1944,411,3163,720,306,274,46,120,1690,676
30.11.1944,397,3032,575,303,191,25,105,1690,676
31.12.1944,428,2982,575,321,152,28,106,1690,676
31.01.1945,449,3116,575,328,160,37,112,1690,676
28.02.1945,503,2981,575,312,177,38,112,1690,676
31.03.1945,471,3022,680,344,202,47,119,1690,737
30.04.1945,397,3459,800,375,269,78,139,1713,851
31.05.1945,411,3538,975,410,315,90,150,1975,969
30.06.1945,397,3538,975,431,317,90,150,2030,1024
31.07.1945,411,3538,950,431,317,90,150,2030,1024
31.08.1945,411,3538,800,431,317,90,150,2030,1024
30.09.1945,397,3350,650,381,317,69,135,1773,851
31.10.1945,411,3018,720,293,274,46,120,1690,676
30.11.1945,397,2947,575,285,191,25,105,1690,676
31.12.1945,466,2788,575,276,152,26,106,1690,676
31.01.1946,502,3007,575,285,160,36,111,1690,676
28.02.1946,439,3064,575,292,177,42,116,1690,676
31.03.1946,456,3063,680,325,202,50,120,1690,737
30.04.1946,397,3459,800,363,269,80,141,1713,851
31.05.1946,411,3538,975,438,315,90,150,1975,969
30.06.1946,397,3538,975,431,317,90,150,2030,1024
31.07.1946,411,3538,950,431,317,90,150,2030,1024
31.08.1946,411,3538,800,431,317,90,150,2030,1024
30.09.1946,397,3350,650,394,317,69,135,1773,851
31.10.1946,411,3163,720,310,274,46,120,1690,676
30.11.1946,397,3007,575,317,191,25,105,1690,676
31.12.1946,431,3076,575,323,152,27,106,1690,676
31.01.1947,450,3163,575,328,165,36,112,1690,676
28.02.1947,408,3099,575,323,188,44,116,1690,676
31.03.1947,435,2982,680,344,211,59,126,1690,737
30.04.1947,397,3447,800,386,270,81,142,1713,851
31.05.1947,411,3538,975,438,315,90,150,2002,969
30.06.1947,397,3538,975,431,317,90,150,2030,1024
31.07.1947,411,3538,950,431,317,90,150,2030,1024
31.08.1947,411,3538,800,431,317,90,150,2030,1024
30.09.1947,397,3350,650,394,317,69,135,1773,851
31.10.1947,411,3081,720,326,274,46,120,1690,676
30.11.1947,397,3163,575,318,191,25,105,1690,676
31.12.1947,425,3163,575,323,152,28,107,1690,676
31.01.1948,443,3140,575,328,162,37,112,1690,676
29.02.1948,400,3163,575,323,181,46,117,1690,676
31.03.1948,434,2963,680,344,206,48,119,1690,737
30.04.1948,397,3084,800,386,268,66,132,1713,851
31.05.1948,411,3538,975,408,315,90,150,1950,969
30.06.1948,397,3538,975,431,317,90,150,2030,1024
31.07.1948,411,3538,950,431,317,90,150,2030,1024
31.08.1948,411,3538,800,431,317,90,150,2030,1024
30.09.1948,397,3350,650,379,317,69,135,1773,851
31.10.1948,411,3163,720,292,274,46,120,1690,676
30.11.1948,397,3163,575,307,191,25,105,1690,676
31.12.1948,425,3111,575,323,152,28,107,1690,676
31.01.1949,444,3163,575,328,162,37,118,1690,676
28.02.1949,402,3104,575,323,181,43,115,1690,676
31.03.1949,434,3004,680,344,206,52,122,1690,737
30.04.1949,397,3459,800,386,268,81,141,1713,851
31.05.1949,411,3538,975,438,315,90,150,2002,969
30.06.1949,397,3538,975,431,317,90,150,2030,1024
31.07.1949,411,3538,950,431,317,90,150,2030,1024
31.08.1949,411,3538,800,431,317,90,150,2030,1024
30.09.1949,397,3350,650,394,317,69,135,1773,851
31.10.1949,411,3163,720,309,274,46,120,1690,676
30.11.1949,397,3163,575,318,191,25,105,1690,676
31.12.1949,425,3163,575,323,152,28,107,1690,676
31.01.1950,449,2882,575,328,162,33,110,1690,676
28.02.1950,405,2935,575,323,181,41,114,1690,676
31.03.1950,433,2940,680,344,206,57,125,1690,737
30.04.1950,397,3373,800,386,268,79,140,1713,851
31.05.1950,411,3538,975,408,315,90,150,2002,969
30.06.1950,397,3538,975,431,317,90,150,2030,1024
31.07.1950,411,3538,950,431,317,90,150,2030,1024
31.08.1950,411,3538,800,431,317,90,150,2030,1024
30.09.1950,397,3350,650,379,317,69,135,1773,851
31.10.1950,411,2984,720,287,274,46,120,1690,676
30.11.1950,397,2788,337,249,191,25,105,1690,676
31.12.1950,533,2866,305,254,152,27,106,1690,676
31.01.1951,582,2846,306,259,160,32,109,1690,676
28.02.1951,496,2925,309,254,177,41,114,1690,676
31.03.1951,470,3105,587,290,202,61,128,1690,737
30.04.1951,397,3435,800,363,269,79,140,1713,851
31.05.1951,411,3538,975,438,315,90,150,1955,969
30.06.1951,397,3538,975,431,317,90,150,2030,1024
31.07.1951,411,3538,950,431,317,90,150,2030,1024
31.08.1951,411,3538,800,431,317,90,150,2030,1024
30.09.1951,397,3350,650,394,317,69,135,1773,851
31.10.1951,411,3163,720,308,274,46,120,1690,676
30.11.1951,397,2998,575,318,191,25,105,1690,676
31.12.1951,438,2788,575,323,152,26,106,1690,676
31.01.1952,512,2788,575,328,160,27,106,1690,676
29.02.1952,463,2832,575,323,169,38,113,1690,676
31.03.1952,515,2988,680,336,178,49,120,1690,737
30.04.1952,397,3452,800,253,250,75,137,1690,851
31.05.1952,411,3538,975,313,312,90,150,1895,969
30.06.1952,397,3538,975,423,317,90,150,2030,1024
31.07.1952,411,3538,950,431,317,90,150,2030,1024
31.08.1952,411,3538,800,431,317,90,150,2030,1024
30.09.1952,397,3350,650,379,317,69,135,1773,851
31.10.1952,411,3163,720,273,274,46,120,1690,676
30.11.1952,397,3163,575,289,191,25,105,1690,676
31.12.1952,437,2918,575,318,152,27,106,1690,676
31.01.1953,478,2809,575,328,162,34,110,1690,676
28.02.1953,423,3101,575,269,181,46,117,1690,676
31.03.1953,447,3059,680,344,206,61,128,1690,737
30.04.1953,397,3284,800,386,268,78,139,1713,851
31.05.1953,411,3538,975,428,315,90,150,1990,969
30.06.1953,397,3538,975,431,317,90,150,2030,1024
31.07.1953,411,3538,950,431,317,90,150,2030,1024
31.08.1953,411,3538,800,431,317,90,150,2030,1024
30.09.1953,397,3350,650,382,317,69,135,1773,851
31.10.1953,411,3163,720,287,274,46,120,1690,676
30.11.1953,397,3115,575,301,191,25,105,1690,676
31.12.1953,426,3163,575,323,152,28,107,1690,676
31.01.1954,447,2918,575,328,162,34,110,1690,676
28.02.1954,405,2903,575,323,181,39,113,1690,676
31.03.1954,441,2943,680,344,206,49,120,1690,737
30.04.1954,397,3292,800,369,268,74,137,1713,851
31.05.1954,411,3538,975,438,315,90,150,2002,969
30.06.1954,397,3538,975,431,317,90,150,2030,1024
31.07.1954,411,3538,950,431,317,90,150,2030,1024
31.08.1954,411,3538,800,431,317,90,150,2030,1024
30.09.1954,397,3350,650,383,317,69,135,1773,851
31.10.1954,411,3163,720,301,274,46,120,1690,676
30.11.1954,397,3163,575,318,191,25,105,1690,676
31.12.1954,427,3074,575,323,152,28,107,1690,676
31.01.1955,451,3095,575,328,165,34,110,1690,676
28.02.1955,405,3105,575,323,188,41,114,1690,676
31.03.1955,433,3163,680,344,211,61,128,1690,737
30.04.1955,397,3366,800,386,270,76,138,1713,851
31.05.1955,411,3538,975,437,315,90,150,2002,969
30.06.1955,397,3538,975,431,317,90,150,2030,1024
31.07.1955,411,3538,950,431,317,90,150,2030,1024
31.08.1955,411,3538,800,431,317,90,150,2030,1024
30.09.1955,397,3350,650,386,317,69,135,1773,851
31.10.1955,411,3163,720,305,274,46,120,1690,676
30.11.1955,397,3157,575,312,191,25,105,1690,676
31.12.1955,491,2788,541,266,152,25,105,1690,676
31.01.1956,633,2788,398,259,160,25,105,1690,676
29.02.1956,548,2788,426,270,169,35,111,1690,676
31.03.1956,494,3018,641,317,178,60,127,1690,737
30.04.1956,397,3427,800,364,250,75,138,1713,851
31.05.1956,411,3538,975,385,312,90,150,1915,969
30.06.1956,397,3538,975,431,317,90,150,2030,1024
31.07.1956,411,3538,950,431,317,90,150,2030,1024
31.08.1956,411,3538,800,431,317,90,150,2030,1024
30.09.1956,397,3350,650,382,317,69,135,1773,851
31.10.1956,411,3080,720,277,274,46,120,1690,676
30.11.1956,397,3163,575,295,191,25,105,1690,676
31.12.1956,431,3163,575,320,152,28,107,1690,676
31.01.1957,454,3116,575,328,162,36,111,1690,676
28.02.1957,418,2847,575,323,181,40,113,1690,676
31.03.1957,442,2990,680,342,206,57,125,1690,737
30.04.1957,397,3388,800,380,268,79,140,1713,851
31.05.1957,411,3538,975,421,315,90,150,1975,969
30.06.1957,397,3538,975,431,317,90,150,2030,1024
31.07.1957,411,3538,950,431,317,90,150,2030,1024
31.08.1957,411,3538,800,431,317,90,150,2030,1024
30.09.1957,397,3350,650,383,317,69,135,1773,851
31.10.1957,411,3156,720,293,274,46,120,1690,676
30.11.1957,397,3163,575,307,191,25,105,1690,676
31.12.1957,427,2996,575,323,152,28,107,1690,676
31.01.1958,464,2860,575,328,160,33,109,1690,676
28.02.1958,446,2788,575,323,169,32,108,1690,676
31.03.1958,514,2788,680,344,178,36,113,1690,737
30.04.1958,397,3235,800,366,250,66,132,1690,851
31.05.1958,411,3538,975,370,312,90,150,1910,969
30.06.1958,397,3538,975,431,317,90,150,2030,1024
31.07.1958,411,3538,950,431,317,90,150,2030,1024
31.08.1958,411,3538,800,431,317,90,150,2030,1024
30.09.1958,397,3350,650,382,317,69,135,1773,851
31.10.1958,411,3163,720,279,274,46,120,1690,676
30.11.1958,397,3163,575,292,191,25,105,1690,676
31.12.1958,431,3163,575,316,152,28,107,1690,676
31.01.1959,467,2978,575,328,165,36,112,1690,676
28.02.1959,440,2839,575,323,188,35,111,1690,676
31.03.1959,439,3054,680,344,211,59,126,1690,737
30.04.1959,397,3459,800,373,270,80,141,1713,851
31.05.1959,411,3538,975,438,315,90,150,2002,969
30.06.1959,397,3538,975,431,317,90,150,2030,1024
31.07.1959,411,3538,950,431,317,90,150,2030,1024
31.08.1959,411,3538,800,431,317,90,150,2030,1024
30.09.1959,397,3350,650,394,317,69,135,1773,851
31.10.1959,411,3163,720,307,274,46,120,1690,676
30.11.1959,397,3163,575,318,191,25,105,1690,676
31.12.1959,425,3163,575,323,152,28,107,1690,676
31.01.1960,445,2965,575,328,165,36,111,1690,676
29.02.1960,408,2936,575,323,188,39,113,1690,676
31.03.1960,433,2909,680,344,211,55,123,1690,737
30.04.1960,397,3365,800,363,270,75,137,1713,851
31.05.1960,411,3538,975,438,315,90,150,2002,969
30.06.1960,397,3538,975,431,317,90,150,2030,1024
31.07.1960,411,3538,950,431,317,90,150,2030,1024
31.08.1960,411,3538,800,431,317,90,150,2030,1024
30.09.1960,397,3350,650,394,317,69,135,1773,851
31.10.1960,411,3163,720,310,274,46,120,1690,676
30.11.1960,397,3001,575,316,191,25,105,1690,676
31.12.1960,423,3117,575,323,152,28,107,1690,676
31.01.1961,446,3055,575,328,165,36,112,1690,676
28.02.1961,402,3077,575,323,188,46,117,1690,676
31.03.1961,432,3021,680,344,211,59,126,1690,737
30.04.1961,397,3416,800,386,270,81,141,1713,851
31.05.1961,411,3538,975,438,315,90,150,2002,969
30.06.1961,397,3538,975,431,317,90,150,2030,1024
31.07.1961,411,3538,950,431,317,90,150,2030,1024
31.08.1961,411,3538,800,431,317,90,150,2030,1024
30.09.1961,397,3350,650,394,317,69,135,1773,851
31.10.1961,411,3163,720,326,274,46,120,1690,676
30.11.1961,397,3081,575,318,191,25,105,1690,676
31.12.1961,425,3106,575,323,152,28,107,1690,676
31.01.1962,443,3116,575,328,162,36,111,1690,676
28.02.1962,474,2788,575,323,181,26,105,1690,676
31.03.1962,438,2936,680,344,206,49,120,1690,737
30.04.1962,397,3426,800,384,268,79,140,1713,851
31.05.1962,411,3538,975,420,315,90,150,2002,969
30.06.1962,397,3538,975,431,317,90,150,2030,1024
31.07.1962,411,3538,950,431,317,90,150,2030,1024
31.08.1962,411,3538,800,431,317,90,150,2030,1024
30.09.1962,397,3350,650,383,317,69,135,1773,851
31.10.1962,411,2839,720,287,274,46,120,1690,676
30.11.1962,397,3010,575,302,191,25,105,1690,676
31.12.1962,427,3051,575,323,152,28,107,1690,676
31.01.1963,447,2940,575,328,160,28,107,1690,676
28.02.1963,443,3057,535,256,177,36,111,1690,676
31.03.1963,438,2927,671,291,202,51,121,1690,737
30.04.1963,397,3180,800,356,269,67,132,1713,851
31.05.1963,411,3538,975,414,315,90,150,1980,969
30.06.1963,397,3538,975,431,317,90,150,2030,1024
31.07.1963,411,3538,950,431,317,90,150,2030,1024
31.08.1963,411,3538,800,431,317,90,150,2030,1024
30.09.1963,397,3350,650,382,317,69,135,1773,851
31.10.1963,411,3163,720,292,274,46,120,1690,676
30.11.1963,397,3024,575,278,191,25,105,1690,676
31.12.1963,430,3163,575,306,152,28,107,1690,676
31.01.1964,453,3034,575,328,165,36,112,1690,676
29.02.1964,403,3163,575,323,188,46,118,1690,676
31.03.1964,433,3163,680,344,211,60,127,1690,737
30.04.1964,397,3459,800,386,270,81,142,1713,851
